Inputs,"f(x,y)","f*(x,y)"
[ 1.29094315  3.17933369  1.20750153  2.59735298  2.48638916],0.862663,0.565149
[ 3.00200272  3.14252901  2.45338202  0.36684573  1.9354521 ],0.747056,0.564202
[ 0.6896686   1.61651361  3.55952382  3.30014062  2.57970428],0.779334,0.564847
[ 2.42241192  2.20854545  4.85830545  0.81368035  3.76919293],0.676363,0.564407
[ 2.64595747  3.20423841  4.30371284  5.89429188  1.248348  ],0.546092,0.564053
[ 6.24982786  3.65207815  0.50594336  2.66408515  4.47296381],0.40834,0.564738
[ 2.58647943  4.3889184   2.49176908  1.17174053  3.29771852],0.926822,0.564644
[ 5.04772615  0.76389855  2.00233269  5.55304432  6.31246567],0.306006,0.565503
[ 2.00096583  1.94585598  3.70129204  3.48406243  4.15375614],1.09092,0.565222
[ 5.94623613  0.81895727  3.83646345  6.27503729  5.80218506],0.265146,0.565218
[ 0.50622755 -0.2491456   3.81049252  2.31784272  3.31122613],0.434878,0.56496
[ 1.89165866  1.73977768  0.75061685  3.01712227 -0.12028056],0.442228,0.564284
[ 6.08435345  0.34788725  5.8653841   6.04299736  6.09508038],0.205775,0.565051
[ 1.091941    2.58972144  0.88788831  0.29355404  1.86507356],0.456977,0.564704
[ 6.32777691  6.29902458  5.63876677  2.35537028  4.69885159],0.268655,0.564461
[ 4.74608612  2.12551999  3.04982948  0.38099879  1.60417032],0.567423,0.563683
"[  5.78081071e-01   2.93683098e-03   5.17406845e+00   5.26276588e+00
   5.58959770e+00]",0.274719,0.565612
[ 5.81948614  6.25758553  0.09872975  1.21047401  5.66306448],0.236557,0.564631
[ 0.77556372  3.32576942  4.29191446  3.02413964  0.4303889 ],0.54565,0.563766
[ 1.85432291  0.52957565  5.39121914  3.70987868  1.983446  ],0.508367,0.564
[ 5.37804174  4.05960321  2.37272644  1.30240905  6.06984806],0.408545,0.564847
[ 5.46526241  2.67033291  5.50801325  4.88069487  0.78081995],0.385533,0.563267
[ 6.20527029  3.9519062   2.25464749  4.49898911  5.88050508],0.366573,0.56517
[ 1.05155241  3.15885592  2.77003932  5.44061947  3.68088436],0.653817,0.565567
[ 1.09125507  6.27954578  6.26307392  1.43129385  5.19878864],0.267796,0.564244
[ 3.19756746  6.16917706  1.68654466  1.96982253  0.49495801],0.414175,0.564318
[ 2.46307158  3.53021502  1.43297875  5.00958586  3.62079597],0.80329,0.565523
[ 2.83723855 -0.16620852  2.15460587  5.01193857  2.87260723],0.504282,0.565029
[ 4.0292058   4.59008884  5.58761692  0.09173712  5.84153605],0.31431,0.564436
[ 6.18073606  6.02452374  2.85261917  0.92398351  2.78987241],0.349155,0.564376
[ 0.7741406   3.3282795   6.31878757  5.64162207  3.9414537 ],0.34553,0.564721
[ 0.47740859  3.55198407  3.91851759  5.15672684  2.62518191],0.577908,0.564886
[ 4.18190622  0.52295548  5.59468508  3.45937443  6.03052711],0.348916,0.565144
[ 1.89552462  5.49154949  0.85561973  4.2504549   1.13334   ],0.453019,0.564843
[ 1.33204091  4.5978508   6.13923073 -0.046127    0.02212032],0.260847,0.563794
[ 2.72945261  4.59782648  6.24865961  2.4344306   3.56481075],0.53138,0.564127
[ 3.50099778  0.91807681  1.98761821  1.4063338   3.78770494],0.726186,0.564782
[ 1.32238662  2.01574779  2.59624577  0.38543814  1.05440104],0.511053,0.564087
[ 5.12813711  5.48487663  2.85979152  5.14573812  2.38750601],0.483032,0.564538
[ 5.03122187  3.58243608  5.6511879   4.22095108  2.7654078 ],0.554335,0.564023
[ 1.16033494  2.83249092  3.38244915  2.71193051  3.89153647],1.05971,0.565124
[ 1.8180393   6.10335112  5.67610216  5.17267895  4.04640961],0.34477,0.564535
[ 1.06623769  6.31166029  5.65345526  1.4792757  -0.20395394],0.254289,0.563822
[ 2.26808619  3.96812654  1.72722173  0.85961568  4.44876719],0.676906,0.564939
[ 3.89138079 -0.2291237   0.86462259  1.93931842  3.70057774],0.446479,0.564767
[ 2.35907507  1.64071834  5.59707642  3.93633366  4.64140034],0.569017,0.564959
