Inputs,"f(x,y)","f*(x,y)"
[-4.03999996 -1.20000005],1.67091,1.58596
[ 2.07999992  0.56      ],1.03882,1.58579
[ 0.56       -3.03999996],1.07797,1.58579
[-0.31999999 -2.48000002],0.984622,1.58583
[ 0.68000001 -1.39999998],0.969607,1.5858
[-0.83999997  0.95999998],0.791654,1.58591
[ 3.88000011 -2.        ],1.93678,1.5857
[-2.27999997 -1.32000005],1.71654,1.58591
[-1.27999997 -0.80000001],1.01916,1.58589
[ 2.4000001  -0.40000001],0.995702,1.58576
[-2.96000004  1.39999998],1.7806,1.58599
[ 4.07999992 -3.79999995],1.99163,1.58565
[-1.96000004 -4.55999994],1.93423,1.58586
[ 4.80000019  0.88      ],1.373,1.58576
[ 0.28       2.4000001],0.97685,1.58589
[ 3.75999999 -0.2       ],0.996619,1.58574
[ 0.31999999  2.6400001 ],0.990206,1.58589
[ 0.83999997 -1.67999995],1.22085,1.58579
[-1.48000002 -4.11999989],1.82406,1.58585
[-0.51999998 -1.44000006],0.879449,1.58585
[-4.76000023 -2.03999996],1.94347,1.58596
[ 3.83999991 -0.72000003],1.20724,1.58573
[-3.4000001  0.16     ],0.993227,1.58597
[-0.04       -3.48000002],0.99323,1.58581
[ 3.03999996 -3.16000009],1.9785,1.58569
[-3.75999999 -4.84000015],1.9932,1.58591
[-0.92000002 -0.88      ],0.792264,1.58587
[-3.44000006 -3.83999991],1.98833,1.58591
[-0.63999999 -2.07999992],1.09295,1.58584
[-1.39999998 -0.68000001],0.969607,1.5859
[ 4.5999999   2.72000003],1.97983,1.58579
[-2.79999995  1.44000006],1.79531,1.58599
[ 0.40000001 -3.5999999 ],1.01904,1.58579
[ 0.12        3.79999995],0.995434,1.58591
[-2.11999989  1.75999999],1.85845,1.58597
[ 1.32000005 -2.4000001 ],1.72297,1.58576
[ 4.76000023 -4.67999983],1.99598,1.58563
[ 2.11999989 -2.20000005],1.91189,1.58573
[-4.71999979  2.31999993],1.96462,1.58604
[ 2.92000008 -4.        ],1.98254,1.58568
[ 4.84000015 -4.71999979],1.99617,1.58563
[ 4.51999998 -3.20000005],1.98816,1.58566
[ 3.          0.31999999],0.998182,1.58577
[ 2.44000006  4.67999983],1.97048,1.58586
[ 2.3599999  1.88     ],1.89465,1.58582
[-2.16000009  4.96000004],1.95443,1.58601
[-0.16  0.12],0.000862248,1.58586
[-4.55999994  0.44      ],1.03382,1.586
[-0.28       -1.55999994],0.861651,1.58584
[-4.88000011 -4.32000017],1.99538,1.58594
[ 3.27999997 -0.56      ],1.08097,1.58574
[ 1.24000001  4.51999998],1.70036,1.58588
[-4.63999987  1.91999996],1.92931,1.58603
[-3.79999995 -4.44000006],1.99266,1.58591
[ 3.16000009 -0.75999999],1.24023,1.58574
[ 2.72000003 -0.51999998],1.05019,1.58575
[ 1.84000003  3.        ],1.90756,1.58585
[ 2.20000005 -1.        ],1.45906,1.58575
[-1.15999997 -2.11999989],1.59704,1.58586
[ 0.63999999 -0.60000002],0.258399,1.58582
[ 3.96000004 -4.80000019],1.99407,1.58565
[-0.80000001  2.27999997],1.25489,1.58593
[-2.51999998  1.79999995],1.88883,1.58599
[ 3.24000001 -1.79999995],1.90403,1.58571
[-1.03999996 -0.83999997],0.871526,1.58588
[ 0.         -1.60000002],0.867613,1.58582
[ 1.63999999  0.40000001],0.903513,1.5858
[ 4.15999985  3.51999998],1.9902,1.58581
[-1.91999996  3.03999996],1.91988,1.58599
[ 3.44000006  4.63999987],1.99076,1.58583
[ 1.55999994  3.72000003],1.85035,1.58587
[ 2.55999994  2.83999991],1.96211,1.58583
[-4.5999999  -3.88000011],1.99338,1.58594
[ 4.11999989 -3.31999993],1.98838,1.58566
[-2.31999993 -4.28000021],1.96366,1.58588
