x0,x1,x2,x3,x4,"f(x,y)","f*(x,y)"
5000.0,5.4,0.1524,71.3,0.00401199,120.061,156.83723444137848
2500.0,22.2,0.0254,71.3,0.0214178,126.097,156.83723444137848
800.0,19.7,0.0508,71.3,0.0341183,124.555,156.83723444137848
1000.0,12.3,0.1016,39.6,0.0408268,122.435,95.95870097782436
12500.0,0.0,0.2286,71.3,0.00214345,117.624,156.83723444137848
3150.0,22.2,0.0254,39.6,0.0229028,120.856,95.95870097782436
2500.0,0.0,0.3048,31.7,0.00331266,120.755,92.99921743171976
1250.0,15.4,0.0508,55.5,0.0271925,130.0,135.98726217906486
2000.0,4.0,0.2286,39.6,0.00473801,121.659,95.95870097782436
2000.0,4.2,0.0508,71.3,0.00142788,129.848,156.83723444137848
1600.0,0.0,0.1016,31.7,0.00150092,133.553,92.99921743171976
2500.0,15.4,0.0508,39.6,0.0282593,122.413,95.95870097782436
1250.0,9.5,0.0254,71.3,0.00420654,131.656,156.83723444137848
800.0,4.0,0.2286,31.7,0.00509068,130.869,92.99921743171976
500.0,6.7,0.1016,31.7,0.00592927,130.206,92.99921743171976
6300.0,9.5,0.0254,39.6,0.00449821,120.324,95.95870097782436
250.0,17.4,0.0254,31.7,0.0176631,116.956,92.99921743171976
800.0,0.0,0.0508,39.6,0.000791822,126.508,95.95870097782436
8000.0,22.2,0.0254,71.3,0.0214178,121.657,156.83723444137848
2000.0,5.4,0.1524,55.5,0.00433288,128.707,135.98726217906486
630.0,7.2,0.1524,39.6,0.00909175,133.198,95.95870097782436
2500.0,4.8,0.0254,39.6,0.000907475,131.236,95.95870097782436
8000.0,2.0,0.2286,71.3,0.00293031,115.996,156.83723444137848
2000.0,8.4,0.0508,39.6,0.00566229,129.965,95.95870097782436
400.0,8.4,0.0508,55.5,0.00544854,121.582,135.98726217906486
315.0,19.7,0.0508,39.6,0.036484,129.864,95.95870097782436
315.0,7.2,0.1524,39.6,0.00909175,130.558,95.95870097782436
250.0,7.2,0.1524,39.6,0.00909175,127.488,95.95870097782436
630.0,3.3,0.1016,55.5,0.002211,126.599,135.98726217906486
2000.0,17.4,0.0254,39.6,0.0172206,126.644,95.95870097782436
3150.0,17.4,0.0254,39.6,0.0172206,123.564,95.95870097782436
1000.0,8.4,0.0508,71.3,0.00529514,129.946,156.83723444137848
400.0,12.3,0.1016,31.7,0.0418756,123.207,92.99921743171976
400.0,2.0,0.2286,31.7,0.00372371,123.417,92.99921743171976
2000.0,4.0,0.3048,39.6,0.00579636,120.963,95.95870097782436
315.0,15.6,0.1016,39.6,0.0528487,122.754,95.95870097782436
1000.0,0.0,0.1524,39.6,0.00193287,130.033,95.95870097782436
630.0,17.4,0.0254,71.3,0.016104,122.606,156.83723444137848
5000.0,4.0,0.2286,31.7,0.00509068,115.969,92.99921743171976
500.0,0.0,0.2286,55.5,0.00229336,123.78,135.98726217906486
1250.0,4.8,0.0254,31.7,0.000930789,127.408,92.99921743171976
6300.0,9.5,0.0254,31.7,0.00461377,120.726,92.99921743171976
800.0,4.8,0.0254,31.7,0.000930789,122.648,92.99921743171976
1600.0,4.2,0.0508,39.6,0.00152689,130.197,95.95870097782436
1250.0,1.5,0.3048,71.3,0.00336729,125.872,156.83723444137848
12500.0,0.0,0.1016,55.5,0.00131983,119.91,135.98726217906486
4000.0,0.0,0.0508,39.6,0.000791822,135.308,95.95870097782436
6300.0,5.4,0.1524,31.7,0.00525474,115.591,92.99921743171976
4000.0,19.7,0.0508,71.3,0.0341183,113.045,156.83723444137848
250.0,12.7,0.0254,39.6,0.0130253,121.547,95.95870097782436
4000.0,0.0,0.2286,55.5,0.00229336,123.41,135.98726217906486
1000.0,17.4,0.0254,71.3,0.016104,125.816,156.83723444137848
2500.0,0.0,0.3048,55.5,0.00283081,124.106,135.98726217906486
2000.0,9.9,0.1524,55.5,0.0208438,119.505,135.98726217906486
2000.0,0.0,0.0254,31.7,0.000439472,130.697,92.99921743171976
2000.0,15.4,0.0508,39.6,0.0282593,123.443,95.95870097782436
3150.0,12.6,0.1524,71.3,0.0483159,113.334,156.83723444137848
800.0,2.7,0.1524,39.6,0.00294804,128.829,95.95870097782436
16000.0,0.0,0.0254,39.6,0.000428464,124.986,95.95870097782436
800.0,0.0,0.3048,55.5,0.00283081,128.086,135.98726217906486
200.0,12.3,0.1016,39.6,0.0408268,128.545,95.95870097782436
5000.0,3.0,0.3048,71.3,0.00425727,118.134,156.83723444137848
6300.0,9.9,0.1524,31.7,0.0252785,108.689,92.99921743171976
3150.0,0.0,0.1016,31.7,0.00150092,129.973,92.99921743171976
1600.0,7.2,0.1524,39.6,0.00909175,120.058,95.95870097782436
630.0,0.0,0.1016,71.3,0.00121072,124.155,156.83723444137848
1000.0,9.5,0.0254,55.5,0.0043284,130.332,135.98726217906486
1250.0,17.4,0.0254,39.6,0.0172206,131.364,95.95870097782436
2000.0,3.0,0.3048,31.7,0.00529514,120.088,92.99921743171976
6300.0,4.0,0.2286,55.5,0.0042862,117.154,135.98726217906486
2500.0,0.0,0.0254,39.6,0.000428464,131.836,95.95870097782436
3150.0,1.5,0.3048,71.3,0.00336729,123.392,156.83723444137848
1000.0,3.3,0.1016,55.5,0.002211,131.129,135.98726217906486
2000.0,5.3,0.2286,71.3,0.0051942,125.89,156.83723444137848
1000.0,5.4,0.1524,39.6,0.00485029,130.507,95.95870097782436
315.0,7.2,0.1524,71.3,0.00752039,128.713,156.83723444137848
800.0,3.3,0.1016,71.3,0.00202822,131.074,156.83723444137848
8000.0,3.0,0.3048,39.6,0.00495741,110.652,95.95870097782436
200.0,15.6,0.1016,71.3,0.0437259,130.898,156.83723444137848
4000.0,2.7,0.1524,71.3,0.00243851,126.534,156.83723444137848
3150.0,0.0,0.2286,55.5,0.00229336,125.16,135.98726217906486
8000.0,5.3,0.2286,71.3,0.0051942,114.9,156.83723444137848
2500.0,0.0,0.2286,71.3,0.00214345,128.354,156.83723444137848
2000.0,12.3,0.1016,55.5,0.0368233,118.564,135.98726217906486
2500.0,1.5,0.3048,71.3,0.00336729,124.512,156.83723444137848
315.0,12.3,0.1016,55.5,0.0368233,135.674,135.98726217906486
500.0,0.0,0.3048,39.6,0.00310138,126.959,95.95870097782436
400.0,3.0,0.3048,55.5,0.00452492,126.159,135.98726217906486
2000.0,0.0,0.2286,31.7,0.0027238,123.455,92.99921743171976
2500.0,2.7,0.1524,71.3,0.00243851,128.334,156.83723444137848
1600.0,2.0,0.2286,55.5,0.00313525,126.752,135.98726217906486
800.0,12.6,0.1524,71.3,0.0483159,123.054,156.83723444137848
1000.0,9.9,0.1524,31.7,0.0252785,122.149,92.99921743171976
6300.0,0.0,0.3048,71.3,0.00266337,119.541,156.83723444137848
12500.0,4.8,0.0254,55.5,0.000873218,125.094,135.98726217906486
2000.0,2.0,0.2286,55.5,0.00313525,124.612,135.98726217906486
4000.0,11.2,0.0508,39.6,0.0150478,115.52,95.95870097782436
16000.0,0.0,0.0254,71.3,0.000400682,130.477,156.83723444137848
200.0,9.9,0.1524,71.3,0.0193001,134.319,156.83723444137848
6300.0,12.3,0.1016,31.7,0.0418756,107.267,92.99921743171976
2500.0,0.0,0.1524,31.7,0.00209405,125.867,92.99921743171976
800.0,9.5,0.0254,71.3,0.00420654,127.206,156.83723444137848
250.0,12.3,0.1016,39.6,0.0408268,129.675,95.95870097782436
400.0,4.0,0.3048,39.6,0.00579636,128.633,95.95870097782436
5000.0,15.4,0.0508,31.7,0.0289853,112.355,92.99921743171976
800.0,8.9,0.1016,39.6,0.0124596,130.94,95.95870097782436
5000.0,3.0,0.3048,55.5,0.00452492,117.309,135.98726217906486
2000.0,15.6,0.1016,39.6,0.0528487,110.894,95.95870097782436
800.0,3.3,0.1016,31.7,0.00251435,131.362,92.99921743171976
3150.0,7.3,0.2286,55.5,0.0111706,117.134,135.98726217906486
800.0,0.0,0.2286,55.5,0.00229336,127.53,135.98726217906486
315.0,7.3,0.2286,39.6,0.0123481,132.149,95.95870097782436
4000.0,9.5,0.0254,39.6,0.00449821,127.864,95.95870097782436
5000.0,9.5,0.0254,31.7,0.00461377,124.426,92.99921743171976
2500.0,3.3,0.1016,55.5,0.002211,132.889,135.98726217906486
3150.0,5.4,0.1524,39.6,0.00485029,119.137,95.95870097782436
1250.0,0.0,0.1016,55.5,0.00131983,131.43,135.98726217906486
10000.0,2.0,0.2286,71.3,0.00293031,113.086,156.83723444137848
500.0,0.0,0.3048,31.7,0.00331266,127.315,92.99921743171976
8000.0,0.0,0.1524,71.3,0.0015988,122.527,156.83723444137848
6300.0,0.0,0.2286,31.7,0.0027238,116.815,92.99921743171976
500.0,6.7,0.1016,55.5,0.0052139,129.343,135.98726217906486
315.0,8.9,0.1016,71.3,0.0103088,136.583,156.83723444137848
1000.0,2.0,0.2286,31.7,0.00372371,130.307,92.99921743171976
250.0,15.4,0.0508,31.7,0.0289853,121.225,92.99921743171976
2000.0,2.0,0.2286,31.7,0.00372371,123.037,92.99921743171976
1600.0,6.7,0.1016,39.6,0.00578076,127.375,95.95870097782436
1600.0,4.2,0.0508,71.3,0.00142788,124.318,156.83723444137848
8000.0,5.4,0.1524,55.5,0.00433288,114.927,135.98726217906486
10000.0,0.0,0.1016,55.5,0.00131983,121.93,135.98726217906486
500.0,4.0,0.2286,39.6,0.00473801,127.039,95.95870097782436
3150.0,4.2,0.0508,71.3,0.00142788,133.728,156.83723444137848
4000.0,3.0,0.3048,39.6,0.00495741,116.792,95.95870097782436
3150.0,0.0,0.2286,39.6,0.00253511,124.625,95.95870097782436
400.0,2.0,0.2286,39.6,0.00346574,122.147,95.95870097782436
315.0,9.9,0.1524,39.6,0.0233328,128.595,95.95870097782436
1600.0,7.3,0.2286,31.7,0.0132672,119.039,92.99921743171976
500.0,0.0,0.2286,31.7,0.0027238,126.675,92.99921743171976
8000.0,0.0,0.0508,71.3,0.000740478,130.89,156.83723444137848
8000.0,0.0,0.1524,31.7,0.00209405,117.957,92.99921743171976
400.0,4.0,0.2286,39.6,0.00473801,123.879,95.95870097782436
1600.0,12.7,0.0254,71.3,0.0121808,134.528,156.83723444137848
500.0,8.4,0.0508,31.7,0.00580776,122.966,92.99921743171976
4000.0,7.2,0.1524,71.3,0.00752039,119.343,156.83723444137848
6300.0,0.0,0.1016,55.5,0.00131983,127.73,135.98726217906486
1600.0,4.0,0.2286,39.6,0.00473801,125.319,95.95870097782436
1600.0,17.4,0.0254,55.5,0.0165706,126.471,135.98726217906486
800.0,9.5,0.0254,31.7,0.00461377,130.746,92.99921743171976
1600.0,0.0,0.3048,55.5,0.00283081,126.986,135.98726217906486
1000.0,0.0,0.1524,55.5,0.00172668,128.583,135.98726217906486
2000.0,4.8,0.0254,71.3,0.000848633,128.398,156.83723444137848
1600.0,7.3,0.2286,55.5,0.0111706,123.354,135.98726217906486
6300.0,0.0,0.1524,71.3,0.0015988,125.427,156.83723444137848
500.0,3.0,0.3048,55.5,0.00452492,128.179,135.98726217906486
630.0,2.0,0.2286,55.5,0.00313525,126.842,135.98726217906486
500.0,3.0,0.3048,31.7,0.00529514,127.548,92.99921743171976
400.0,9.9,0.1524,31.7,0.0252785,128.939,92.99921743171976
200.0,19.7,0.0508,71.3,0.0341183,118.005,156.83723444137848
2500.0,19.7,0.0508,71.3,0.0341183,118.385,156.83723444137848
800.0,3.0,0.3048,55.5,0.00452492,129.949,135.98726217906486
500.0,0.0,0.3048,55.5,0.00283081,126.416,135.98726217906486
10000.0,2.7,0.1524,71.3,0.00243851,116.724,156.83723444137848
2500.0,9.9,0.1524,31.7,0.0252785,114.729,92.99921743171976
4000.0,4.0,0.3048,39.6,0.00579636,115.863,95.95870097782436
630.0,6.7,0.1016,71.3,0.00478288,131.448,156.83723444137848
1250.0,9.5,0.0254,39.6,0.00449821,130.964,95.95870097782436
1250.0,8.9,0.1016,71.3,0.0103088,132.793,156.83723444137848
630.0,4.0,0.3048,39.6,0.00579636,131.073,95.95870097782436
5000.0,4.2,0.0508,71.3,0.00142788,132.828,156.83723444137848
6300.0,4.8,0.0254,31.7,0.000930789,132.898,92.99921743171976
2500.0,12.3,0.1016,39.6,0.0408268,113.315,95.95870097782436
4000.0,1.5,0.3048,71.3,0.00336729,121.762,156.83723444137848
10000.0,4.8,0.0254,71.3,0.000848633,127.398,156.83723444137848
1250.0,0.0,0.0508,55.5,0.00076193,127.076,135.98726217906486
4000.0,0.0,0.1524,31.7,0.00209405,123.807,92.99921743171976
6300.0,0.0,0.3048,31.7,0.00331266,113.775,92.99921743171976
500.0,2.0,0.2286,71.3,0.00293031,126.486,156.83723444137848
10000.0,3.0,0.3048,71.3,0.00425727,110.224,156.83723444137848
500.0,17.4,0.0254,55.5,0.0165706,119.621,135.98726217906486
200.0,15.4,0.0508,31.7,0.0289853,119.975,92.99921743171976
800.0,9.5,0.0254,39.6,0.00449821,129.014,95.95870097782436
2500.0,7.3,0.2286,55.5,0.0111706,118.994,135.98726217906486
630.0,2.7,0.1524,39.6,0.00294804,125.809,95.95870097782436
630.0,0.0,0.1016,39.6,0.00146332,125.401,95.95870097782436
250.0,11.2,0.0508,71.3,0.014072,127.101,156.83723444137848
6300.0,15.4,0.0508,39.6,0.0282593,109.663,95.95870097782436
1000.0,0.0,0.1016,31.7,0.00150092,131.313,92.99921743171976
315.0,5.4,0.1524,39.6,0.00485029,125.347,95.95870097782436
200.0,15.4,0.0508,71.3,0.0264269,123.595,156.83723444137848
4000.0,15.4,0.0508,31.7,0.0289853,115.635,92.99921743171976
630.0,7.2,0.1524,71.3,0.00752039,134.853,156.83723444137848
4000.0,5.4,0.1524,55.5,0.00433288,119.737,135.98726217906486
630.0,8.9,0.1016,71.3,0.0103088,138.423,156.83723444137848
3150.0,3.0,0.3048,39.6,0.00495741,118.922,95.95870097782436
10000.0,0.0,0.0254,55.5,0.00041229,134.563,135.98726217906486
4000.0,4.8,0.0254,31.7,0.000930789,135.328,92.99921743171976
8000.0,0.0,0.3048,55.5,0.00283081,116.476,135.98726217906486
500.0,12.3,0.1016,71.3,0.0337792,140.158,156.83723444137848
1600.0,1.5,0.3048,71.3,0.00336729,126.632,156.83723444137848
5000.0,3.3,0.1016,31.7,0.00251435,122.082,92.99921743171976
6300.0,15.4,0.0508,55.5,0.0271925,112.93,135.98726217906486
3150.0,3.0,0.3048,71.3,0.00425727,121.514,156.83723444137848
6300.0,1.5,0.3048,39.6,0.00392107,114.751,95.95870097782436
1600.0,19.7,0.0508,39.6,0.036484,117.604,95.95870097782436
1250.0,0.0,0.1016,39.6,0.00146332,132.271,95.95870097782436
6300.0,0.0,0.3048,55.5,0.00283081,117.976,135.98726217906486
1000.0,6.7,0.1016,31.7,0.00592927,131.636,92.99921743171976
800.0,4.0,0.3048,71.3,0.00497773,131.755,156.83723444137848
3150.0,0.0,0.0254,31.7,0.000439472,135.227,92.99921743171976
630.0,9.9,0.1524,55.5,0.0208438,127.315,135.98726217906486
5000.0,5.4,0.1524,39.6,0.00485029,117.037,95.95870097782436
1600.0,17.4,0.0254,71.3,0.016104,126.406,156.83723444137848
1600.0,5.4,0.1524,31.7,0.00525474,123.761,92.99921743171976
800.0,0.0,0.0508,71.3,0.000740478,130.96,156.83723444137848
8000.0,4.8,0.0254,39.6,0.000907475,131.346,95.95870097782436
3150.0,9.5,0.0254,31.7,0.00461377,128.536,92.99921743171976
6300.0,2.0,0.2286,55.5,0.00313525,118.712,135.98726217906486
