x0,x1,x2,x3,x4,"f(x,y)","f*(x,y)"
6300.0,0.0,0.3048,39.6,0.00310138,116.229,110.3976584853396
400.0,5.3,0.2286,71.3,0.0051942,127.7,134.24115204850864
1250.0,2.0,0.2286,71.3,0.00293031,128.816,134.24115204850864
5000.0,2.0,0.2286,39.6,0.00346574,118.827,110.3976584853396
200.0,8.9,0.1016,71.3,0.0103088,133.503,134.24115204850864
12500.0,0.0,0.3048,39.6,0.00310138,109.619,110.3976584853396
8000.0,4.8,0.0254,55.5,0.000873218,132.184,143.63589239607975
3150.0,2.0,0.2286,55.5,0.00313525,123.742,143.63589239607975
2000.0,15.6,0.1016,71.3,0.0437259,119.888,134.24115204850864
1600.0,2.0,0.2286,71.3,0.00293031,127.796,134.24115204850864
3150.0,3.3,0.1016,71.3,0.00202822,132.114,134.24115204850864
500.0,0.0,0.3048,55.5,0.00283081,126.416,143.63589239607975
1000.0,15.4,0.0508,39.6,0.0282593,127.893,110.3976584853396
1250.0,4.2,0.0508,39.6,0.00152689,128.427,110.3976584853396
630.0,8.4,0.0508,31.7,0.00580776,125.856,107.41535004343856
400.0,0.0,0.2286,31.7,0.0027238,123.635,107.41535004343856
1600.0,17.4,0.0254,55.5,0.0165706,126.471,143.63589239607975
2500.0,4.0,0.2286,71.3,0.00400603,124.338,134.24115204850864
630.0,4.0,0.2286,71.3,0.00400603,129.038,134.24115204850864
10000.0,4.8,0.0254,55.5,0.000873218,126.944,143.63589239607975
4000.0,4.8,0.0254,71.3,0.000848633,134.928,134.24115204850864
315.0,12.7,0.0254,71.3,0.0121808,122.938,134.24115204850864
400.0,9.5,0.0254,39.6,0.00449821,121.154,110.3976584853396
400.0,22.2,0.0254,39.6,0.0229028,123.416,110.3976584853396
6300.0,9.5,0.0254,31.7,0.00461377,120.726,107.41535004343856
1250.0,0.0,0.0254,31.7,0.000439472,127.947,107.41535004343856
800.0,8.4,0.0508,71.3,0.00529514,127.556,134.24115204850864
5000.0,4.8,0.0254,71.3,0.000848633,135.468,134.24115204850864
2000.0,3.3,0.1016,71.3,0.00202822,134.034,134.24115204850864
2500.0,15.4,0.0508,55.5,0.0271925,125.63,143.63589239607975
