Inputs,"f(x,y)","f*(x,y)"
[ 1.74000573  6.34394836  5.93565035  1.80935407  4.78332663],0.322731,0.417581
[-0.15074775  5.4132123   1.57770228  1.71462178  1.05908394],0.354697,0.413844
[ 1.6872766   5.16226816  0.44371894  1.98985171  2.90485549],0.527352,0.603747
[ 2.05036378  1.0442903   1.8448329   0.06106978  6.22307777],0.332374,0.27176
[ 0.25072989  1.07433105  4.78949165  4.2020793   4.25937843],0.444445,0.479995
[ 1.20371389  3.06673384  0.97124892  0.22763899  0.44199607],0.376275,0.695196
[ 3.00096679  0.15824266  0.04007071  1.64356208  5.5415163 ],0.331829,0.392901
[ 3.27925444  6.25215006 -0.18718211 -0.24301863  6.27178955],0.21261,0.26711
[ 4.50758553  5.65883827  0.38584027 -0.18202879  1.9788624 ],0.309175,0.351011
[ 5.94952631  2.53780818  1.72296965  2.04484892  4.76208496],0.511211,0.536407
[ 4.07329321  4.03301859  2.45611167  4.83851051  1.00793517],0.672796,0.696587
[ 1.42303836  4.77965736  1.79953802  1.2175374   1.29776633],0.550362,0.566816
[ 1.00327563  5.31313801  1.59801161  4.05990648  0.30368748],0.404914,0.387954
[ 1.07004857  1.22694647  5.32602501  2.12766838  5.34429359],0.42489,0.443345
[ 0.12643462  1.30175757  0.0478482   2.85265851  2.50316548],0.398007,0.465693
[ 1.7524544   3.94471359  3.04027891  0.68618226  2.69303942],0.775287,0.782243
[ 2.12999129  1.95132804  1.56989229  4.15907478  2.41364837],0.944367,0.694878
[ 4.44569063  4.62069416  5.82941484  2.69171882  0.06159712],0.37805,0.418181
[ 1.72996461  5.96971846  1.55285931  4.41158724  4.01434946],0.486667,0.603702
[ 2.69631076  4.24705696  3.17502546  0.43595016  1.51777661],0.647276,0.677063
[ 1.35136712  0.92114466  1.3892262   5.2733655   0.14213565],0.357528,0.409691
[ 2.18479037  2.66048074 -0.21146719  2.98242879  1.64848626],0.558028,0.818799
[-0.15468882  4.85786009  4.77236462  1.03071058  1.40401077],0.357523,0.346884
[ 3.06804347  4.9099102   1.31928062  2.07444859 -0.0612901 ],0.460716,0.433356
[ 2.61285758  0.63505268  0.75889099  4.00521374  5.29482698],0.453677,0.500239
[ 2.35756874  0.4406656   0.05215201  4.9887023   3.91596246],0.392979,0.446181
[ 3.72449875  1.30173612  5.45608902  1.70803308  1.58229816],0.551863,0.519195
[ 6.32025909  0.56995469  0.70052826  1.51946199  4.57280302],0.313652,0.372513
[ 4.19624472  2.16335392 -0.04274304  4.13323975  2.6008718 ],0.560764,0.583255
[ 4.41013288  0.46214896 -0.24554175  3.17506599  2.56542492],0.413527,0.553979
[ 0.59453613  1.76791453  4.27099943  2.63096786  0.3753776 ],0.477451,0.611435
[ 6.11682701  0.31709838  1.58296251  5.37815475  3.62807274],0.33366,0.389234
[ 1.43678105  0.5948633   0.17932677  2.59112382  6.2837491 ],0.31119,0.394134
[ 3.58328414  6.33095932  2.44548416  2.06745291  2.8543129 ],0.567091,0.535991
[ 4.74923325  2.21528244  2.49571848  2.38082218  4.94486761],0.763604,0.649569
[ 5.91164923  0.14306821  2.11143613  2.51369119  4.15445614],0.416691,0.50297
[ 1.51418686  5.62516975  1.5131712   3.24847817  3.85086155],0.584948,0.609716
[ 5.65199137 -0.16785643  1.53662205  1.19250917 -0.04938052],0.271919,0.232098
[ 4.38741541  0.2312962   2.05496097  6.22062349  5.39327145],0.316617,0.356973
[ 1.40535688  4.67644978  0.9923951   0.03756221  5.57397318],0.335737,0.45057
[ 0.15097271  1.00976694  5.12607384  5.61241198  5.35425043],0.294418,0.501017
[ 4.67734623  4.99760294  3.18324733  5.93454409  1.51648986],0.441504,0.637192
[ 0.65125471  5.97499132  2.1051116   0.53590065  3.28104544],0.379957,0.490041
[ 4.51694298  3.1888864   0.72453094  3.8109622   5.57047033],0.505573,0.548337
[ 5.38489199  0.45835754  6.34525776  0.71033108  3.95458913],0.28992,0.256753
[ 6.18914747  5.29401064  2.22671604  4.21165228  5.15578556],0.36837,0.488993
[ 3.29291701  4.45195866  4.73796511  5.10904932  1.7535063 ],0.616662,0.67689
[ 0.93865269  2.07558632  5.4305253   0.26836789  5.89944363],0.313679,0.311389
[ 5.93397331  2.45008063  3.02569675  1.5388031  -0.21337561],0.379188,0.298149
[ 5.56064749  2.75777102  4.3840704   1.09863853  4.29818869],0.531019,0.632247
