Inputs,"f(x,y)","f*(x,y)"
[ 4.5999999 -3.4000001],1.99034,2.0985
[ 0.28       -2.83999991],0.99097,1.05144
[-2.75999999 -1.15999997],1.62727,1.32763
[-1.39999998 -3.6400001 ],1.78779,1.35148
[-4.5999999 -2.5999999],1.97636,2.00574
[ 1.88        2.44000006],1.89844,1.41182
[ 4.03999996  4.5999999 ],1.99403,2.23399
[-2.5999999  -0.36000001],0.995104,1.08995
[ 2.03999996 -2.03999996],1.89082,1.41104
[ 1.63999999  2.20000005],1.83761,1.31993
[-4.51999998 -0.83999997],1.33,1.5267
[ 3.6400001   2.51999998],1.97014,1.81234
[-4.84000015  4.76000023],1.99624,2.6446
[-5.         -3.24000001],1.98941,2.23974
[ 2.51999998  3.72000003],1.97061,1.65559
[ 0.36000001  1.48000002],0.844041,0.835263
[ 1.15999997 -3.96000004],1.64016,1.43349
[ 4.44000006  3.6400001 ],1.99177,2.17701
[-3.          4.36000013],1.98505,2.19948
[-2.83999991  0.60000002],1.09959,1.25079
[-3.07999992  0.68000001],1.16516,1.31501
[-0.12        4.84000015],0.998388,1.28019
[ 3.07999992  3.55999994],1.98282,1.87142
[ 1.08000004  3.07999992],1.56537,1.10268
[-4.03999996  1.15999997],1.64047,1.60157
[-0.60000002 -2.51999998],1.09053,1.10978
[-0.92000002 -4.92000008],1.41568,1.45053
[ 2.11999989 -0.51999998],1.02096,1.19837
[ 1.39999998 -1.55999994],1.649,1.20482
[-0.51999998 -1.24000001],0.770888,0.927271
[-2.68000007 -3.07999992],1.96999,1.67682
[ 1.32000005  3.4000001 ],1.7448,1.19441
[ 2.27999997  0.75999999],1.21448,1.20528
[ 4.67999983  4.44000006],1.99535,2.3376
[ 3.          2.11999989],1.94063,1.64016
[ 3.55999994 -4.44000006],1.99125,2.10447
[-1.63999999  2.92000008],1.86498,1.6022
[ 1.48000002  0.36000001],0.844041,1.01657
