x0,x1,x2,x3,x4,"f(x,y)","f*(x,y)"
4000.0,4.0,0.2286,55.5,0.0042862,120.654,124.748
3150.0,9.5,0.0254,55.5,0.0043284,133.252,124.748
2000.0,19.7,0.0508,39.6,0.036484,117.724,124.748
12500.0,0.0,0.0508,55.5,0.00076193,125.376,124.748
1250.0,9.5,0.0254,55.5,0.0043284,132.202,124.748
500.0,15.4,0.0508,55.5,0.0271925,127.22,124.748
6300.0,15.4,0.0508,39.6,0.0282593,109.663,124.748
6300.0,3.0,0.3048,31.7,0.00529514,109.718,124.748
1000.0,7.2,0.1524,71.3,0.00752039,134.273,124.748
4000.0,4.0,0.3048,71.3,0.00497773,119.535,124.748
1250.0,2.7,0.1524,71.3,0.00243851,130.144,124.748
5000.0,0.0,0.0508,31.7,0.000812164,133.23,124.748
250.0,15.4,0.0508,71.3,0.0264269,124.835,128.003
250.0,11.2,0.0508,39.6,0.0150478,126.43,128.216
16000.0,0.0,0.0254,39.6,0.000428464,124.986,124.748
1000.0,0.0,0.2286,55.5,0.00229336,128.29,124.748
20000.0,0.0,0.0254,71.3,0.000400682,123.217,124.748
1250.0,12.6,0.1524,71.3,0.0483159,120.154,124.748
400.0,9.9,0.1524,39.6,0.0233328,128.345,124.748
3150.0,12.3,0.1016,39.6,0.0408268,113.055,124.748
200.0,19.7,0.0508,71.3,0.0341183,118.005,111.753
2500.0,8.9,0.1016,39.6,0.0124596,119.19,124.748
2500.0,6.7,0.1016,55.5,0.0052139,124.273,124.748
10000.0,4.2,0.0508,71.3,0.00142788,121.238,124.748
3150.0,5.4,0.1524,55.5,0.00433288,121.587,124.748
2500.0,4.2,0.0508,39.6,0.00152689,133.847,124.748
2000.0,9.5,0.0254,31.7,0.00461377,130.496,124.748
400.0,5.4,0.1524,71.3,0.00401199,124.121,128.953
1250.0,22.2,0.0254,39.6,0.0229028,126.446,124.748
500.0,6.7,0.1016,31.7,0.00592927,130.206,124.748
8000.0,0.0,0.0508,39.6,0.000791822,128.518,124.748
5000.0,12.7,0.0254,39.6,0.0130253,125.107,124.748
315.0,4.0,0.2286,31.7,0.00509068,123.609,125.316
2500.0,9.9,0.1524,39.6,0.0233328,116.295,124.748
4000.0,17.4,0.0254,31.7,0.0176631,121.996,124.748
5000.0,0.0,0.1016,55.5,0.00131983,128.36,124.748
3150.0,8.4,0.0508,31.7,0.00580776,122.086,124.748
630.0,12.7,0.0254,71.3,0.0121808,128.878,124.748
630.0,3.0,0.3048,39.6,0.00495741,129.292,124.748
250.0,9.5,0.0254,31.7,0.00461377,120.136,123.234
1250.0,12.6,0.1524,39.6,0.0584113,112.16,124.748
1000.0,6.7,0.1016,31.7,0.00592927,131.636,124.748
4000.0,12.3,0.1016,39.6,0.0408268,110.905,124.748
1250.0,4.8,0.0254,31.7,0.000930789,127.408,124.748
2000.0,0.0,0.3048,39.6,0.00310138,123.689,124.748
1000.0,19.7,0.0508,71.3,0.0341183,121.885,124.748
1600.0,1.5,0.3048,39.6,0.00392107,122.211,124.748
4000.0,4.2,0.0508,71.3,0.00142788,133.598,124.748
2500.0,4.0,0.2286,71.3,0.00400603,124.338,124.748
630.0,17.4,0.0254,39.6,0.0172206,124.514,124.748
2000.0,0.0,0.0508,55.5,0.00076193,131.456,124.748
4000.0,7.3,0.2286,39.6,0.0123481,114.079,124.748
10000.0,4.8,0.0254,39.6,0.000907475,126.066,124.748
4000.0,17.4,0.0254,39.6,0.0172206,122.724,124.748
8000.0,7.2,0.1524,39.6,0.00909175,111.588,124.748
250.0,15.4,0.0508,55.5,0.0271925,124.17,118.019
4000.0,12.6,0.1524,39.6,0.0584113,104.5,124.748
3150.0,9.5,0.0254,71.3,0.00420654,136.166,124.748
8000.0,4.2,0.0508,39.6,0.00152689,120.397,124.748
2500.0,12.7,0.0254,39.6,0.0130253,129.027,124.748
1000.0,3.3,0.1016,71.3,0.00202822,131.434,124.748
1600.0,0.0,0.2286,31.7,0.0027238,125.625,124.748
500.0,19.7,0.0508,39.6,0.036484,128.444,124.748
1600.0,0.0,0.0508,39.6,0.000791822,130.908,124.748
2000.0,0.0,0.3048,71.3,0.00266337,127.461,124.748
2500.0,22.2,0.0254,71.3,0.0214178,126.097,124.748
16000.0,4.8,0.0254,71.3,0.000848633,124.208,124.748
630.0,5.3,0.2286,71.3,0.0051942,131.8,124.748
1600.0,5.3,0.2286,39.6,0.00614329,123.081,124.748
2000.0,4.8,0.0254,55.5,0.000873218,125.054,124.748
5000.0,3.3,0.1016,39.6,0.00245138,122.371,124.748
315.0,12.6,0.1524,39.6,0.0584113,116.02,124.748
2000.0,0.0,0.1016,39.6,0.00146332,133.251,124.748
2500.0,9.5,0.0254,55.5,0.0043284,134.152,124.748
1250.0,9.9,0.1524,55.5,0.0208438,121.635,124.748
6300.0,1.5,0.3048,71.3,0.00336729,118.122,124.748
3150.0,12.3,0.1016,31.7,0.0418756,110.307,124.748
5000.0,0.0,0.0254,39.6,0.000428464,136.536,124.748
1600.0,7.2,0.1524,39.6,0.00909175,120.058,124.748
315.0,6.7,0.1016,31.7,0.00592927,126.266,126.109
3150.0,19.7,0.0508,39.6,0.036484,113.004,124.748
315.0,9.9,0.1524,71.3,0.0193001,135.459,134.011
1250.0,0.0,0.2286,55.5,0.00229336,127.91,124.748
1600.0,7.3,0.2286,55.5,0.0111706,123.354,124.748
4000.0,0.0,0.3048,71.3,0.00266337,123.061,124.748
2500.0,2.7,0.1524,71.3,0.00243851,128.334,124.748
1250.0,6.7,0.1016,39.6,0.00578076,132.395,124.748
16000.0,2.7,0.1524,71.3,0.00243851,110.364,124.748
3150.0,0.0,0.1524,55.5,0.00172668,127.753,124.748
3150.0,6.7,0.1016,71.3,0.00478288,124.458,124.748
400.0,17.4,0.0254,71.3,0.016104,117.396,127.331
500.0,6.7,0.1016,39.6,0.00578076,130.955,124.748
2000.0,9.9,0.1524,71.3,0.0193001,120.779,124.748
500.0,9.5,0.0254,31.7,0.00461377,126.886,124.748
12500.0,0.0,0.0254,71.3,0.000400682,133.207,124.748
6300.0,3.3,0.1016,55.5,0.002211,123.839,124.748
800.0,0.0,0.1524,71.3,0.0015988,125.817,124.748
3150.0,12.3,0.1016,55.5,0.0368233,116.914,124.748
5000.0,3.0,0.3048,55.5,0.00452492,117.309,124.748
1250.0,9.5,0.0254,71.3,0.00420654,131.656,124.748
1600.0,7.3,0.2286,39.6,0.0123481,121.059,124.748
6300.0,4.8,0.0254,55.5,0.000873218,135.164,124.748
12500.0,1.5,0.3048,39.6,0.00392107,106.111,124.748
1000.0,17.4,0.0254,55.5,0.0165706,126.001,124.748
