x0,x1,x2,x3,x4,"f(x,y)","f*(x,y)"
800.0,7.3,0.2286,31.7,0.0132672,123.209,85.072
2500.0,0.0,0.3048,31.7,0.00331266,120.755,77.0149
1250.0,15.4,0.0508,31.7,0.0289853,123.255,94.3895
630.0,5.4,0.1524,71.3,0.00401199,128.971,149.655
630.0,7.2,0.1524,39.6,0.00909175,133.198,97.5254
5000.0,3.3,0.1016,55.5,0.002211,124.839,121.709
400.0,7.3,0.2286,55.5,0.0111706,135.924,125.815
3150.0,15.4,0.0508,55.5,0.0271925,123.46,136.586
3150.0,2.0,0.2286,31.7,0.00372371,121.527,79.2665
1250.0,4.0,0.2286,71.3,0.00400603,131.718,149.03
4000.0,0.0,0.0254,39.6,0.000428464,135.346,88.2522
3150.0,0.0,0.3048,71.3,0.00266337,125.201,145.642
2500.0,17.4,0.0254,55.5,0.0165706,124.931,138.6
800.0,0.0,0.2286,39.6,0.00253511,130.205,88.6454
800.0,0.0,0.2286,31.7,0.0027238,130.725,75.0366
2500.0,3.3,0.1016,55.5,0.002211,132.889,120.131
250.0,5.3,0.2286,39.6,0.00614329,127.011,95.5769
6300.0,2.7,0.1524,71.3,0.00243851,121.944,149.528
10000.0,0.0,0.1524,55.5,0.00172668,119.253,120.94
1600.0,7.2,0.1524,39.6,0.00909175,120.058,98.1379
315.0,22.2,0.0254,71.3,0.0214178,115.857,151.996
2000.0,0.0,0.1016,39.6,0.00146332,133.251,87.8949
630.0,7.2,0.1524,71.3,0.00752039,134.853,152.131
2500.0,6.7,0.1016,71.3,0.00478288,131.458,152.019
2500.0,4.0,0.3048,39.6,0.00579636,120.233,96.1171
8000.0,3.3,0.1016,39.6,0.00245138,118.091,96.2135
2000.0,3.3,0.1016,55.5,0.002211,133.649,119.815
400.0,17.4,0.0254,39.6,0.0172206,115.444,109.884
10000.0,12.7,0.0254,71.3,0.0121808,114.418,164.097
4000.0,5.3,0.2286,39.6,0.00614329,115.801,97.9448
1600.0,9.5,0.0254,55.5,0.0043284,133.062,127.17
5000.0,0.0,0.0508,39.6,0.000791822,134.308,89.1854
400.0,2.0,0.2286,31.7,0.00372371,123.417,77.5301
400.0,5.4,0.1524,55.5,0.00433288,126.807,122.292
500.0,8.9,0.1016,71.3,0.0103088,138.523,153.784
630.0,8.9,0.1016,71.3,0.0103088,138.423,153.867
500.0,5.4,0.1524,39.6,0.00485029,129.937,94.9659
4000.0,0.0,0.2286,31.7,0.0027238,122.035,77.0572
4000.0,4.8,0.0254,71.3,0.000848633,134.928,149.448
1600.0,17.4,0.0254,55.5,0.0165706,126.471,138.031
500.0,12.7,0.0254,39.6,0.0130253,127.127,103.491
6300.0,12.3,0.1016,71.3,0.0337792,113.958,162.154
5000.0,8.9,0.1016,71.3,0.0103088,116.723,156.626
500.0,9.9,0.1524,39.6,0.0233328,126.835,101.173
1250.0,8.4,0.0508,39.6,0.00566229,131.205,98.3523
500.0,15.6,0.1016,39.6,0.0528487,115.304,108.444
1600.0,15.4,0.0508,71.3,0.0264269,130.065,162.824
800.0,9.9,0.1524,31.7,0.0252785,125.539,87.7571
10000.0,0.0,0.1016,31.7,0.00150092,115.893,79.3374
400.0,12.7,0.0254,71.3,0.0121808,125.048,156.571
10000.0,0.0,0.2286,71.3,0.00214345,118.134,149.063
1000.0,15.4,0.0508,55.5,0.0271925,130.4,135.228
8000.0,0.0,0.0508,31.7,0.000812164,126.59,77.4707
5000.0,9.9,0.1524,71.3,0.0193001,114.569,158.617
400.0,7.2,0.1524,71.3,0.00752039,130.123,151.986
400.0,3.0,0.3048,39.6,0.00495741,125.472,93.4174
630.0,17.4,0.0254,71.3,0.016104,122.606,164.636
10000.0,1.5,0.3048,39.6,0.00392107,108.991,97.4192
4000.0,4.0,0.2286,39.6,0.00473801,119.159,96.1585
16000.0,0.0,0.2286,71.3,0.00214345,114.984,152.851
400.0,12.6,0.1524,39.6,0.0584113,115.91,104.877
2500.0,15.6,0.1016,39.6,0.0528487,110.264,109.707
6300.0,0.0,0.1524,55.5,0.00172668,123.303,118.604
3150.0,3.0,0.3048,31.7,0.00529514,118.108,81.5453
