x,y,"f(x,y)","f*(x,y)"
-1.56,4.68,1.85346136515,1.85522
-2.92,-2.76,1.96949022597,1.93511
-4.36,4.6,1.9950119168,1.99511
-3.88,4.76,1.99366286477,1.98397
-2.2,0.68,1.13520974114,1.27287
1.88,-3.64,1.92021785584,1.90871
1.56,-1.88,1.78142351161,1.77246
1.48,0.92,1.24490519567,1.23502
-0.92,0.04,0.417385412861,0.199458
3.96,0.76,1.24611217922,1.229
-1.16,-3.96,1.64015902442,1.7166
0.04,3.8,0.995229599909,1.10758
-2.84,1.72,1.88231915832,1.88058
2.84,2.6,1.96344646763,1.93001
3.32,-0.12,0.992043604647,0.919409
-1.64,-0.76,1.12871377109,1.10755
2.6,-2.84,1.96344646763,1.94173
-1.4,-4.12,1.78999804822,1.79158
4.68,-4.44,1.99535320205,2.02344
4.04,-0.68,1.17241059909,1.49407
-2.76,-2.44,1.95562050034,1.92512
2.36,-5.0,1.96717250278,1.94183
4.2,-1.72,1.89425492341,1.90013
3.88,-2.92,1.98203838992,1.9384
2.52,2.2,1.93486243391,1.89782
-0.36,0.28,0.0226277224041,0.157567
2.76,2.12,1.93588819696,1.87531
-0.04,-4.2,0.996799172536,1.25698
-0.76,-0.28,0.2562712062,0.30427
-1.08,-0.44,0.612485886675,0.579002
2.2,-2.12,1.91188870971,1.89607
-4.68,-0.92,1.41530261846,1.40699
-4.84,-0.52,1.06631544315,1.12197
0.6,2.76,1.09778973255,1.16018
-3.96,2.28,1.96026547062,1.9215
2.68,1.32,1.73321121523,1.71694
4.36,-3.4,1.98981278555,1.95766
1.72,3.24,1.88846547333,1.82552
-1.96,3.16,1.92661045212,1.89674
-1.8,-1.48,1.74054766141,1.71196
-2.6,3.48,1.97181338755,1.92159
-3.32,-4.52,1.98944623736,1.97871
-3.16,4.04,1.98633092708,1.94888
4.76,-2.68,1.97903971072,1.94556
-1.72,-4.6,1.89522987657,1.87668
4.52,1.0,1.49760994971,1.4595
-1.32,3.32,1.74406365476,1.73342
-0.52,2.36,1.03690436953,0.778682
-1.48,4.12,1.82406369366,1.84046
-0.84,3.88,1.32799290111,1.34275
3.24,3.96,1.98695714619,1.97429
-4.52,-3.48,1.99083771709,1.98937
0.52,-4.92,1.06643069955,1.06641
1.96,-1.08,1.51289873189,1.43638
1.08,2.68,1.55734284605,1.39829
0.76,-0.6,0.364893089827,0.361994
-4.92,-4.36,1.99553662799,2.01088
1.64,-4.28,1.87558037112,1.90341
3.16,-1.32,1.74229808526,1.77403
-0.6,4.52,1.11234084404,1.17669
-0.44,2.92,1.0225582765,0.891332
2.28,-2.04,1.9097270959,1.88276
-2.28,3.0,1.95212036495,1.90259
-1.88,1.48,1.75340425484,1.74
-2.12,1.96,1.8893690927,1.87376
-3.4,-0.04,0.992574994448,0.959487
3.0,3.56,1.98161752985,1.95897
-4.6,-1.4,1.79122826307,1.72275
4.28,-3.72,1.99183402597,1.97803
4.92,-2.28,1.96261176379,1.93279
2.12,4.84,1.95101037923,1.8896
-3.72,-2.2,1.95386458141,1.93439
0.44,1.88,0.962008800788,0.857416
1.16,3.08,1.63321903651,1.52553
0.28,2.44,0.978670672821,0.947878
-3.64,4.2,1.99113255634,1.96546
3.64,1.16,1.63854498449,1.61317
0.2,-3.88,0.997204446354,1.06929
2.44,-1.56,1.82810326168,1.7841
-4.76,-4.76,1.99611172519,2.01096
4.12,-0.2,0.998138795039,1.0402
-2.36,-0.36,0.985288658574,0.651942
1.0,1.08,1.07635899793,0.955147
4.84,-2.6,1.97676664066,1.94406
-1.0,0.52,0.568134422655,0.575338
-4.12,2.04,1.94195295985,1.91395
-3.0,-2.36,1.95657482492,1.93337
1.32,4.92,1.750523644,1.75742
-0.2,0.6,0.116328338515,0.192048
-4.44,0.2,0.999030880648,1.36014
4.6,1.24,1.70052529965,1.66986
0.36,2.84,1.00137955916,1.0789
-4.28,-1.0,1.49702879553,1.45019
-2.04,-1.64,1.8239631846,1.76172
-3.48,-4.68,1.99114753297,1.985
2.04,-1.24,1.64816534294,1.6382
3.8,-3.0,1.98303191796,1.93904
-4.2,1.64,1.87534818814,1.90029
-2.44,0.44,1.00868855086,1.00117
1.24,-1.96,1.63929346791,1.62123
-0.28,3.4,0.998681445158,0.968995
-5.0,-3.8,1.99362959583,2.00569
3.56,0.36,1.0103313635,0.971626
0.68,2.52,1.1519534731,1.13685
3.4,4.28,1.98960122998,1.98523
-0.12,-2.52,0.976010399929,0.96156
0.12,-3.08,0.989217312802,0.972967
-3.56,1.56,1.84935425136,1.88913
-3.8,1.8,1.90825235853,1.9011
3.08,4.44,1.98644343227,1.9742
-3.08,-3.24,1.98001715828,1.9448
1.8,3.64,1.90736126241,1.85107
3.72,3.72,1.98961046088,1.98143
2.92,-4.84,1.98461240825,1.96784
-3.24,-0.84,1.32339306141,1.23327
-2.52,-3.32,1.96763937059,1.93174
-4.04,-3.16,1.98633092708,1.97243
-1.24,-3.56,1.69656638574,1.70448
4.44,1.4,1.79089013383,1.77573
-2.68,-4.04,1.97724405705,1.95368
-0.68,4.36,1.17339074126,1.21651
0.84,0.84,0.664771797879,0.726543
0.92,0.12,0.41759016986,0.381081
3.48,-1.16,1.63743680808,1.7376
1.4,-1.8,1.70648201597,1.70116
