Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,350,1,0.109079073546,-1.17297416587,5,395.92233657836914
5,350,2,0.0641649440033,-1.48122533531,5,502.1309697628021
5,350,3,0.0821378822339,-0.754211200576,5,344.1434483528137
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,350,1,0.114236954738,-0.523364234313,5,277.4504945278168
5,350,2,0.0553915657603,-0.597904930488,5,375.09762167930603
5,350,3,0.0679535684952,-0.364321396165,5,329.4740364551544
5,350,4,0.0453314896095,-0.931176729402,5,398.7800271511078
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,350,1,0.0591394762644,-0.419371837902,5,312.20683121681213
5,350,2,0.0727353347453,-0.578367696015,5,367.5266854763031
5,350,3,0.0565967543932,-5.67151167093,5,367.88739347457886
5,350,4,0.0571659184878,-0.484155617587,5,307.922390460968
5,350,5,0.169666541927,0.0249408127609,5,276.46928358078003
5,350,6,0.0314472327993,-4.87540728962,5,350.9393312931061
5,350,7,0.0307913776337,-0.289559878349,5,425.51624751091003
5,350,8,0.0340378443897,-0.167304603228,5,410.60528540611267
5,350,9,0.0676942067571,-0.671899959336,5,349.9396767616272
5,350,10,0.210086508619,-0.534297013879,5,265.0773458480835
