Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
34,350,1,0.0189729577041,0.142662917964,34,2365.5052819252014
34,350,2,0.011041869696,-3.99159607314,33,2233.609915971756
34,350,3,6.61473046039e-05,0.0043373781526,34,4556.06809258461
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
34,350,1,0.00167737074744,-0.0476114296642,34,2674.6643183231354
34,350,2,0.00551394817297,-0.178815571014,34,3610.5876066684723
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
34,350,1,1.05463708807,-1.10646926987,34,3578.330405473709
34,350,2,0.0011325387495,-0.0433667069089,33,3498.650848865509
34,350,3,0.00104037515553,-0.0363253341108,34,3349.6510803699493
34,350,4,0.0020495816296,0.373582130628,34,5557.949278116226
34,350,5,0.0393404199049,-0.402093915054,34,1992.0102486610413
34,350,6,0.00543098288303,0.264775521545,34,3008.070381641388
34,350,7,0.00532999011542,0.0770601958374,31,3645.683488845825
34,350,8,0.0118852803604,-0.850667686883,32,2401.4034628868103
34,350,9,0.0110572502962,1.46075949144,32,2895.894828081131
34,350,10,0.00331479420123,-0.147313576183,33,4300.230458021164
