x0,x1,x2,x3,x4,"f(x,y)","f*(x,y)"
1250.0,8.4,0.0508,39.6,0.00566229,131.205,123.51
4000.0,0.0,0.0508,55.5,0.00076193,134.946,118.665
400.0,12.3,0.1016,31.7,0.0418756,123.207,125.587
3150.0,6.7,0.1016,71.3,0.00478288,124.458,123.566
800.0,15.4,0.0508,39.6,0.0282593,128.423,124.915
2500.0,4.8,0.0254,31.7,0.000930789,132.588,119.083
800.0,3.3,0.1016,39.6,0.00245138,129.991,124.457
250.0,12.6,0.1524,39.6,0.0584113,115.89,126.203
800.0,9.5,0.0254,39.6,0.00449821,129.014,124.65
800.0,4.8,0.0254,39.6,0.000907475,120.766,124.454
1600.0,9.9,0.1524,31.7,0.0252785,117.119,121.633
2500.0,4.8,0.0254,39.6,0.000907475,131.236,120.238
4000.0,22.2,0.0254,39.6,0.0229028,119.646,117.241
1250.0,4.8,0.0254,31.7,0.000930789,127.408,122.183
800.0,0.0,0.0508,31.7,0.000812164,122.79,123.121
8000.0,0.0,0.1524,71.3,0.0015988,122.527,114.822
1250.0,9.9,0.1524,55.5,0.0208438,121.635,125.982
1600.0,0.0,0.3048,39.6,0.00310138,124.049,122.509
500.0,12.6,0.1524,39.6,0.0584113,114.9,125.555
250.0,12.7,0.0254,71.3,0.0121808,119.698,125.849
4000.0,9.5,0.0254,39.6,0.00449821,127.864,116.714
12500.0,0.0,0.0254,39.6,0.000428464,129.116,98.1423
10000.0,3.3,0.1016,55.5,0.002211,115.659,104.2
6300.0,5.4,0.1524,71.3,0.00401199,116.411,117.732
8000.0,12.7,0.0254,39.6,0.0130253,120.607,106.926
4000.0,8.4,0.0508,55.5,0.00544854,122.612,119.014
4000.0,0.0,0.1016,71.3,0.00121072,130.935,121.018
1600.0,3.3,0.1016,31.7,0.00251435,133.402,121.317
8000.0,12.7,0.0254,71.3,0.0121808,120.538,116.932
1250.0,0.0,0.0508,39.6,0.000791822,129.148,123.16
500.0,7.3,0.2286,71.3,0.0104404,136.798,127.368
250.0,12.7,0.0254,39.6,0.0130253,121.547,126.2
8000.0,0.0,0.0508,39.6,0.000791822,128.518,106.419
800.0,15.6,0.1016,39.6,0.0528487,118.964,124.963
2500.0,4.0,0.3048,71.3,0.00497773,123.775,125.078
1250.0,4.0,0.2286,55.5,0.0042862,131.264,125.803
5000.0,0.0,0.1016,55.5,0.00131983,128.36,116.228
3150.0,12.3,0.1016,31.7,0.0418756,110.307,117.843
630.0,9.5,0.0254,71.3,0.00420654,125.726,126.846
630.0,9.5,0.0254,39.6,0.00449821,126.514,124.896
315.0,12.3,0.1016,31.7,0.0418756,124.717,125.991
630.0,12.3,0.1016,55.5,0.0368233,124.244,127.15
10000.0,0.0,0.0254,55.5,0.00041229,134.563,103.764
2500.0,4.8,0.0254,55.5,0.000873218,129.144,122.563
4000.0,4.8,0.0254,71.3,0.000848633,134.928,121.455
2500.0,9.5,0.0254,39.6,0.00449821,131.234,120.434
4000.0,12.3,0.1016,39.6,0.0408268,110.905,116.891
1000.0,15.4,0.0508,39.6,0.0282593,127.893,124.419
1600.0,7.3,0.2286,31.7,0.0132672,119.039,121.591
500.0,0.0,0.3048,39.6,0.00310138,126.959,123.703
5000.0,3.0,0.3048,71.3,0.00425727,118.134,120.229
200.0,8.9,0.1016,71.3,0.0103088,133.503,126.103
2000.0,0.0,0.1524,39.6,0.00193287,129.633,121.386
2500.0,19.7,0.0508,39.6,0.036484,116.184,120.877
800.0,11.2,0.0508,39.6,0.0150478,133.79,124.741
2000.0,5.4,0.1524,71.3,0.00401199,131.111,126.247
500.0,4.0,0.2286,55.5,0.0042862,127.314,126.328
400.0,12.3,0.1016,55.5,0.0368233,136.414,125.312
1000.0,0.0,0.2286,31.7,0.0027238,130.595,122.776
4000.0,0.0,0.0508,71.3,0.000740478,134.43,120.975
3150.0,7.3,0.2286,71.3,0.0104404,120.458,124.068
500.0,0.0,0.1524,31.7,0.00209405,121.617,118.94
2000.0,17.4,0.0254,55.5,0.0165706,125.261,124.327
200.0,15.4,0.0508,71.3,0.0264269,123.595,126.069
16000.0,0.0,0.0254,55.5,0.00041229,125.683,102.086
10000.0,0.0,0.3048,71.3,0.00266337,115.391,113.414
800.0,17.4,0.0254,55.5,0.0165706,123.091,127.303
4000.0,0.0,0.3048,71.3,0.00266337,123.061,121.587
800.0,12.6,0.1524,39.6,0.0584113,116.56,124.88
4000.0,15.6,0.1016,71.3,0.0437259,113.298,123.409
200.0,9.9,0.1524,39.6,0.0233328,127.315,125.795
1000.0,17.4,0.0254,31.7,0.0176631,131.796,123.327
3150.0,0.0,0.0508,55.5,0.00076193,134.826,120.773
4000.0,0.0,0.2286,39.6,0.00253511,123.465,116.491
5000.0,0.0,0.1524,55.5,0.00172668,125.203,116.271
1000.0,12.3,0.1016,31.7,0.0418756,119.777,123.176
5000.0,2.0,0.2286,71.3,0.00293031,122.816,119.824
5000.0,22.2,0.0254,39.6,0.0229028,118.816,114.761
400.0,9.9,0.1524,39.6,0.0233328,128.345,125.506
4000.0,4.0,0.2286,71.3,0.00400603,121.728,121.981
800.0,7.3,0.2286,39.6,0.0123481,126.299,124.731
630.0,15.4,0.0508,31.7,0.0289853,124.685,123.393
5000.0,4.2,0.0508,39.6,0.00152689,129.777,114.035
1250.0,6.7,0.1016,55.5,0.0052139,136.883,125.807
250.0,12.3,0.1016,31.7,0.0418756,125.857,126.104
250.0,15.4,0.0508,55.5,0.0271925,124.17,126.013
1000.0,11.2,0.0508,71.3,0.014072,136.941,128.881
1000.0,6.7,0.1016,31.7,0.00592927,131.636,122.947
6300.0,12.7,0.0254,71.3,0.0121808,125.398,118.671
10000.0,0.0,0.1524,71.3,0.0015988,120.247,112.776
2000.0,5.3,0.2286,71.3,0.0051942,125.89,126.308
4000.0,3.0,0.3048,39.6,0.00495741,116.792,116.681
2000.0,15.4,0.0508,31.7,0.0289853,120.835,120.783
1600.0,0.0,0.0508,55.5,0.00076193,128.576,124.617
800.0,1.5,0.3048,71.3,0.00336729,127.122,126.197
1600.0,0.0,0.1016,71.3,0.00121072,131.725,126.97
1250.0,3.0,0.3048,55.5,0.00452492,127.329,125.827
3150.0,0.0,0.3048,39.6,0.00310138,120.319,118.664
400.0,8.4,0.0508,55.5,0.00544854,121.582,125.34
2500.0,3.0,0.3048,31.7,0.00529514,119.598,119.246
1600.0,6.7,0.1016,55.5,0.0052139,133.653,124.939
630.0,12.6,0.1524,39.6,0.0584113,116.55,124.699
1250.0,7.3,0.2286,31.7,0.0132672,120.509,122.459
1250.0,5.4,0.1524,39.6,0.00485029,127.117,123.471
250.0,7.3,0.2286,71.3,0.0104404,139.918,125.863
16000.0,0.0,0.1524,55.5,0.00172668,112.803,102.428
200.0,7.3,0.2286,31.7,0.0132672,128.679,125.534
2500.0,3.0,0.3048,39.6,0.00495741,120.162,120.401
6300.0,0.0,0.0508,71.3,0.000740478,133.04,116.542
2500.0,5.4,0.1524,71.3,0.00401199,127.591,125.007
2000.0,4.8,0.0254,71.3,0.000848633,128.398,126.114
8000.0,4.0,0.2286,71.3,0.00400603,112.848,115.974
4000.0,4.8,0.0254,55.5,0.000873218,133.924,118.843
6300.0,12.6,0.1524,71.3,0.0483159,107.284,119.16
2000.0,2.0,0.2286,39.6,0.00346574,122.797,121.535
500.0,4.0,0.2286,71.3,0.00400603,126.758,127.344
400.0,2.0,0.2286,39.6,0.00346574,122.147,125.546
315.0,4.0,0.3048,71.3,0.00497773,128.175,125.567
800.0,0.0,0.2286,55.5,0.00229336,127.53,126.753
315.0,12.3,0.1016,39.6,0.0408268,129.415,125.9
5000.0,0.0,0.2286,71.3,0.00214345,124.304,119.504
10000.0,0.0,0.1016,39.6,0.00146332,119.561,101.503
