x,y,"f(x,y)","f*(x,y)"
3.24,3.56,1.98481981426,1.9778
4.6,-0.92,1.41515441858,1.46754
4.92,-0.44,1.03442316564,1.19391
-3.24,1.88,1.91688907451,1.93479
-3.08,3.48,1.98223776319,1.97708
-4.12,2.6,1.97512697102,1.97299
0.84,0.6,0.44711679327,0.546898
-0.84,3.4,1.32495833339,1.42279
3.32,1.24,1.6945900216,1.7326
2.6,-3.56,1.97239827197,1.97353
0.52,3.72,1.06293965309,1.305
-3.72,4.12,1.99134658129,2.00307
2.2,-3.48,1.95228711836,1.96822
0.68,1.64,1.05470196576,1.10457
1.08,4.2,1.57315561047,1.61029
2.92,2.44,1.95899304987,1.95981
-2.92,2.2,1.94549073873,1.94798
-1.88,1.96,1.86242164601,1.9057
-0.6,-2.2,1.0737902453,1.03188
3.4,-1.72,1.89003074532,1.88384
3.08,-1.08,1.56536899374,1.62371
2.04,3.08,1.93442160481,1.94678
0.04,4.52,0.997612509699,1.38808
2.36,-1.32,1.72099731398,1.7866
-0.2,-1.88,0.927479356227,0.585416
-1.56,-3.16,1.84561231772,1.86546
-2.52,-4.36,1.97304343403,1.98875
-0.44,1.72,0.93358519961,0.980258
-3.96,0.92,1.41333283659,1.51458
-3.32,4.28,1.98886508318,1.99229
0.76,-4.28,1.24719099102,1.41933
4.44,0.84,1.3298193354,1.39483
-2.6,-4.12,1.97512697102,1.98976
-1.8,-4.92,1.9113215955,1.9298
4.52,-4.44,1.99504338617,2.02553
-2.04,-3.4,1.93798404345,1.95291
4.2,3.96,1.99274659627,1.99264
4.28,-3.96,1.99297877925,2.00849
3.48,4.92,1.99152404428,1.98973
-4.44,-1.64,1.87598501206,1.89574
2.44,1.32,1.72478902923,1.79644
-4.92,4.04,1.99455648582,2.04342
2.68,0.28,0.987092858823,0.841966
3.0,-0.6,1.10253577238,1.22833
-0.76,-3.0,1.23796707355,1.26457
-1.72,4.76,1.89551417346,1.94295
-0.36,-3.8,1.01174575162,1.06447
2.76,3.64,1.97739478201,1.97792
-0.04,-0.36,0.0165212716941,0.0781805
-1.4,1.8,1.70648201597,1.72325
4.12,0.12,0.996748667846,1.13594
0.36,-0.84,0.348904610641,0.50986
3.88,2.52,1.97141008511,1.97042
4.36,-3.24,1.98824751356,1.98427
1.64,-4.52,1.8761615253,1.87858
-2.28,-3.64,1.9586514307,1.96785
0.92,-1.56,1.27292445243,1.29614
-1.16,3.88,1.63981604287,1.66711
-1.24,0.52,0.770888156597,0.726516
1.4,-2.44,1.76601835948,1.77099
3.64,0.04,0.99433850379,1.01602
1.48,-2.52,1.80332542574,1.8107
0.2,3.24,0.992604606652,1.05248
2.28,3.0,1.95212036495,1.96517
4.04,-4.04,1.99252041785,2.01047
1.72,-2.68,1.87844215898,1.89882
-3.0,-2.04,1.93321648705,1.94779
-4.76,2.76,1.98111470082,1.98395
2.12,-3.72,1.94763458918,1.96742
-0.52,-3.88,1.06374142482,1.09976
0.12,-2.36,0.968977263866,0.944521
3.96,3.8,1.99117702364,1.98814
1.88,4.44,1.92331534851,1.95853
-1.0,-5.0,1.49840255591,1.49837
-0.12,0.2,0.00180476117673,0.100755
-1.08,-0.52,0.644493420585,0.672358
-3.16,-1.48,1.81759306095,1.84165
-4.52,-2.92,1.98404133746,2.01637
3.56,3.16,1.98388336995,1.9757
-1.96,1.56,1.79208133353,1.78318
-2.68,-4.6,1.97875541383,1.99959
-4.6,-2.76,1.98083040393,2.00357
-4.28,-0.68,1.17317918569,1.24251
-4.04,-2.12,1.94908956767,1.95799
3.8,2.04,1.94063864891,1.95878
4.84,2.12,1.95101037923,1.99219
-0.92,-4.84,1.41556387336,1.43731
-3.4,-0.2,0.994169878639,0.99086
-3.56,-1.8,1.90683797041,1.91751
-5.0,-4.2,1.99519916845,2.08808
-2.76,2.92,1.96949022597,1.9631
0.44,2.28,1.00044237564,0.802093
-0.28,1.16,0.650318051401,0.762734
-2.36,-4.68,1.96668971246,1.98129
1.32,-2.84,1.73708821456,1.73233
1.96,4.6,1.93431129967,1.97256
-0.68,-2.6,1.15473601033,1.16725
4.68,-1.0,1.49791976559,1.53153
3.16,-1.24,1.69282445209,1.73787
0.6,-1.96,1.0512706283,1.10641
-4.84,4.84,1.99636204098,2.05296
-3.8,1.4,1.78868373728,1.82604
1.0,-0.04,0.500002559993,0.540942
2.84,-0.12,0.985068164449,0.815559
4.76,1.0,1.4980558626,1.54387
0.28,-2.28,0.970424497602,1.01429
-3.48,0.36,1.00974647908,1.12121
1.8,2.68,1.89400916673,1.87857
2.52,0.44,1.01192997168,0.838676
1.24,0.76,0.952915929439,0.941323
-1.48,-3.32,1.81935863046,1.84008
1.56,-0.28,0.861650610267,0.859393
-2.44,-3.08,1.96157165793,1.97026
-4.2,2.36,1.96556655942,1.96275
-1.32,0.68,0.928377757273,0.937307
3.72,1.08,1.57116422837,1.56317
-3.64,4.68,1.99225570939,2.00618
-4.68,2.84,1.98278061305,1.98704
-2.84,-0.76,1.23502304295,1.28187
-3.88,-1.4,1.78906369953,1.8462
-2.12,4.36,1.95006970983,1.96735
1.16,1.48,1.4717313835,1.50691
-2.2,-1.16,1.60326839167,1.63256
-4.36,3.32,1.98907663875,2.00657
-1.64,-4.76,1.87660743819,1.88978
