Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,300,1,8.7170190179,0.597912802603,5,191.7216866016388
5,300,2,0.0415600778347,0.404311683034,5,127.3061408996582
5,300,3,0.0318653100273,0.329581796955,5,202.21487855911255
5,300,4,0.0397479194677,0.392052818322,5,139.911967754364
5,300,5,0.0900343913304,0.4837726388,5,152.23588299751282
5,300,6,0.0385129721423,0.348615514458,5,183.21165776252747
5,300,7,125.572887089,1.31684654453,5,233.95193672180176
5,300,8,1.33927839193,0.623857528052,5,160.16448879241943
5,300,9,3.14738210723,0.73111633209,5,153.82821369171143
5,300,10,0.0347351413332,0.314583900547,2,94.52034187316895
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,300,1,0.0342805427251,0.316572899231,5,109.96011281013489
5,300,2,1.98841727825,0.529468991334,5,164.51999306678772
5,300,3,9.73742332808,0.714499180498,5,168.91525268554688
5,300,4,1.06301822635,0.562635243145,5,159.17009711265564
5,300,5,0.0403240989458,0.392601631251,5,156.01540803909302
5,300,6,162.836821761,1.76990771468,5,185.91680455207825
5,300,7,0.0336877532538,0.308109893258,5,147.61421728134155
5,300,8,522.792067661,3.52607806118,5,186.8185977935791
5,300,9,1018.32712691,2.60892785028,5,176.0487883090973
5,300,10,0.0357991130526,0.315316004449,5,92.032146692276
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,300,1,41.3127469465,1.10352828709,5,218.11878895759583
5,300,2,1.87085560398,0.698419409701,5,171.00520610809326
5,300,3,0.0405924664387,0.394103820648,5,117.57226181030273
5,300,4,30.2489619235,1.62354553323,5,275.26636719703674
5,300,5,1.24893012463,0.674051696036,5,196.1378357410431
5,300,6,23.6721532385,1.28716651692,5,196.68914580345154
5,300,7,0.431791911498,0.538726318145,5,200.78354477882385
5,300,8,0.0357833394153,0.311398088193,5,143.15588521957397
5,300,9,0.0475576302013,0.425058134233,5,135.29237627983093
5,300,10,0.0359540250321,0.368511326538,5,197.39380073547363
