Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
17,4800,1,0.0327168703975,0.330571801885,16,2794.6062684059143
17,4800,2,0.0167818860119,0.22229245101,16,4479.858600616455
17,4800,3,0.00552049890429,0.133947610799,17,10169.642052173615
17,4800,4,0.0102526205265,0.182757147555,16,10988.628548622131
17,4800,5,0.0343731691691,0.325619375467,16,3724.233334302902
17,4800,6,0.0322905076897,0.325288365939,16,3326.6939101219177
17,4800,7,0.0330687601791,0.33244949186,17,2916.643085718155
17,4800,8,0.0257594696284,0.264939854423,17,3576.65140914917
17,4800,9,0.0679244873033,0.483439773906,17,2357.0954201221466
17,4800,10,0.0289542963053,0.289761297182,17,5372.0159611701965
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
17,4800,1,0.0337925963821,0.336817948736,17,2937.5771856307983
17,4800,2,0.020908877672,0.243211839063,15,4585.35561299324
17,4800,3,0.033915675807,0.331741473226,17,2800.6807100772858
17,4800,4,0.033350735418,0.343267173919,17,3496.006338596344
17,4800,5,0.0440465389224,0.343856544166,17,5036.783693790436
17,4800,6,0.0325257335133,0.326772686935,16,2734.0929918289185
17,4800,7,0.0313224199443,0.318530305758,16,3710.243109226227
17,4800,8,0.06865791965,0.485399633399,17,2570.3367602825165
17,4800,9,0.0311697494186,0.322699691094,17,2443.7711052894592
17,4800,10,0.0356407514209,0.335507750667,17,2633.1680574417114
