Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,300,1,0.0396812025293,0.393913970058,5,105.73349523544312
5,300,2,0.0389498903767,0.366792071975,5,137.27496647834778
5,300,3,0.0383782859108,0.377546258841,5,99.96178817749023
5,300,4,0.0375889950757,0.387439341972,5,144.30157923698425
5,300,5,0.0348483581143,0.343526580448,5,90.48649024963379
5,300,6,0.0378359685171,0.369813519622,5,97.25989699363708
5,300,7,0.0393127751104,0.379856559794,5,94.90725064277649
5,300,8,0.0359844123981,0.354251784066,5,146.2387535572052
5,300,9,0.0427924319547,0.415702674452,5,92.07211112976074
5,300,10,0.0410349522709,0.403839226136,5,88.64994096755981
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,300,1,0.0396909661021,0.377262365149,5,117.0018424987793
5,300,2,0.0436987743752,0.412341994948,5,115.66300654411316
5,300,3,0.0406778766763,0.390467994274,5,111.34693098068237
5,300,4,0.0406414551626,0.385768316036,5,93.99860715866089
5,300,5,0.0395751202733,0.393008108483,4,113.25234293937683
5,300,6,0.0532308783958,0.438997527372,5,109.11539912223816
5,300,7,0.0312190053939,0.313288188967,5,172.26066374778748
5,300,8,0.0378091461497,0.347689774492,5,119.45734095573425
5,300,9,0.0417996343674,0.407151837399,5,96.06881189346313
5,300,10,0.0412804589004,0.401916005814,5,111.36371684074402
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,300,1,0.0398673493347,0.381492562689,5,119.40710091590881
5,300,2,0.0388662341629,0.37227261635,5,101.30258250236511
5,300,3,0.0431853814024,0.431581312048,3,80.9723117351532
5,300,4,0.0422937317587,0.397877474139,5,104.87857460975647
5,300,5,0.0382436192305,0.377847281008,5,96.36145520210266
5,300,6,0.0420459892341,0.413792577882,5,89.93841910362244
5,300,7,0.0393457011377,0.381631308248,5,118.21812677383423
5,300,8,0.0405461223619,0.393108995005,5,131.993994474411
5,300,9,0.0401468546638,0.383055152957,5,115.29947304725647
5,300,10,0.0247546921179,0.262417524148,5,125.68508410453796
