Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,28,1,0.000158190299877,0.0118222943802,5,50.519919633865356
5,28,2,7.31140274389e-05,0.0105232005422,5,39.70479679107666
5,28,3,0.00158605632811,0.101114323994,5,38.42251992225647
5,28,4,2.75804253586e-05,0.00450649110739,5,62.29591250419617
5,28,5,0.00176321991162,0.0686891616029,5,44.67596983909607
5,28,6,0.00184023598692,0.0754323941348,5,52.03872227668762
5,28,7,0.00219590730095,0.0769459743883,5,48.374552488327026
5,28,8,0.00290945039988,0.0304787894061,5,48.658772468566895
5,28,9,0.000780484060484,0.0164615204379,5,44.61950182914734
5,28,10,0.000164678170847,nan,5,39.86672830581665
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,28,1,0.000133898858068,0.00762666270292,5,41.27271389961243
5,28,2,7.64319668492e-05,0.00852450471162,5,51.8274610042572
5,28,3,0.000144871953352,nan,5,43.066532611846924
5,28,4,0.00156813677587,0.0856265811021,5,46.29852604866028
5,28,5,8.10996179061e-05,nan,5,54.467339277267456
5,28,6,0.00108376713474,inf,5,51.81317591667175
5,28,7,0.000976273912151,0.0178256401329,5,48.70144319534302
5,28,8,0.00146789026925,0.0817073688164,5,45.97957754135132
5,28,9,0.000899383658897,nan,5,48.28820061683655
5,28,10,0.000126322915148,nan,5,40.919432163238525
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,28,1,nan,nan,5,51.174442291259766
5,28,2,0.0012997003455,0.0863367691198,5,54.22880959510803
5,28,3,nan,nan,5,52.86322808265686
5,28,4,0.000762778313563,0.0443742759224,5,43.40949273109436
5,28,5,0.00145599472844,0.0610515696151,5,40.90801954269409
5,28,6,0.00170332730103,0.0994368293904,5,43.51389813423157
5,28,7,0.000845052034467,0.0465619743903,5,43.832504987716675
5,28,8,0.00208611856741,0.103152200974,5,39.684797525405884
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,28,1,0.0015269475398,nan,5,40.66452383995056
5,28,2,0.00148280642135,0.079773612466,5,47.212103605270386
5,28,3,nan,nan,5,48.5530366897583
5,28,4,0.00107943309898,0.0564244118544,5,46.53050231933594
5,28,5,0.00381620956302,0.0377288469968,5,42.199108600616455
5,28,6,0.000194331456656,nan,5,51.804893493652344
5,28,7,0.000839716870026,nan,5,45.466073513031006
5,28,8,0.00167968861774,nan,5,38.17982769012451
5,28,9,0.000115677491285,0.00736648643829,5,47.24711561203003
5,28,10,0.00105285269233,0.0913552936698,5,48.14958477020264
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,28,1,0.00193500242988,0.083321896266,4,39.10806727409363
5,28,2,0.00185614395296,0.101066590378,5,37.71098613739014
5,28,3,nan,inf,5,68.05151343345642
5,28,4,nan,inf,5,51.601157903671265
5,28,5,0.000118390309486,0.0110735569916,5,41.932605504989624
5,28,6,0.000133672722176,0.0114460818826,5,44.53921842575073
5,28,7,9.79451140252e-05,0.0145190839743,5,50.75129961967468
5,28,8,nan,inf,5,50.3168568611145
5,28,9,6.5891398468e-05,0.00953085687207,5,46.22114419937134
5,28,10,0.00111535669486,0.0862009014783,5,40.806368350982666
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,28,1,0.000115788240344,0.00996440601483,5,42.87813639640808
5,28,2,0.00198651765927,0.100198630846,5,47.269535779953
5,28,3,0.00197408138124,0.0944874445747,5,58.091164350509644
5,28,4,0.00160232867359,0.0778062947748,5,46.51008057594299
5,28,5,0.00129696300967,0.082753986069,5,42.51815128326416
5,28,6,0.0013638751227,0.0606520477654,5,53.37491750717163
5,28,7,0.0013544838823,0.0511889653382,5,49.9294536113739
5,28,8,0.000215668859502,inf,5,44.28693628311157
5,28,9,0.00169509757858,0.0241188526791,5,48.66577363014221
5,28,10,0.000722220055524,0.0162191079102,5,44.90609002113342
