Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
10,28,1,0.000716326618979,0.0515753131289,10,124.02276396751404
10,28,2,2.53657090961e-06,0.00119640375083,10,110.32274794578552
10,28,3,5.52690979482e-06,0.00509297577671,10,86.15322661399841
10,28,4,3.14835689853e-05,0.00422578726388,10,95.3111047744751
10,28,5,1.62718357165e-05,0.00478325538897,10,78.22802662849426
10,28,6,nan,nan,10,74.1632809638977
10,28,7,nan,nan,10,59.80492305755615
10,28,8,6.42206548327e-05,0.010074470765,10,96.02560329437256
10,28,9,0.00023851105117,0.0458783662005,10,76.17529964447021
10,28,10,2.47327955253e-05,0.00212367326157,10,60.78541874885559
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
10,28,1,7.2433301886e-06,0.00140762380766,10,66.34043192863464
10,28,2,7.74628532956e-06,0.00295030781443,10,134.59906101226807
10,28,3,3.63059389557e-06,0.00135830065595,10,72.56291794776917
10,28,4,7.07213993811e-05,0.0045731881183,10,138.87260627746582
10,28,5,5.85930949783e-05,0.00974699979617,10,100.85331773757935
10,28,6,4.94678431289e-05,0.00587322874025,10,88.17902088165283
10,28,7,0.000369973946188,0.0537322900661,10,70.72337484359741
10,28,8,7.20069208667e-05,0.00888035785086,10,64.36348628997803
10,28,9,1.04092915476e-05,0.0108344463073,10,97.76829361915588
10,28,10,7.49086125689e-06,0.0010807888073,10,77.6928141117096
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
10,28,1,1.59074964108e-05,0.00416351521163,10,68.9452555179596
10,28,2,0.000309066547694,0.0160247806092,10,108.26546883583069
10,28,3,1.37181438961e-05,0.00978793520843,10,98.49144577980042
10,28,4,2.20397162761e-05,0.00418626444171,10,76.51368474960327
10,28,5,7.87233295768e-06,0.00146638743629,10,85.26262712478638
10,28,6,5.38162070567e-05,0.00453367514241,10,70.53170800209045
10,28,7,4.95920728774e-05,0.0197443718732,10,77.20748472213745
10,28,8,8.05424912639e-05,0.013076254904,10,70.34559535980225
10,28,9,7.78580603425e-05,0.0116616087342,10,91.7135238647461
10,28,10,3.47471288276e-05,0.00521413273103,10,74.3408842086792
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
10,28,1,0.000361610280549,0.0278233450696,10,99.56639266014099
10,28,2,5.06599746306e-05,0.0412020853903,10,92.74725103378296
10,28,3,1.66913148634e-05,0.0023603328289,10,146.59702897071838
10,28,4,9.58671547965e-06,0.00412096099492,10,86.228755235672
10,28,5,3.83020955781e-05,0.0229194529639,10,93.10876035690308
10,28,6,1.53454242793e-05,0.00644903092126,8,72.14992761611938
10,28,7,3.96489618327e-06,0.003906124558,10,86.10082602500916
10,28,8,4.89853672116e-06,0.00154396616008,10,78.29137206077576
10,28,9,0.000508028146874,0.026223784742,10,84.19257164001465
10,28,10,1.18349274417e-05,0.00365177776597,10,70.36849689483643
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
10,28,1,1.30113229651e-05,0.00317355903744,10,57.253591775894165
10,28,2,6.3100979784e-06,0.00143794379314,10,62.581992626190186
10,28,3,0.000309030893991,0.0573472937431,10,78.90306353569031
10,28,4,2.15207016142e-05,0.0106219717227,10,70.76787233352661
10,28,5,2.09805919526e-05,0.00195196676136,10,76.16872715950012
10,28,6,8.42663178646e-06,0.00559861034901,10,76.48801040649414
10,28,7,0.000170056683383,0.00847868825221,10,94.12278485298157
10,28,8,9.36133665144e-06,0.0021867732022,10,169.71695685386658
10,28,9,9.61325344795e-06,0.00512434250996,10,79.80758261680603
10,28,10,1.85331359698e-06,0.000750896838596,10,106.102219581604
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
10,28,1,0.000104303323751,0.00566330097927,10,101.41993618011475
10,28,2,5.76533763756e-06,0.0033268061355,10,63.81562256813049
10,28,3,9.4140231439e-05,0.290576898752,10,124.80266666412354
10,28,4,0.000764965992054,0.0348342961038,10,60.079378604888916
10,28,5,5.62808526986e-06,0.00127257776109,10,76.19645166397095
10,28,6,1.37685449927e-05,0.00160232868837,10,70.64089775085449
10,28,7,0.000216994043877,0.0211509561871,10,76.5920832157135
10,28,8,0.000153683317699,0.0366448422079,10,76.8750810623169
10,28,9,4.02286390902e-06,0.00220865466613,10,86.94819855690002
10,28,10,5.11697663259e-05,0.00936767295674,10,73.63158011436462
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
10,28,1,1.14819171641e-06,0.000782357461906,10,82.87841701507568
10,28,2,1.35572163005e-05,0.00523652666234,10,79.24774527549744
10,28,3,0.000190438719908,0.0845883115464,10,77.37015438079834
10,28,4,0.000337084163601,0.00930148649928,10,105.81421136856079
10,28,5,6.41835970382e-06,0.000966739713423,10,118.60522174835205
10,28,6,0.000341606816596,0.0153610140309,10,68.09874057769775
10,28,7,0.000593915318825,0.0292423481772,10,75.57016611099243
10,28,8,9.82761288018e-06,0.00182619606349,10,78.55689001083374
10,28,9,3.63932359237e-06,0.00116280537133,10,63.54300808906555
10,28,10,1.57141689982e-05,0.00194381193938,10,70.47864317893982
