Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
10,300,1,0.0137578978864,0.189417523658,9,213.15761160850525
10,300,2,0.0135615592221,0.194989086893,10,377.91566228866577
10,300,3,0.0269445620388,0.26853286446,10,282.2852885723114
10,300,4,0.0331846779903,0.328840935545,10,141.03886485099792
10,300,5,0.0328481483592,0.324348779078,10,142.6789197921753
10,300,6,0.0337047720336,0.330007000518,10,162.01154708862305
10,300,7,0.0405254530749,0.381174249225,10,100.12563896179199
10,300,8,0.0121247700599,0.183444949311,10,287.68348145484924
10,300,9,0.0327844891518,0.325373201097,10,140.84082436561584
10,300,10,0.0363321147115,0.340039295214,10,126.18326306343079
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
10,300,1,0.0389935682827,0.386139973374,10,131.4451127052307
10,300,2,0.0382161871474,0.378593897872,10,118.91017818450928
10,300,3,0.0326361061068,0.324010529902,9,127.61152005195618
10,300,4,0.0408948646872,0.385783533832,10,105.06885695457458
10,300,5,0.0328708562335,0.319295785594,10,146.57972836494446
10,300,6,0.0279798897929,0.278522199862,10,335.2236475944519
10,300,7,0.0327956903625,0.334230111811,10,158.74255990982056
10,300,8,0.0401459300639,0.395566776911,10,219.2431287765503
10,300,9,0.03203861571,0.316514048915,10,146.61588191986084
10,300,10,0.0335651631004,0.326660459699,10,212.47416305541992
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
10,300,1,0.0410836722938,0.387085778609,10,142.31670427322388
10,300,2,0.0395101484612,0.383791257866,10,142.2844431400299
10,300,3,0.0391829677163,0.383382536619,10,110.76023149490356
10,300,4,0.035220772916,0.326094150794,10,132.5670621395111
10,300,5,0.0397625979982,0.375530290642,10,131.55007457733154
10,300,6,0.0256108808403,0.272056675913,9,343.5818567276001
10,300,7,0.0404100987376,0.38583795657,10,119.60897326469421
10,300,8,0.032607765288,0.337044953234,10,188.95684671401978
10,300,9,0.0487037875291,0.398065804177,10,118.70594429969788
10,300,10,0.0359908481826,0.330279046345,10,113.44789624214172
