Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,4800,1,0.0407394982874,0.384142893973,5,1261.131460905075
5,4800,2,0.0405807639479,0.393054228535,5,1474.351404428482
5,4800,3,0.0413831944104,0.397821851586,5,1466.4002215862274
5,4800,4,0.0420990517111,0.390581494124,5,1292.7608597278595
5,4800,5,0.0356640904771,0.325340035846,5,2043.4336490631104
5,4800,6,0.0383744465826,0.382638658219,5,1448.4893682003021
5,4800,7,0.0403075827323,0.388939427276,5,1408.9226019382477
5,4800,8,0.0403733122947,0.390461300524,5,1279.260668039322
5,4800,9,0.0414317149112,0.401772204625,5,1220.3885357379913
5,4800,10,0.0419718647152,0.386167070999,5,1291.554437637329
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,4800,1,0.0425214870599,0.39702181879,5,1368.130623102188
5,4800,2,0.0341723536102,0.331848368996,5,1827.3838074207306
5,4800,3,0.0368976737051,0.373330004371,5,1162.0360357761383
5,4800,4,0.0389275755972,0.38345266361,5,1203.5539033412933
5,4800,5,0.042762575515,0.388885878908,5,1404.6159896850586
5,4800,6,0.0411626152031,0.396642582375,5,1434.0966775417328
5,4800,7,0.0344368151154,0.335955330887,5,1836.136318206787
5,4800,8,0.0394662304856,0.385001036795,5,1173.6728990077972
5,4800,9,0.0256484756524,0.267479025157,5,2225.813839673996
5,4800,10,0.0412215249244,0.391691263584,5,1274.1408486366272
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,4800,1,0.0325801430034,0.322510969632,5,1208.1473879814148
5,4800,2,0.0397209661159,0.383423034414,2,1192.033622264862
5,4800,3,0.0395182307567,0.388464150325,5,1165.4964485168457
5,4800,4,0.0391109329316,0.382924628693,5,1706.1418051719666
5,4800,5,0.0399290343332,0.40399966383,5,1290.8014504909515
5,4800,6,0.0402788605027,0.390021515193,5,1318.8622102737427
5,4800,7,0.0522747454802,0.429336541135,5,1510.7908418178558
5,4800,8,0.0387521880048,0.393349559418,5,1995.1321387290955
5,4800,9,0.0407364552999,0.399605257578,5,1367.521579027176
5,4800,10,0.0399626617527,0.396677669221,5,1313.607046365738
