Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
34,28,1,1.96169499008e-06,0.000803616774106,33,421.7654721736908
34,28,2,4.09241787302e-05,0.00524073284569,34,484.0012550354004
34,28,3,6.44865823124e-05,0.0120080932642,34,414.64468717575073
34,28,4,6.1994907711e-05,0.00312214162514,33,550.0361104011536
34,28,5,7.8044164257e-07,0.000383368651395,32,369.2718458175659
34,28,6,2.63704384185e-06,0.00144829473476,34,590.3135843276978
34,28,7,1.02699161695e-06,0.00166992678918,34,309.8461697101593
34,28,8,1.14008606227e-05,0.000873543937255,34,407.6374776363373
34,28,9,1.68020469572e-05,0.00349071867106,34,511.5080895423889
34,28,10,5.333487181e-07,0.00114964663703,33,287.2768564224243
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
34,28,1,1.37139091614e-07,0.000229171176161,34,424.73840403556824
34,28,2,5.28124351704e-05,0.0873281666337,34,406.20960879325867
34,28,3,3.66430844328e-06,0.00117774770864,34,449.3344888687134
34,28,4,0.000192781339352,0.00378415899582,34,321.3959722518921
34,28,5,5.09649193728e-08,0.00025456229583,34,317.3127589225769
34,28,6,3.20205443114e-06,0.00276574680281,33,369.83781027793884
34,28,7,9.75598535768e-05,0.00588788328298,32,422.4482514858246
34,28,8,4.00369205648e-07,0.00119446680561,34,542.6299266815186
34,28,9,8.51768102698e-06,0.000661609633183,34,393.5998201370239
34,28,10,0.000134899771527,0.017552788201,34,461.35751843452454
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
34,28,1,8.65818467553e-06,0.00800084663412,33,366.909441947937
34,28,2,1.96098858872e-06,0.00169555802428,33,488.007287979126
34,28,3,1.59487901245e-07,0.000249114941064,34,406.17367911338806
34,28,4,1.85929815727e-07,0.000193092116698,34,341.0268647670746
34,28,5,8.15914059553e-07,0.00133792030577,34,921.5144994258881
34,28,6,1.04914598106e-05,0.00787890368221,34,484.8003225326538
34,28,7,0.00754647599678,0.0634743701099,33,528.4758021831512
34,28,8,2.98603096726e-07,0.000392079742253,33,580.5741291046143
34,28,9,1.52916007865e-05,0.00145607515746,33,457.7879762649536
34,28,10,5.4988743507e-06,0.00461452393019,34,398.92007207870483
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
34,28,1,1.8021972369e-06,0.00281639040425,34,694.6022834777832
34,28,2,3.69448539138e-07,0.00184231482556,34,347.8938660621643
34,28,3,8.54425638098e-05,0.0027645923848,34,484.1201798915863
34,28,4,1.78613260854e-05,0.00115643279927,34,422.72078251838684
34,28,5,0.0121122347634,0.0134864010524,34,325.28555393218994
34,28,6,0.00364546241036,0.00688085639387,34,279.47172832489014
34,28,7,5.65091796632e-07,0.000743498153542,34,429.97211837768555
34,28,8,1.53173163811e-07,0.00012485599783,34,456.33641743659973
34,28,9,6.02726004407e-06,0.00108512915868,34,312.9652750492096
34,28,10,8.68005453701e-06,0.00925721927481,34,301.18096017837524
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
34,28,1,0.000137738952131,0.00362722994666,33,662.258419752121
34,28,2,9.74750462941e-06,0.00428903248259,34,650.2904679775238
34,28,3,6.9588386341e-06,0.00251806032284,34,706.5467705726624
34,28,4,0.000192934024144,0.00372963571315,33,463.9374301433563
34,28,5,3.26102444491e-06,0.00251231421409,33,397.3657569885254
34,28,6,9.06881000475e-07,0.000866008017114,34,369.2343280315399
34,28,7,7.60825583906e-07,0.00135770414674,33,380.42354249954224
34,28,8,0.000184100488009,0.01173864911,34,433.95592761039734
34,28,9,8.13547857937e-05,0.00156184797533,34,555.9235458374023
34,28,10,5.35123076191e-06,0.00203140259082,33,502.44899344444275
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
34,28,1,8.06956983861e-08,0.000336545697137,34,646.0255646705627
34,28,2,2.53405593512e-07,0.000121820338261,34,427.7319760322571
34,28,3,4.82392688715e-06,0.00266605507985,33,477.2279450893402
34,28,4,0.000706148507101,0.00543646406587,33,668.9456648826599
34,28,5,2.18618458691e-06,0.00032264061299,34,337.04486560821533
34,28,6,0.000200063621045,0.00341261796727,34,462.0799243450165
34,28,7,0.000130306949364,0.0113685487335,34,659.7279386520386
34,28,8,2.39873913555e-06,0.0026049606318,34,354.0189654827118
34,28,9,2.04516497315e-05,0.000985602855975,34,382.8982877731323
34,28,10,6.73828833696e-07,0.000308364202564,33,400.8129782676697
