Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
34,1200,1,0.0548168025302,0.401996762993,34,3875.9491069316864
34,1200,2,0.0160573938568,0.212482445867,34,5882.110966205597
34,1200,3,0.0446534169582,0.354705078522,31,1812.322818517685
34,1200,4,0.0221856601817,0.300630719458,34,5759.45045375824
34,1200,5,0.0195922386918,0.227996759916,28,2063.632886648178
34,1200,6,0.0335867018131,0.340330081893,34,1408.0470433235168
34,1200,7,0.0410351010241,0.349665372229,34,1928.6413979530334
34,1200,8,0.0173068280369,0.214098123514,33,3274.401884317398
34,1200,9,0.0312892953253,0.332222146515,34,1337.3326315879822
34,1200,10,0.0207671293984,0.245317248957,34,2064.241755247116
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
34,1200,1,0.0325355511941,0.320121710342,33,1791.2942538261414
34,1200,2,0.0311045859206,0.311991316556,32,1641.7098624706268
34,1200,3,0.0109736224785,0.15294396497,34,2916.256434202194
34,1200,4,0.0248843458172,0.2527123289,33,3015.8702850341797
34,1200,5,0.0373501838854,0.302003398509,34,3107.288967370987
34,1200,6,0.0117562702792,0.179143735074,34,5517.497928142548
34,1200,7,0.0322049619259,0.33318405998,20,3231.010570526123
34,1200,8,0.0339722062931,0.321056925706,33,1659.011076450348
34,1200,9,0.0333581875906,0.320260214437,34,995.5879690647125
34,1200,10,0.0159856010358,0.208251742579,31,3982.3504588603973
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
34,1200,1,0.0214760099982,0.228746508807,34,4032.9513030052185
34,1200,2,0.034993257419,0.288563213541,31,2390.6429460048676
34,1200,3,0.0462870853045,0.363173329354,33,2048.715681552887
34,1200,4,0.00730498300359,0.172138295817,33,5597.549632549286
34,1200,5,0.0282079548804,0.275631188594,30,3007.0078859329224
34,1200,6,0.0261170506677,0.271358242492,31,1802.3204493522644
34,1200,7,0.010804626277,0.149981623807,29,5214.315733671188
34,1200,8,0.0291305429666,0.291154052284,31,1741.7602980136871
