Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,28,1,0.000727499036644,0.0357946456461,5,57.6024329662323
5,28,2,0.00164008259184,0.0253848898352,5,48.75265383720398
5,28,3,0.000104611501042,0.00960324747006,5,50.51898670196533
5,28,4,0.000685991735758,0.0299417519172,5,62.82782483100891
5,28,5,0.00124281552054,0.0261443207821,5,54.01315903663635
5,28,6,7.59189099016e-05,0.0112106176267,5,55.18463397026062
5,28,7,0.000148410463226,0.00757923725105,5,49.01915502548218
5,28,8,0.000151156990648,0.0131431464646,5,51.76326251029968
5,28,9,0.00382745228248,0.0534433633079,5,51.008934020996094
5,28,10,0.000430280012837,0.00831251639052,5,52.55163884162903
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,28,1,0.000101939000291,0.0105919014334,5,39.280298709869385
5,28,2,0.000205372468759,0.00685228182647,5,47.76664757728577
5,28,3,0.00141260037579,0.0209951535246,5,60.975595474243164
5,28,4,0.00445440605708,2.29418116985,5,61.99537992477417
5,28,5,9.0533540588e-05,0.00646269318254,5,44.688199281692505
5,28,6,0.00247934826773,0.0897227187649,5,47.8851797580719
5,28,7,0.0027579426857,0.0444794810956,5,48.788753509521484
5,28,8,9.02906199424e-05,0.0112527203815,5,47.27975583076477
5,28,9,0.000216240929018,0.0101392889223,5,43.91427969932556
5,28,10,0.000152508384522,0.00720769643417,5,55.58353805541992
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,28,1,0.00124125697414,0.0246738824037,5,49.31091117858887
5,28,2,0.000386618639715,0.0230829333109,5,52.64319205284119
5,28,3,0.000223057144909,0.0067813653787,5,55.692877769470215
5,28,4,8.49121130133e-05,0.00642855436985,5,46.46827673912048
5,28,5,3.6218708653e-05,0.00594888894821,5,53.728739738464355
5,28,6,0.000147315468217,0.0100304184958,5,61.204432010650635
5,28,7,0.00119847202446,0.0480004535956,5,55.93359422683716
5,28,8,0.00146018599204,0.0891470743557,5,45.08889842033386
5,28,9,0.000933399072351,0.0197724922685,5,49.3745481967926
5,28,10,0.000172723296858,0.00929842363288,5,56.10620093345642
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,28,1,0.00119979616646,0.0205930804784,5,56.75344705581665
5,28,2,0.000988282509742,0.0168980010618,5,63.55570435523987
5,28,3,0.000112564580406,0.00971094192803,5,52.44635033607483
5,28,4,0.0016105893363,0.0317792010207,5,51.50298094749451
5,28,5,8.42511744112e-05,0.00540938694813,5,46.37030029296875
5,28,6,0.000323623103446,0.00663040168725,5,47.63028597831726
5,28,7,0.000137651252701,0.00896497961287,5,41.28167414665222
5,28,8,9.60064619655e-05,0.0132830151999,5,47.43076515197754
5,28,9,0.000567205555245,0.0900817604998,5,39.71704864501953
5,28,10,0.000293148587234,0.00998959115447,5,47.87891483306885
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,28,1,0.001697350243,0.0229260740791,5,51.505059242248535
5,28,2,0.00146182184046,0.0222032039821,5,50.81753206253052
5,28,3,0.000143493817591,0.0106115907903,5,44.54280972480774
5,28,4,0.000131779741596,0.0111512647828,5,43.18589782714844
5,28,5,9.76807990546e-05,0.013761959255,5,48.45351815223694
5,28,6,9.75409259755e-05,0.00688048189559,5,59.90986680984497
5,28,7,0.000702639579424,0.0183971593492,5,63.53877401351929
5,28,8,0.000164518614498,0.0112219831989,5,49.43676781654358
5,28,9,7.94392632388e-05,0.00834786104833,5,43.52060842514038
5,28,10,0.00123232738653,0.0692140887255,5,39.86819791793823
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,28,1,0.00181710388417,0.095264920396,5,51.0550057888031
5,28,2,6.61907033083e-05,0.00649374092127,5,60.63131260871887
5,28,3,6.8503061813e-05,0.00538619565762,5,50.04722261428833
5,28,4,0.000890512630947,0.017703186763,5,58.720093965530396
5,28,5,0.000163030288387,0.0112389441149,5,47.08013677597046
5,28,6,0.000105130444066,0.00583404766194,5,56.16350269317627
5,28,7,8.50461687824e-05,0.00839080625028,5,51.78382706642151
5,28,8,0.000125394363612,0.0137578405199,5,47.01174974441528
5,28,9,0.00110643844871,0.0171067018956,5,51.455604791641235
5,28,10,6.95581735258e-05,0.0148988327963,5,62.464240074157715
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
5,28,1,0.000163274083473,0.0134606239539,5,46.21371054649353
5,28,2,0.000106699360618,0.0107918538258,5,51.038703203201294
5,28,3,0.00150276325979,0.025417106101,5,64.08100962638855
5,28,4,0.00121586662186,0.0531125848162,5,57.315382957458496
5,28,5,0.000116862780971,0.00817761174751,5,60.96552753448486
5,28,6,0.00136751972768,0.0260049657636,5,54.88598370552063
5,28,7,0.000269283314034,0.00783623060203,5,50.836660623550415
5,28,8,0.000132166317675,0.0125571647378,5,47.16512632369995
5,28,9,0.00013382573943,0.0109211671219,5,48.46435260772705
5,28,10,0.000151669170111,0.00515406979521,5,59.65914463996887
