Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
68,1200,1,0.0210984376762,0.217531472496,67,8345.529014825821
68,1200,2,0.0152672719974,0.228566384601,67,6657.663733959198
68,1200,3,0.0216100449098,0.294395526571,65,11607.640971422195
68,1200,4,0.0237151401848,0.244078336455,62,5026.2285215854645
68,1200,5,0.035848682644,0.320342844833,68,9428.144798278809
68,1200,6,0.0228016700135,0.246904536182,62,4348.778067827225
68,1200,7,0.0453500191914,0.348154057238,68,7328.894398450851
68,1200,8,0.043877848527,0.344072931677,66,6788.981143712997
68,1200,9,0.0325515046055,0.327498447464,67,6514.914050102234
68,1200,10,0.0375893895671,0.324768614251,67,9058.440704345703
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
68,1200,1,0.0131316529747,0.170583388178,62,13220.439455032349
68,1200,2,0.0217792643904,0.238301668666,57,5550.468959093094
68,1200,3,0.0122627861693,0.213771123923,54,15500.113260030746
68,1200,4,0.047524749424,0.371305231303,68,11401.327355623245
68,1200,5,0.0272788096559,0.269376545726,67,7100.547400474548
68,1200,6,0.0424100697396,0.364026683326,68,10274.648506879807
68,1200,7,0.0559968549753,0.344513777104,61,11420.48346376419
68,1200,8,0.0331705743049,0.32580236181,68,7223.447759151459
68,1200,9,0.00785210538717,0.179139994192,63,13894.987527370453
68,1200,10,0.0719668273122,0.45125517021,64,8470.758087873459
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
68,1200,1,0.0471685642858,0.365121240586,67,2834.774465084076
68,1200,2,0.0214864578207,0.203532041298,65,4793.5856919288635
68,1200,3,0.107226556422,0.55080226979,68,3348.475412130356
68,1200,4,0.0148433757881,0.159871675975,68,6773.114485025406
68,1200,5,0.0388091600075,0.347746518958,65,6043.606330871582
68,1200,6,0.0411291318427,0.352259450094,63,5751.143421173096
68,1200,7,0.076409709452,0.515563160778,44,3139.047946691513
68,1200,8,0.0297031168822,0.296975944845,68,7026.056237220764
68,1200,9,0.0337173668642,0.330286547344,65,6030.463399171829
68,1200,10,0.0522562306129,0.38627772449,68,6252.29003739357
