Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
68,140,1,nan,nan,68,3721.065991163254
68,140,2,3.90243707796e-07,0.000783442916159,57,4336.774199485779
68,140,3,3.74769191084e-05,0.00698709869182,56,2342.5655381679535
68,140,4,8.35743018438e-07,0.000493527695981,67,1980.2089002132416
68,140,5,0.000108246871677,0.0312435182257,67,2871.9021847248077
68,140,6,nan,nan,66,2567.550913333893
68,140,7,2.83204281781e-06,0.0017128806831,59,1552.3481307029724
68,140,8,nan,nan,66,1643.0681412220001
68,140,9,4.70085637454e-06,0.000651633181672,56,2439.3614497184753
68,140,10,1.2536485534e-05,0.00831327237019,66,2657.755038499832
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
68,140,1,1.30609596663e-06,0.000833367049204,51,2117.8413891792297
68,140,2,8.27541290152e-09,0.000174494639207,68,5045.08566069603
68,140,3,2.55170772754e-07,0.00165666390984,62,2832.056070327759
68,140,4,0.000204597058817,0.0257244373389,64,3373.9266731739044
68,140,5,2.02156420172e-05,0.00788252959527,68,2220.3262894153595
68,140,6,4.53326059051e-05,0.00882419719395,61,5344.83113026619
68,140,7,7.27335749253e-08,0.000474353601201,67,4286.832624912262
68,140,8,2.33620789917e-05,0.000776562909537,67,4362.773034572601
68,140,9,0.00190254238028,0.0143924415037,68,3350.4774293899536
68,140,10,1.67734132909e-05,0.0046330277735,65,4286.630784988403
