Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
10,28,1,3.06098092775e-05,0.00749094057574,10,151.09250783920288
10,28,2,5.73194249975e-05,0.00258860457026,10,147.62643694877625
10,28,3,1.70099153825e-05,0.00240490286122,10,58.71026372909546
10,28,4,1.53754306463e-06,0.000807914001489,10,73.90199327468872
10,28,5,1.96185184437e-05,0.0016006017936,10,63.88730025291443
10,28,6,1.13441783058e-05,0.000846549149788,10,103.36145114898682
10,28,7,3.06193004017e-05,0.00595721467865,10,79.03843188285828
10,28,8,9.52378276989e-06,0.00312652718181,10,104.78134965896606
10,28,9,1.19094825026e-05,0.00138297116276,10,88.89776968955994
10,28,10,1.07064676496e-05,0.00456585227755,9,83.05836391448975
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
10,28,1,3.41314734434e-06,0.00141629313012,10,112.64566373825073
10,28,2,0.000199854631124,0.00890305804489,10,84.54926919937134
10,28,3,6.00672111896e-06,0.00315327677306,10,82.3698034286499
10,28,4,4.37613070863e-06,0.00270696887431,10,73.36021208763123
10,28,5,1.84730552212e-05,0.00155445754578,10,54.205854654312134
10,28,6,5.5595796401e-06,0.00136068454743,10,57.17684054374695
10,28,7,5.96466554813e-06,0.00137395513227,10,73.23528337478638
10,28,8,1.2345181576e-06,0.000832371594828,10,86.72011256217957
10,28,9,2.08410243716e-06,0.000937895883479,10,89.41229677200317
10,28,10,3.89348516707e-05,0.0083349300885,10,79.78924083709717
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
10,28,1,1.89230378012e-05,0.00686925840395,10,76.26068997383118
10,28,2,8.45800092115e-06,0.00682939481065,10,79.44911813735962
10,28,3,3.49935985941e-06,0.00123060113602,10,83.71821522712708
10,28,4,1.68963469261e-06,0.00276841535854,10,86.75835585594177
10,28,5,4.87197560534e-06,0.00186274487766,10,78.44653415679932
10,28,6,1.84736480788e-06,0.000627022469104,10,79.53830528259277
10,28,7,3.83859299362e-05,0.00843416620008,10,62.954988956451416
10,28,8,4.35767961588e-06,0.00166880896942,9,68.5125675201416
10,28,9,7.45676280499e-06,0.0113356403769,10,92.88397026062012
10,28,10,7.08340442568e-06,0.00136334592855,10,74.27829170227051
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
10,28,1,8.33015002738e-05,0.0215588255543,10,82.79849791526794
10,28,2,7.96084483357e-06,0.00348442251193,10,89.13437747955322
10,28,3,9.05180420501e-06,0.00188844627622,10,59.5741548538208
10,28,4,1.48688348844e-05,0.00843725759829,10,71.3560299873352
10,28,5,0.000730927707773,0.0378186677559,10,96.78488659858704
10,28,6,4.5982857627e-05,0.0677292808871,10,90.84095191955566
10,28,7,9.94656890397e-06,0.00373830516988,10,73.05294585227966
10,28,8,2.01191768417e-06,0.00139123441866,10,84.8533878326416
10,28,9,2.83907982607e-05,0.00315078367076,10,86.48836970329285
10,28,10,3.3312549505e-06,0.00235775269034,10,77.53165197372437
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
10,28,1,3.89313451336e-06,0.00168989551498,10,95.66792058944702
10,28,2,2.13940008623e-05,0.00253126154901,10,66.65741014480591
10,28,3,3.93267114923e-06,0.000940130941665,10,100.3552405834198
10,28,4,3.63926778964e-05,0.00593805677607,10,84.85770416259766
10,28,5,5.51839535377e-05,0.00443488831605,10,97.22103333473206
10,28,6,2.3299950378e-05,0.0105422619215,10,80.81827282905579
10,28,7,2.06117573962e-05,0.00886989454801,10,94.47325563430786
10,28,8,9.49804138013e-06,0.0025704737248,10,128.05356693267822
10,28,9,5.25525941242e-06,0.00250318313451,10,95.50207662582397
10,28,10,1.61519811594e-05,0.00392904300568,10,83.52800798416138
Altura Maxima,#Amostras,#Execucao,MSE (Melhor), ErroPercentual, Altura (Melhor),Tempo Execucao
10,28,1,4.39001950068e-06,0.00225091055774,10,79.20572876930237
10,28,2,8.86850829488e-06,0.0045815214465,10,107.91166996955872
10,28,3,2.00365328908e-06,0.00110065252302,10,102.33659482002258
10,28,4,2.68058856917e-06,0.00100147913584,10,92.75729441642761
10,28,5,2.38837972557e-06,0.00135471175689,10,73.64848732948303
10,28,6,1.64029219157e-05,0.0137024411965,10,95.06329774856567
10,28,7,7.05377829252e-06,0.00175116262784,10,80.16926336288452
10,28,8,4.11821449492e-05,0.00508221261492,10,81.27509808540344
10,28,9,9.8909429744e-06,0.00135988291089,10,64.75827646255493
10,28,10,1.67515537147e-05,0.00221374085101,10,56.81514239311218
