Inputs,"f(x,y)","f*(x,y)"
[ 0.60569495  4.07626867],1.11502,4.43968
[-1.40005696 -2.27381182],1.75742,1.75549
[ 4.19062805  2.32557106],1.96371,4.5021
[ 2.1660912   4.28143883],1.95358,5.55231
[-1.33181763 -1.52967513],1.60438,1.43651
[-3.95068407  4.80353498],1.99404,4.63147
[-0.82985789 -3.97657037],1.31771,0.613322
[-3.84400821  1.06270552],1.55596,1.14969
[-1.86795807 -2.4778285 ],1.89826,1.51975
[ 4.77438593  1.62403572],1.87239,-1.93707
[-0.46574116 -0.9307341 ],0.473645,0.0987896
[ 4.8774066   1.99958229],1.93937,-2.53478
