Inputs,"f(x,y)","f*(x,y)"
[ 6.07099152  0.93366206  3.58078885  2.9884398   4.56159973],0.465619,0.525491
[ 2.54110003  0.37597105  0.1959963  -0.17817456  2.23847318],0.326379,1.73837
[ 1.22384858  1.11689389  4.63844681  0.00665898  2.73278332],0.427044,0.593279
[ 0.84342217  6.3160429   1.65488541  4.07830715  0.14876705],0.314975,0.612207
[ 2.87917995  3.29795122  2.34080291  2.72123575  0.82201868],0.965323,0.664152
[ 1.80297077  6.08127451  3.76715565  0.68315053 -0.02067312],0.322498,0.37253
[ 5.96358156  0.04917922  3.16044402  5.06513309  6.30124903],0.2654,0.827455
[ 2.17535591  0.95090777  4.61214542  0.82484889  3.20274377],0.579703,0.60573
[ 1.53287053  3.19318843  2.5393436   0.37930053  2.12682247],0.665225,0.624574
[ 5.94512033  1.60084188  5.34046268  3.55914712  2.14737225],0.451492,0.652273
[ 0.15916021  1.36254728  0.39920947  5.78076172  3.94720268],0.321073,-0.0836216
[ 1.73688424  2.14751148  6.08981371  4.38927794  5.98576927],0.360828,0.46633
[ 4.0108614   0.46990886  4.20832777  3.23506403  3.65371752],0.696095,0.645885
[ 5.89855719  4.05561352  2.95924473  5.8302145   2.68743038],0.441981,0.67478
[ 1.22061753 -0.08144522  3.51821804  2.19846964  3.13293839],0.537918,0.621787
[ 1.83959961  5.86283398  5.33747196  5.68455267  2.1028142 ],0.356915,0.545137
[ 3.60642982  3.50335312  1.27983606  4.40106583  2.75147057],0.942966,0.621919
[ 0.40663925  3.71928954  3.56034923  0.07993852  5.19947386],0.385783,-0.875813
[ 1.16617167  5.66524315  4.76221037  1.48239708  5.99415493],0.335122,0.571352
[ 4.04417944  2.06990147  3.27457762  5.44200325  5.26352453],0.551946,0.678877
[ 5.33801889  3.96130085  5.3818574   0.36383417  0.5038588 ],0.330647,0.345403
[ 2.42164302  5.73696613  0.22905844  2.4576211   4.14539671],0.45229,0.517844
[ 2.13959932  5.69736099  5.1310482   0.19457538  5.51127005],0.315116,0.571779
[-0.01319127  0.69322312  0.20453806  1.78313446  3.09537077],0.348371,4.51275
[ 1.35252249 -0.18523976  4.66362524  4.69941521  1.13971841],0.370697,0.521426
[ 1.50612533  5.56805992  1.54723275  0.91197968  3.48049593],0.487144,0.651617
[ 2.70213652  1.18595994  2.88859391  1.48816156  1.92202997],0.844627,0.640354
[ 4.26199293  3.49920917  0.33216748  3.62880635  2.38790298],0.678922,0.525434
[ 5.66754627  4.88447618  0.20638268  6.13247967  3.81173611],0.294614,0.613625
[-0.01771275  3.52823782  5.56165361  3.37505889  1.57668364],0.432635,0.521646
