x,y,"f(x,y)","f*(x,y)"
16.5,-2.74,2.1600104780401703,2
-37.08,35.88,0.19842079618479724,2
-1.58,34.86,0.711912492193528,2
-0.54,8.78,1.5352650380300208,2
-46.62,-5.72,0.5327224131004886,2
0.42,9.82,2.442085523407796,2
27.44,-36.7,2.0986582500287616,2
-48.84,15.18,1.426384049665324,2
27.6,11.0,3.1239599268361022,2
43.14,-33.46,2.3578380745396266,2
1.04,32.6,0.8284403367574567,2
-1.48,-16.76,3.247534314155487,2
-5.18,16.9,1.4201432353946386,2
-33.46,-16.04,1.02843458323684,2
16.44,-37.82,0.7844335059784817,2
-29.56,13.04,1.2600054357561672,2
34.88,-41.72,0.1493140037952485,2
25.56,-28.06,1.7991765356114031,2
36.76,-15.04,0.7501050100775251,2
47.18,43.88,0.050512184932893334,2
16.7,-7.3,2.439342417421211,2
-25.56,8.46,2.6881154915957075,2
-22.72,45.4,1.2493785069127128,2
34.06,-49.02,2.590172543257043,2
-35.46,42.92,3.6823775454256342,2
0.82,-15.92,1.1072480326156457,2
9.32,-1.7,1.4697825336628492,2
-5.16,45.92,1.3775814706190561,2
11.3,-8.58,3.3209820908895966,2
37.06,-34.12,2.369215217044637,2
-31.0,31.0,1.3576637076723874,2
47.32,24.5,2.4669142632472716,2
-39.44,25.5,2.2535564107028407,2
26.36,-18.18,2.3694818841104546,2
18.02,-41.02,4.06364083337585,2
-46.42,-24.84,2.053035357328621,2
47.04,40.94,3.2781420505685537,2
-30.4,-39.82,3.584005921501393,2
-9.24,29.14,3.051771080174759,2
-6.4,-13.08,0.47452789743563684,2
-38.12,-21.04,1.4450708792172149,2
4.84,-10.98,1.9869694150590713,2
8.56,17.78,1.7623984831374422,2
21.22,45.94,2.7604395932241332,2
28.32,37.8,3.564809523193656,2
34.64,-32.54,1.9629474482088465,2
9.76,-35.8,1.8662981805652588,2
-12.38,-3.4,2.2586680871902853,2
-30.32,-17.86,3.2895401181987083,2
-37.5,-32.22,2.0543810531788966,2
-31.76,42.46,1.8615462154307123,2
30.2,-17.32,-0.09139869859280747,2
2.64,27.92,1.4250845152516538,2
39.56,32.3,3.395903086816581,2
-15.44,-34.74,2.7882548567252043,2
-48.58,2.76,1.775480252610073,2
-1.52,-0.48,1.9838099068445016,2
-18.12,-14.02,0.5891151675003601,2
47.12,-22.02,0.8196389125841663,2
-6.02,26.02,0.18563376248190333,2
-2.98,34.18,2.5265522840254464,2
15.18,24.34,0.41794238155027696,2
45.46,-27.52,0.9607008860638782,2
19.04,-34.5,2.2885809904398684,2
43.4,25.78,2.0677630144009127,2
-43.96,-30.98,1.495104632300492,2
-46.94,41.18,1.7341830467751218,2
22.08,-18.44,2.0615540128809444,2
39.46,44.02,2.9775145102841063,2
18.46,-21.02,2.4185208209145674,2
42.22,-36.8,0.32665096438278707,2
36.52,-25.32,1.2766520658186074,2
6.22,-17.48,2.1779881733901747,2
