x0,x1,x2,x3,x4,"f(x,y)","f*(x,y)"
2500.0,0.0,0.1524,31.7,0.00209405,125.867,125.24068586644
1250.0,0.0,0.3048,31.7,0.00331266,124.355,122.489118117536
1600.0,9.5,0.0254,31.7,0.00461377,131.036,127.506124219516
200.0,0.0,0.3048,31.7,0.00331266,117.195,122.489118117536
4000.0,5.3,0.2286,71.3,0.0051942,120.33,123.84602118824
630.0,17.4,0.0254,31.7,0.0176631,136.886,127.40239248548
6300.0,7.3,0.2286,39.6,0.0123481,110.839,123.79206075132
500.0,12.6,0.1524,71.3,0.0483159,121.664,124.88499948632
400.0,0.0,0.3048,39.6,0.00310138,124.809,122.490679561248
6300.0,9.9,0.1524,55.5,0.0208438,110.555,125.09640279024
800.0,12.6,0.1524,71.3,0.0483159,123.054,124.88499948632
5000.0,0.0,0.0508,55.5,0.00076193,134.556,127.07958197208801
2000.0,15.4,0.0508,39.6,0.0282593,123.443,126.86239674488
2000.0,3.0,0.3048,39.6,0.00495741,120.532,122.47696275713601
10000.0,0.0,0.1524,55.5,0.00172668,119.253,125.24351285206399
250.0,15.6,0.1016,71.3,0.0437259,132.158,125.83027790288
400.0,22.2,0.0254,71.3,0.0214178,117.927,127.37254562423999
4000.0,8.9,0.1016,71.3,0.0103088,120.243,126.09082434815998
1250.0,4.8,0.0254,39.6,0.000907475,125.026,127.53558629973
3150.0,0.0,0.2286,39.6,0.00253511,124.625,123.86607817229199
4000.0,3.3,0.1016,39.6,0.00245138,124.881,126.152087080416
2500.0,2.0,0.2286,55.5,0.00313525,123.862,123.8615514363
8000.0,0.0,0.1016,31.7,0.00150092,120.193,126.15949762694399
200.0,9.9,0.1524,71.3,0.0193001,134.319,125.10828187048
10000.0,3.0,0.3048,71.3,0.00425727,110.224,122.482137071792
400.0,9.5,0.0254,39.6,0.00449821,121.154,127.507042829068
250.0,0.0,0.3048,39.6,0.00310138,119.319,122.490679561248
12500.0,0.0,0.0254,55.5,0.00041229,131.453,127.539522624332
4000.0,9.9,0.1524,71.3,0.0193001,115.079,125.10828187048
500.0,17.4,0.0254,39.6,0.0172206,117.514,127.40591000648
3150.0,7.3,0.2286,31.7,0.0132672,113.229,123.78512816384
1250.0,0.0,0.2286,55.5,0.00229336,127.91,123.867901644192
630.0,11.2,0.0508,39.6,0.0150478,133.13,126.96674645648001
4000.0,5.3,0.2286,39.6,0.00614329,115.801,123.83886239218799
4000.0,4.0,0.3048,39.6,0.00579636,115.863,122.470762581056
630.0,12.3,0.1016,55.5,0.0368233,124.244,125.88409609456
800.0,0.0,0.2286,39.6,0.00253511,130.205,123.86607817229199
1600.0,0.0,0.3048,71.3,0.00266337,127.591,122.49391663035199
250.0,12.6,0.1524,39.6,0.0584113,115.89,124.80731336424
400.0,2.0,0.2286,71.3,0.00293031,125.116,123.863097257732
2000.0,9.9,0.1524,39.6,0.0233328,117.925,125.07724943744
2500.0,0.0,0.1016,71.3,0.00121072,132.595,126.161760258304
630.0,0.0,0.3048,39.6,0.00310138,128.629,122.490679561248
400.0,11.2,0.0508,39.6,0.0150478,130.67,126.96674645648001
5000.0,4.0,0.2286,71.3,0.00400603,121.118,123.854983316916
6300.0,2.0,0.2286,55.5,0.00313525,118.712,123.8615514363
200.0,9.9,0.1524,39.6,0.0233328,127.315,125.07724943744
1000.0,12.7,0.0254,71.3,0.0121808,131.698,127.44597238464
1000.0,3.0,0.3048,71.3,0.00425727,129.004,122.482137071792
8000.0,0.0,0.0508,31.7,0.000812164,126.59,127.07918520386241
5000.0,4.8,0.0254,55.5,0.000873218,135.484,127.5358586154744
16000.0,0.0,0.1524,71.3,0.0015988,113.297,125.24449691424
6300.0,2.0,0.2286,31.7,0.00372371,115.137,123.85711280021201
6300.0,0.0,0.3048,71.3,0.00266337,119.541,122.49391663035199
4000.0,4.0,0.3048,71.3,0.00497773,119.535,122.47681258420799
630.0,5.4,0.1524,39.6,0.00485029,132.357,125.219476048392
500.0,19.7,0.0508,39.6,0.036484,128.444,126.7974347744
250.0,19.7,0.0508,39.6,0.036484,127.224,126.7974347744
1000.0,5.3,0.2286,39.6,0.00614329,125.581,123.83886239218799
3150.0,4.0,0.2286,55.5,0.0042862,122.394,123.85287005064
500.0,9.9,0.1524,55.5,0.0208438,127.815,125.09640279024
500.0,8.9,0.1016,39.6,0.0124596,133.79,126.07405499072
1000.0,4.8,0.0254,31.7,0.000930789,125.348,127.53540097208119
250.0,12.6,0.1524,71.3,0.0483159,129.744,124.88499948632
630.0,22.2,0.0254,71.3,0.0214178,120.657,127.37254562423999
3150.0,0.0,0.1524,71.3,0.0015988,129.377,125.24449691424
1250.0,8.9,0.1016,71.3,0.0103088,132.793,126.09082434815998
1250.0,15.4,0.0508,71.3,0.0264269,130.845,126.87686977304
1600.0,4.8,0.0254,39.6,0.000907475,125.966,127.53558629973
1600.0,0.0,0.3048,55.5,0.00283081,126.986,122.492679181776
6300.0,8.9,0.1016,71.3,0.0103088,117.253,126.09082434815998
5000.0,0.0,0.1524,55.5,0.00172668,125.203,125.24351285206399
2000.0,4.8,0.0254,55.5,0.000873218,125.054,127.5358586154744
630.0,3.0,0.3048,71.3,0.00425727,129.354,122.482137071792
3150.0,3.0,0.3048,71.3,0.00425727,121.514,122.482137071792
3150.0,12.3,0.1016,71.3,0.0337792,120.798,125.90783033343999
200.0,9.5,0.0254,31.7,0.00461377,119.146,127.506124219516
500.0,15.4,0.0508,71.3,0.0264269,127.285,126.87686977304
200.0,12.3,0.1016,55.5,0.0368233,132.304,125.88409609456
1600.0,1.5,0.3048,39.6,0.00392107,122.211,122.48462172427199
1000.0,0.0,0.1016,31.7,0.00150092,131.313,126.15949762694399
2000.0,3.3,0.1016,31.7,0.00251435,131.642,126.15159611591999
3150.0,12.3,0.1016,55.5,0.0368233,116.914,125.88409609456
1250.0,5.4,0.1524,39.6,0.00485029,127.117,125.219476048392
6300.0,4.8,0.0254,55.5,0.000873218,135.164,127.5358586154744
630.0,6.7,0.1016,71.3,0.00478288,131.448,126.13390884121598
1600.0,9.9,0.1524,55.5,0.0208438,119.875,125.09640279024
2000.0,5.3,0.2286,71.3,0.0051942,125.89,123.84602118824
5000.0,17.4,0.0254,55.5,0.0165706,118.941,127.41107698648
800.0,17.4,0.0254,55.5,0.0165706,123.091,127.41107698648
12500.0,0.0,0.1524,55.5,0.00172668,117.093,125.24351285206399
3150.0,0.0,0.3048,31.7,0.00331266,119.135,122.489118117536
200.0,12.6,0.1524,71.3,0.0483159,128.354,124.88499948632
1600.0,9.9,0.1524,31.7,0.0252785,117.119,125.06227688679999
500.0,11.2,0.0508,39.6,0.0150478,131.96,126.96674645648001
800.0,22.2,0.0254,39.6,0.0229028,137.076,127.36074106224
200.0,7.3,0.2286,55.5,0.0111706,135.234,123.80094239832
8000.0,0.0,0.1016,71.3,0.00121072,125.465,126.161760258304
1600.0,17.4,0.0254,31.7,0.0176631,126.846,127.40239248548
630.0,2.7,0.1524,71.3,0.00243851,127.404,125.238035177848
250.0,8.9,0.1016,39.6,0.0124596,134.34,126.07405499072
800.0,4.0,0.2286,31.7,0.00509068,130.869,123.846802018896
