x0,x1,x2,x3,x4,"f(x,y)","f*(x,y)"
10000.0,0.0,0.1524,71.3,0.0015988,120.247,129.9889567257176
800.0,8.4,0.0508,55.5,0.00544854,128.562,127.4942346496692
2000.0,17.4,0.0254,39.6,0.0172206,126.644,123.40918319770958
4000.0,3.3,0.1016,31.7,0.00251435,124.852,124.7442649512581
800.0,5.4,0.1524,71.3,0.00401199,131.281,130.04148479518864
6300.0,15.4,0.0508,55.5,0.0271925,112.93,115.80070432922473
1000.0,0.0,0.3048,31.7,0.00331266,127.365,126.66324341354289
800.0,11.2,0.0508,71.3,0.014072,136.031,130.1159256463599
10000.0,0.0,0.1524,55.5,0.00172668,119.253,126.79027327959366
1600.0,4.0,0.2286,39.6,0.00473801,125.319,123.29488101780547
250.0,17.4,0.0254,71.3,0.016104,113.796,130.35404722605068
1250.0,5.4,0.1524,31.7,0.00525474,123.991,127.13317987823348
400.0,11.2,0.0508,39.6,0.0150478,130.67,124.43791482433878
10000.0,12.7,0.0254,71.3,0.0121808,114.418,120.7122016651656
400.0,7.3,0.2286,71.3,0.0104404,139.438,129.52595405215345
10000.0,0.0,0.0508,39.6,0.000791822,125.998,125.14899000666779
6300.0,2.7,0.1524,71.3,0.00243851,121.944,123.87337527019758
500.0,5.3,0.2286,71.3,0.0051942,129.88,129.69302752368674
2500.0,11.2,0.0508,71.3,0.014072,130.541,127.13242275881
1600.0,4.0,0.2286,55.5,0.0042862,128.264,125.94001203567927
2000.0,0.0,0.0508,55.5,0.00076193,131.456,127.2728917911736
800.0,19.7,0.0508,39.6,0.036484,119.174,122.7024959645016
200.0,22.2,0.0254,39.6,0.0229028,116.066,124.13518602402492
400.0,4.0,0.2286,55.5,0.0042862,123.274,126.65405024320185
1000.0,3.0,0.3048,71.3,0.00425727,129.004,129.0105531474336
20000.0,4.0,0.2286,71.3,0.00400603,109.638,110.64124225830642
16000.0,0.0,0.0254,71.3,0.000400682,130.477,130.66326371277214
6300.0,7.2,0.1524,71.3,0.00752039,116.603,123.68458933707545
5000.0,17.4,0.0254,55.5,0.0165706,118.941,122.09880396928214
4000.0,0.0,0.0254,39.6,0.000428464,135.346,125.309085762805
6300.0,2.7,0.1524,39.6,0.00294804,119.209,118.36158407840335
4000.0,8.4,0.0508,31.7,0.00580776,118.106,125.50248250782795
200.0,12.6,0.1524,39.6,0.0584113,114.75,121.25394690877108
500.0,19.7,0.0508,39.6,0.036484,128.444,123.0631803581951
1000.0,6.7,0.1016,31.7,0.00592927,131.636,127.52953458907942
4000.0,8.4,0.0508,71.3,0.00529514,126.926,128.59576730624926
2500.0,5.3,0.2286,71.3,0.0051942,123.74,127.89676198236151
5000.0,0.0,0.0254,71.3,0.000400682,136.837,130.66326371277214
1000.0,7.2,0.1524,39.6,0.00909175,128.338,124.00465879337683
1000.0,0.0,0.1524,55.5,0.00172668,128.583,126.79027327959366
500.0,4.8,0.0254,31.7,0.000930789,116.128,128.12767982237744
2500.0,15.4,0.0508,39.6,0.0282593,122.413,118.09626181967224
200.0,0.0,0.3048,39.6,0.00310138,118.129,123.8868163957231
10000.0,0.0,0.0254,71.3,0.000400682,130.787,130.66326371277214
1600.0,17.4,0.0254,39.6,0.0172206,127.614,123.8880547003383
16000.0,0.0,0.1524,71.3,0.0015988,113.297,129.9889567257176
500.0,12.7,0.0254,39.6,0.0130253,127.127,124.6997804250308
2500.0,17.4,0.0254,55.5,0.0165706,124.931,126.16641857699973
400.0,22.2,0.0254,71.3,0.0214178,117.927,130.18811142762848
2000.0,0.0,0.1524,31.7,0.00209405,128.907,127.30996916549029
5000.0,3.3,0.1016,71.3,0.00202822,127.054,127.36788383827749
200.0,15.4,0.0508,39.6,0.0282593,121.783,123.67171816680454
800.0,8.4,0.0508,31.7,0.00580776,128.246,127.87557370540654
1600.0,7.2,0.1524,39.6,0.00909175,120.058,123.19284843590373
3150.0,0.0,0.0508,31.7,0.000812164,135.49,127.83277152652568
1600.0,9.5,0.0254,71.3,0.00420654,133.756,130.6512635775394
630.0,3.0,0.3048,39.6,0.00495741,129.292,123.75580935178999
