x0,x1,x2,x3,x4,"f(x,y)","f*(x,y)"
5000.0,15.4,0.0508,31.7,0.0289853,112.355,124.78628260188074
2000.0,19.7,0.0508,39.6,0.036484,117.724,99.2646563363867
800.0,5.4,0.1524,39.6,0.00485029,132.757,99.2646563363867
6300.0,4.8,0.0254,39.6,0.000907475,134.336,99.2646563363867
2500.0,3.3,0.1016,71.3,0.00202822,133.894,149.26389539977325
1000.0,0.0,0.1016,55.5,0.00131983,129.8,129.97916983719284
6300.0,0.0,0.1016,39.6,0.00146332,125.631,99.2646563363867
630.0,3.3,0.1016,39.6,0.00245138,127.251,99.2646563363867
5000.0,0.0,0.0508,31.7,0.000812164,133.23,124.78628260188074
6300.0,0.0,0.2286,39.6,0.00253511,117.465,99.2646563363867
1600.0,15.6,0.1016,71.3,0.0437259,121.528,149.26389539977325
1000.0,3.0,0.3048,39.6,0.00495741,128.312,99.2646563363867
250.0,8.9,0.1016,39.6,0.0124596,134.34,99.2646563363867
4000.0,0.0,0.3048,55.5,0.00283081,121.106,129.97916983719284
1000.0,3.0,0.3048,31.7,0.00529514,126.838,124.78628260188074
8000.0,0.0,0.0508,31.7,0.000812164,126.59,124.78628260188074
630.0,7.2,0.1524,39.6,0.00909175,133.198,99.2646563363867
1250.0,0.0,0.1524,71.3,0.0015988,128.927,149.26389539977325
4000.0,8.9,0.1016,71.3,0.0103088,120.243,149.26389539977325
1600.0,5.3,0.2286,39.6,0.00614329,123.081,99.2646563363867
8000.0,3.0,0.3048,55.5,0.00452492,113.799,129.97916983719284
2500.0,15.4,0.0508,55.5,0.0271925,125.63,129.97916983719284
1600.0,0.0,0.2286,55.5,0.00229336,126.79,129.97916983719284
6300.0,5.3,0.2286,71.3,0.0051942,116.92,149.26389539977325
6300.0,0.0,0.0254,55.5,0.00041229,136.103,129.97916983719284
630.0,0.0,0.1524,55.5,0.00172668,123.583,129.97916983719284
5000.0,0.0,0.2286,71.3,0.00214345,124.304,149.26389539977325
1600.0,8.4,0.0508,39.6,0.00566229,130.965,99.2646563363867
1000.0,5.3,0.2286,39.6,0.00614329,125.581,99.2646563363867
200.0,19.7,0.0508,71.3,0.0341183,118.005,149.26389539977325
3150.0,17.4,0.0254,55.5,0.0165706,124.101,129.97916983719284
8000.0,0.0,0.0254,39.6,0.000428464,135.866,99.2646563363867
6300.0,3.0,0.3048,39.6,0.00495741,114.042,99.2646563363867
8000.0,0.0,0.2286,71.3,0.00214345,118.024,149.26389539977325
6300.0,9.9,0.1524,71.3,0.0193001,112.039,149.26389539977325
1250.0,7.3,0.2286,55.5,0.0111706,125.724,129.97916983719284
1250.0,8.9,0.1016,39.6,0.0124596,127.71,99.2646563363867
12500.0,0.0,0.3048,71.3,0.00266337,112.241,149.26389539977325
2500.0,0.0,0.2286,55.5,0.00229336,126.54,129.97916983719284
1000.0,12.7,0.0254,71.3,0.0121808,131.698,149.26389539977325
500.0,2.0,0.2286,31.7,0.00372371,126.677,124.78628260188074
800.0,3.0,0.3048,39.6,0.00495741,129.552,99.2646563363867
3150.0,4.0,0.2286,39.6,0.00473801,120.419,99.2646563363867
1250.0,8.4,0.0508,39.6,0.00566229,131.205,99.2646563363867
400.0,12.7,0.0254,39.6,0.0130253,125.527,99.2646563363867
800.0,2.0,0.2286,71.3,0.00293031,128.216,149.26389539977325
1000.0,9.9,0.1524,39.6,0.0233328,123.835,99.2646563363867
4000.0,2.7,0.1524,71.3,0.00243851,126.534,149.26389539977325
4000.0,4.2,0.0508,39.6,0.00152689,131.807,99.2646563363867
1600.0,0.0,0.1016,31.7,0.00150092,133.553,124.78628260188074
500.0,8.9,0.1016,71.3,0.0103088,138.523,149.26389539977325
2500.0,4.8,0.0254,55.5,0.000873218,129.144,129.97916983719284
1600.0,4.8,0.0254,39.6,0.000907475,125.966,99.2646563363867
315.0,7.3,0.2286,71.3,0.0104404,139.808,149.26389539977325
1600.0,9.5,0.0254,31.7,0.00461377,131.036,124.78628260188074
1000.0,12.3,0.1016,39.6,0.0408268,122.435,99.2646563363867
800.0,5.4,0.1524,31.7,0.00525474,131.491,124.78628260188074
315.0,9.9,0.1524,39.6,0.0233328,128.595,99.2646563363867
2500.0,6.7,0.1016,71.3,0.00478288,131.458,149.26389539977325
1000.0,15.4,0.0508,71.3,0.0264269,131.865,149.26389539977325
315.0,4.0,0.2286,39.6,0.00473801,122.229,99.2646563363867
