x0,x1,x2,x3,x4,"f(x,y)","f*(x,y)"
200.0,12.3,0.1016,71.3,0.0337792,130.588,156.83723444137848
315.0,1.5,0.3048,39.6,0.00392107,121.851,95.95870097782436
2500.0,7.3,0.2286,31.7,0.0132672,114.709,92.99921743171976
315.0,8.9,0.1016,71.3,0.0103088,136.583,156.83723444137848
4000.0,2.0,0.2286,71.3,0.00293031,124.086,156.83723444137848
630.0,7.2,0.1524,71.3,0.00752039,134.853,156.83723444137848
6300.0,4.0,0.2286,39.6,0.00473801,114.249,95.95870097782436
500.0,2.0,0.2286,55.5,0.00313525,124.692,135.98726217906486
12500.0,1.5,0.3048,71.3,0.00336729,109.222,156.83723444137848
1600.0,9.5,0.0254,71.3,0.00420654,133.756,156.83723444137848
6300.0,2.0,0.2286,71.3,0.00293031,120.786,156.83723444137848
4000.0,19.7,0.0508,39.6,0.036484,108.684,95.95870097782436
1000.0,19.7,0.0508,71.3,0.0341183,121.885,156.83723444137848
2500.0,8.4,0.0508,31.7,0.00580776,125.576,92.99921743171976
250.0,15.4,0.0508,55.5,0.0271925,124.17,135.98726217906486
1250.0,4.0,0.3048,39.6,0.00579636,126.343,95.95870097782436
800.0,1.5,0.3048,71.3,0.00336729,127.122,156.83723444137848
4000.0,0.0,0.0508,39.6,0.000791822,135.308,95.95870097782436
6300.0,17.4,0.0254,55.5,0.0165706,114.861,135.98726217906486
1000.0,0.0,0.1016,31.7,0.00150092,131.313,92.99921743171976
1000.0,2.7,0.1524,39.6,0.00294804,130.589,95.95870097782436
4000.0,15.4,0.0508,71.3,0.0264269,122.675,156.83723444137848
1600.0,15.6,0.1016,39.6,0.0528487,114.554,95.95870097782436
5000.0,0.0,0.2286,71.3,0.00214345,124.304,156.83723444137848
315.0,5.4,0.1524,39.6,0.00485029,125.347,95.95870097782436
800.0,4.8,0.0254,39.6,0.000907475,120.766,95.95870097782436
5000.0,0.0,0.1524,55.5,0.00172668,125.203,135.98726217906486
800.0,4.0,0.3048,71.3,0.00497773,131.755,156.83723444137848
6300.0,12.6,0.1524,39.6,0.0584113,103.38,95.95870097782436
10000.0,0.0,0.1524,71.3,0.0015988,120.247,156.83723444137848
800.0,17.4,0.0254,71.3,0.016104,124.276,156.83723444137848
1000.0,17.4,0.0254,55.5,0.0165706,126.001,135.98726217906486
8000.0,0.0,0.3048,39.6,0.00310138,114.779,95.95870097782436
500.0,3.0,0.3048,71.3,0.00425727,128.454,156.83723444137848
1600.0,3.0,0.3048,55.5,0.00452492,124.439,135.98726217906486
3150.0,0.0,0.0508,31.7,0.000812164,135.49,92.99921743171976
250.0,9.5,0.0254,39.6,0.00449821,116.924,95.95870097782436
400.0,17.4,0.0254,31.7,0.0176631,120.766,92.99921743171976
4000.0,3.0,0.3048,55.5,0.00452492,118.689,135.98726217906486
6300.0,0.0,0.0508,71.3,0.000740478,133.04,156.83723444137848
200.0,7.3,0.2286,71.3,0.0104404,138.758,156.83723444137848
250.0,9.9,0.1524,55.5,0.0208438,133.235,135.98726217906486
5000.0,17.4,0.0254,55.5,0.0165706,118.941,135.98726217906486
630.0,11.2,0.0508,71.3,0.014072,133.611,156.83723444137848
1000.0,9.5,0.0254,31.7,0.00461377,131.346,92.99921743171976
3150.0,2.0,0.2286,39.6,0.00346574,121.627,95.95870097782436
20000.0,4.8,0.0254,55.5,0.000873218,121.284,135.98726217906486
1000.0,0.0,0.1016,71.3,0.00121072,128.825,156.83723444137848
4000.0,12.6,0.1524,71.3,0.0483159,108.034,156.83723444137848
6300.0,4.0,0.3048,71.3,0.00497773,116.165,156.83723444137848
4000.0,5.4,0.1524,71.3,0.00401199,121.431,156.83723444137848
800.0,17.4,0.0254,39.6,0.0172206,135.324,95.95870097782436
500.0,2.0,0.2286,31.7,0.00372371,126.677,92.99921743171976
5000.0,3.3,0.1016,31.7,0.00251435,122.082,92.99921743171976
1250.0,7.3,0.2286,39.6,0.0123481,123.189,95.95870097782436
250.0,9.9,0.1524,71.3,0.0193001,135.329,156.83723444137848
800.0,0.0,0.0508,39.6,0.000791822,126.508,95.95870097782436
1600.0,2.0,0.2286,39.6,0.00346574,125.837,95.95870097782436
3150.0,3.0,0.3048,71.3,0.00425727,121.514,156.83723444137848
500.0,2.0,0.2286,39.6,0.00346574,125.157,95.95870097782436
400.0,19.7,0.0508,71.3,0.0341183,123.865,156.83723444137848
3150.0,3.0,0.3048,39.6,0.00495741,118.922,95.95870097782436
1600.0,4.2,0.0508,39.6,0.00152689,130.197,95.95870097782436
1600.0,12.3,0.1016,39.6,0.0408268,117.875,95.95870097782436
1250.0,4.0,0.2286,31.7,0.00509068,128.119,92.99921743171976
315.0,12.6,0.1524,39.6,0.0584113,116.02,95.95870097782436
4000.0,9.9,0.1524,39.6,0.0233328,112.265,95.95870097782436
1600.0,12.3,0.1016,31.7,0.0418756,114.477,92.99921743171976
630.0,15.6,0.1016,71.3,0.0437259,122.288,156.83723444137848
315.0,6.7,0.1016,31.7,0.00592927,126.266,92.99921743171976
400.0,0.0,0.3048,39.6,0.00310138,124.809,95.95870097782436
200.0,12.6,0.1524,39.6,0.0584113,114.75,95.95870097782436
1250.0,5.4,0.1524,55.5,0.00433288,130.777,135.98726217906486
2500.0,0.0,0.3048,31.7,0.00331266,120.755,92.99921743171976
1250.0,12.7,0.0254,71.3,0.0121808,133.048,156.83723444137848
800.0,2.0,0.2286,55.5,0.00313525,128.492,135.98726217906486
5000.0,0.0,0.2286,55.5,0.00229336,122.41,135.98726217906486
1600.0,12.6,0.1524,71.3,0.0483159,120.534,156.83723444137848
630.0,12.3,0.1016,39.6,0.0408268,121.315,95.95870097782436
6300.0,0.0,0.0254,39.6,0.000428464,136.826,95.95870097782436
5000.0,9.9,0.1524,31.7,0.0252785,109.949,92.99921743171976
3150.0,0.0,0.2286,71.3,0.00214345,127.834,156.83723444137848
800.0,9.9,0.1524,71.3,0.0193001,128.879,156.83723444137848
800.0,8.4,0.0508,39.6,0.00566229,128.435,95.95870097782436
630.0,0.0,0.3048,39.6,0.00310138,128.629,95.95870097782436
5000.0,0.0,0.1524,39.6,0.00193287,123.453,95.95870097782436
315.0,8.9,0.1016,39.6,0.0124596,135.38,95.95870097782436
400.0,9.5,0.0254,39.6,0.00449821,121.154,95.95870097782436
400.0,8.4,0.0508,31.7,0.00580776,120.076,92.99921743171976
10000.0,7.2,0.1524,39.6,0.00909175,110.868,95.95870097782436
5000.0,5.4,0.1524,31.7,0.00525474,115.691,92.99921743171976
400.0,0.0,0.2286,31.7,0.0027238,123.635,92.99921743171976
5000.0,0.0,0.3048,39.6,0.00310138,117.789,95.95870097782436
400.0,5.4,0.1524,31.7,0.00525474,127.781,92.99921743171976
800.0,0.0,0.0508,71.3,0.000740478,130.96,156.83723444137848
1000.0,11.2,0.0508,39.6,0.0150478,132.43,95.95870097782436
500.0,4.0,0.3048,71.3,0.00497773,130.715,156.83723444137848
3150.0,4.0,0.3048,39.6,0.00579636,118.743,95.95870097782436
3150.0,9.9,0.1524,39.6,0.0233328,113.525,95.95870097782436
1250.0,9.9,0.1524,31.7,0.0252785,118.619,92.99921743171976
1600.0,12.6,0.1524,39.6,0.0584113,110.78,95.95870097782436
3150.0,7.3,0.2286,71.3,0.0104404,120.458,156.83723444137848
1600.0,2.0,0.2286,71.3,0.00293031,127.796,156.83723444137848
630.0,4.0,0.2286,55.5,0.0042862,129.964,135.98726217906486
1000.0,11.2,0.0508,71.3,0.014072,136.941,156.83723444137848
3150.0,4.0,0.3048,71.3,0.00497773,121.775,156.83723444137848
2500.0,19.7,0.0508,39.6,0.036484,116.184,95.95870097782436
1250.0,4.0,0.3048,71.3,0.00497773,129.395,156.83723444137848
250.0,15.4,0.0508,39.6,0.0282593,122.893,95.95870097782436
400.0,6.7,0.1016,31.7,0.00592927,128.296,92.99921743171976
1000.0,5.4,0.1524,71.3,0.00401199,133.201,156.83723444137848
500.0,17.4,0.0254,39.6,0.0172206,117.514,95.95870097782436
500.0,4.8,0.0254,31.7,0.000930789,116.128,92.99921743171976
2500.0,1.5,0.3048,39.6,0.00392107,120.981,95.95870097782436
250.0,12.7,0.0254,39.6,0.0130253,121.547,95.95870097782436
6300.0,7.2,0.1524,39.6,0.00909175,112.688,95.95870097782436
1600.0,3.3,0.1016,55.5,0.002211,133.649,135.98726217906486
