x0,x1,x2,x3,x4,"f(x,y)","f*(x,y)"
10000.0,4.0,0.3048,71.3,0.00497773,110.905,131.32775549431034
400.0,19.7,0.0508,71.3,0.0341183,123.865,143.79721893127868
6300.0,7.3,0.2286,71.3,0.0104404,115.818,132.02596119692117
8000.0,0.0,0.2286,71.3,0.00214345,118.024,127.47499320371884
6300.0,4.0,0.2286,71.3,0.00400603,118.618,132.17384633678435
10000.0,2.0,0.2286,71.3,0.00293031,113.086,130.87645575969634
6300.0,4.8,0.0254,55.5,0.000873218,135.164,137.39395400921217
400.0,5.4,0.1524,39.6,0.00485029,127.637,113.9918913784062
800.0,8.4,0.0508,55.5,0.00544854,128.562,118.6582909307725
800.0,11.2,0.0508,71.3,0.014072,136.031,135.79365894551086
16000.0,0.0,0.3048,71.3,0.00266337,108.721,126.7653144620373
2500.0,7.3,0.2286,71.3,0.0104404,122.088,132.02596119692117
400.0,7.2,0.1524,39.6,0.00909175,132.118,113.8041284947309
1000.0,5.3,0.2286,71.3,0.0051942,134.0,130.90148636340018
1250.0,3.0,0.3048,55.5,0.00452492,127.329,118.24769899704822
5000.0,9.9,0.1524,71.3,0.0193001,114.569,134.830034128083
2000.0,3.3,0.1016,39.6,0.00245138,132.301,129.77484064723743
1600.0,0.0,0.2286,31.7,0.0027238,125.625,106.6359514338493
3150.0,9.9,0.1524,31.7,0.0252785,112.209,112.94084951262933
200.0,15.4,0.0508,31.7,0.0289853,119.975,118.33053670096444
6300.0,2.7,0.1524,71.3,0.00243851,121.944,135.2870843867918
3150.0,0.0,0.0254,39.6,0.000428464,133.276,147.13672587812007
8000.0,0.0,0.1524,31.7,0.00209405,117.957,108.16094914477591
1250.0,5.4,0.1524,71.3,0.00401199,134.111,131.4511310914142
4000.0,9.9,0.1524,39.6,0.0233328,112.265,116.30677653744502
4000.0,4.0,0.2286,39.6,0.00473801,119.159,116.9167153272424
630.0,2.7,0.1524,39.6,0.00294804,125.809,124.03133363018716
1600.0,6.7,0.1016,71.3,0.00478288,136.678,132.2166423717537
6300.0,0.0,0.1524,31.7,0.00209405,119.737,108.16094914477591
800.0,8.4,0.0508,31.7,0.00580776,128.246,114.78346582902088
6300.0,3.0,0.3048,71.3,0.00425727,116.134,132.27627308265036
315.0,15.4,0.0508,31.7,0.0289853,122.845,118.33053670096444
2000.0,7.2,0.1524,71.3,0.00752039,128.643,132.2313104411947
800.0,5.4,0.1524,31.7,0.00525474,131.491,109.957998216273
2500.0,0.0,0.2286,55.5,0.00229336,126.54,111.383684326013
1000.0,0.0,0.1524,39.6,0.00193287,130.033,113.78109890510007
2500.0,3.0,0.3048,55.5,0.00452492,122.439,118.24769899704822
630.0,17.4,0.0254,55.5,0.0165706,122.411,122.63527800935154
6300.0,12.3,0.1016,71.3,0.0337792,113.958,136.37302320818392
3150.0,7.2,0.1524,71.3,0.00752039,116.783,132.2313104411947
800.0,17.4,0.0254,55.5,0.0165706,123.091,122.63527800935154
2000.0,0.0,0.0508,55.5,0.00076193,131.456,126.7497871715687
2000.0,9.5,0.0254,71.3,0.00420654,134.976,138.881231627505
800.0,4.0,0.3048,71.3,0.00497773,131.755,131.32775549431034
10000.0,3.0,0.3048,55.5,0.00452492,112.169,118.24769899704822
1600.0,22.2,0.0254,71.3,0.0214178,131.817,147.10789946758172
6300.0,0.0,0.1016,55.5,0.00131983,127.73,117.02282475312094
630.0,15.4,0.0508,31.7,0.0289853,124.685,118.33053670096444
400.0,8.4,0.0508,39.6,0.00566229,120.015,119.25145974748088
3150.0,0.0,0.1016,71.3,0.00121072,131.955,130.27571022008277
250.0,7.2,0.1524,39.6,0.00909175,127.488,113.8041284947309
1250.0,17.4,0.0254,31.7,0.0176631,128.306,120.07114864337994
