x0,x1,x2,x3,x4,"f(x,y)","f*(x,y)"
4000.0,15.4,0.0508,31.7,0.0289853,115.635,120.69795467118686
630.0,19.7,0.0508,39.6,0.036484,120.324,127.31791918547484
5000.0,12.3,0.1016,31.7,0.0418756,107.147,102.00532297495522
10000.0,0.0,0.3048,39.6,0.00310138,112.139,111.91180224647951
1000.0,3.3,0.1016,71.3,0.00202822,131.434,128.27479642961254
3150.0,11.2,0.0508,39.6,0.0150478,119.67,122.989085635575
1250.0,3.0,0.3048,55.5,0.00452492,127.329,128.54255990979772
315.0,19.7,0.0508,71.3,0.0341183,121.235,128.61107975782787
1000.0,0.0,0.0254,31.7,0.000439472,125.127,126.1768615335848
400.0,8.9,0.1016,71.3,0.0103088,138.123,130.70935546380488
6300.0,4.8,0.0254,71.3,0.000848633,134.498,128.38436121753625
5000.0,1.5,0.3048,39.6,0.00392107,116.241,119.20376156798326
3150.0,15.4,0.0508,55.5,0.0271925,123.46,125.45087994849513
6300.0,9.5,0.0254,55.5,0.0043284,124.222,129.08435751206403
8000.0,0.0,0.3048,31.7,0.00331266,110.515,117.01979370303442
2000.0,0.0,0.3048,39.6,0.00310138,123.689,123.89407531968126
250.0,17.4,0.0254,39.6,0.0172206,114.714,128.26847675695234
1000.0,9.5,0.0254,31.7,0.00461377,131.346,125.94140521890992
400.0,3.0,0.3048,71.3,0.00425727,127.564,128.61745010798342
2000.0,15.4,0.0508,39.6,0.0282593,123.443,120.77307518826443
1000.0,9.5,0.0254,55.5,0.0043284,130.332,129.66024173858477
630.0,17.4,0.0254,55.5,0.0165706,122.411,130.77634378667474
630.0,5.4,0.1524,31.7,0.00525474,131.471,127.35856936820065
1000.0,0.0,0.1016,55.5,0.00131983,129.8,127.9163431197774
8000.0,3.3,0.1016,39.6,0.00245138,118.091,124.2721618476208
4000.0,4.0,0.2286,39.6,0.00473801,119.159,119.52758201558638
1600.0,12.3,0.1016,55.5,0.0368233,121.824,124.29337671669563
4000.0,4.8,0.0254,55.5,0.000873218,133.924,129.87215364785172
1000.0,6.7,0.1016,55.5,0.0052139,137.233,127.40784692571933
5000.0,9.9,0.1524,39.6,0.0233328,111.135,108.31273058734948
630.0,4.0,0.2286,39.6,0.00473801,129.579,128.35316846365592
2500.0,6.7,0.1016,71.3,0.00478288,131.458,127.75127257511105
500.0,17.4,0.0254,71.3,0.016104,119.806,128.06180994693574
500.0,22.2,0.0254,71.3,0.0214178,117.967,129.70895957273126
8000.0,15.4,0.0508,71.3,0.0264269,112.675,116.16775342456197
2500.0,12.3,0.1016,71.3,0.0337792,121.318,121.45350376473408
400.0,4.0,0.2286,55.5,0.0042862,123.274,129.1129951267156
1000.0,3.3,0.1016,39.6,0.00245138,131.971,128.2976428612514
630.0,0.0,0.2286,55.5,0.00229336,126.16,129.52490362181436
630.0,12.3,0.1016,55.5,0.0368233,124.244,125.90068415711676
10000.0,7.2,0.1524,71.3,0.00752039,110.313,114.2860097132961
250.0,12.3,0.1016,55.5,0.0368233,133.294,128.0866055387161
8000.0,0.0,0.1016,55.5,0.00131983,124.45,128.47741644774834
12500.0,1.5,0.3048,39.6,0.00392107,106.111,106.61819148924633
630.0,3.3,0.1016,55.5,0.002211,126.599,129.61502016436035
3150.0,22.2,0.0254,39.6,0.0229028,120.856,124.41794355874828
630.0,2.0,0.2286,71.3,0.00293031,127.356,130.46522439892084
2500.0,4.8,0.0254,31.7,0.000930789,132.588,127.17181849863675
6300.0,0.0,0.2286,55.5,0.00229336,118.41,125.38237579655512
1250.0,9.5,0.0254,71.3,0.00420654,131.656,129.34501322602745
630.0,9.5,0.0254,39.6,0.00449821,126.514,129.98775608320392
2000.0,9.9,0.1524,55.5,0.0208438,119.505,124.30138721866366
500.0,5.4,0.1524,55.5,0.00433288,129.367,127.49296774232624
6300.0,4.2,0.0508,71.3,0.00142788,129.308,129.92274843674812
10000.0,1.5,0.3048,71.3,0.00336729,113.492,113.45521307394378
10000.0,0.0,0.0254,31.7,0.000439472,134.227,125.92190047774159
630.0,12.7,0.0254,39.6,0.0130253,128.867,129.08502129985078
630.0,12.7,0.0254,71.3,0.0121808,128.878,129.54296278164657
4000.0,15.4,0.0508,55.5,0.0271925,120.92,123.62209243832919
2500.0,15.4,0.0508,71.3,0.0264269,127.625,124.316183920936
2500.0,0.0,0.1524,39.6,0.00193287,126.863,128.54661098918433
2500.0,5.3,0.2286,39.6,0.00614329,116.151,121.47404966791314
500.0,15.6,0.1016,71.3,0.0437259,130.638,124.13724931267497
1000.0,19.7,0.0508,71.3,0.0341183,121.885,126.91564001834817
2000.0,9.5,0.0254,31.7,0.00461377,130.496,127.20294904640456
1250.0,9.5,0.0254,55.5,0.0043284,132.202,129.8977747235772
8000.0,3.0,0.3048,71.3,0.00425727,114.634,115.42448528498369
12500.0,0.0,0.0254,31.7,0.000439472,128.977,125.55167034591378
630.0,7.3,0.2286,31.7,0.0132672,126.189,122.9666562232743
4000.0,7.3,0.2286,31.7,0.0132672,112.639,115.10209925768504
5000.0,9.5,0.0254,39.6,0.00449821,125.044,127.92397587513942
3150.0,0.0,0.3048,55.5,0.00283081,123.236,124.9130281558582
3150.0,22.2,0.0254,71.3,0.0214178,124.127,128.32356896287388
5000.0,0.0,0.1016,71.3,0.00121072,130.795,127.29652524123264
10000.0,0.0,0.0254,71.3,0.000400682,130.787,129.51403501365292
5000.0,12.6,0.1524,71.3,0.0483159,108.034,90.28715069123614
2000.0,0.0,0.0254,39.6,0.000428464,130.026,127.80019929524943
6300.0,0.0,0.0254,31.7,0.000439472,138.537,127.51996160586083
1250.0,15.4,0.0508,71.3,0.0264269,130.845,128.38726704740358
3150.0,7.3,0.2286,39.6,0.0123481,114.309,115.3700103838301
12500.0,0.0,0.0508,55.5,0.00076193,125.376,127.84263982771256
10000.0,1.5,0.3048,39.6,0.00392107,108.991,112.47887671571985
6300.0,4.8,0.0254,39.6,0.000907475,134.336,127.5906556325659
5000.0,15.4,0.0508,39.6,0.0282593,114.453,121.64599652292195
12500.0,0.0,0.0508,39.6,0.000791822,123.988,126.53827121217589
4000.0,12.3,0.1016,71.3,0.0337792,118.018,116.87815227555448
630.0,6.7,0.1016,55.5,0.0052139,133.023,130.33728104526608
630.0,0.0,0.1524,31.7,0.00209405,125.997,127.94716088335996
400.0,17.4,0.0254,71.3,0.016104,117.396,127.75330343236153
1600.0,5.4,0.1524,55.5,0.00433288,130.567,126.16824871919428
3150.0,12.3,0.1016,55.5,0.0368233,116.914,118.83619696985929
3150.0,0.0,0.1016,71.3,0.00121072,131.955,130.64404751116314
1000.0,4.0,0.2286,71.3,0.00400603,131.708,128.58653626176442
1600.0,2.0,0.2286,31.7,0.00372371,125.797,123.11942476781151
1000.0,0.0,0.3048,39.6,0.00310138,127.899,127.92876194302765
1250.0,8.4,0.0508,31.7,0.00580776,130.156,127.84443614068033
10000.0,3.0,0.3048,71.3,0.00425727,110.224,114.62105202106513
1250.0,12.7,0.0254,39.6,0.0130253,130.777,130.03184221369975
2500.0,0.0,0.1016,55.5,0.00131983,133.04,130.42976291863172
1000.0,7.3,0.2286,55.5,0.0111706,125.194,126.10908543986955
5000.0,7.2,0.1524,39.6,0.00909175,113.288,119.86137451344325
800.0,4.0,0.3048,71.3,0.00497773,131.755,129.79633151499883
1000.0,2.0,0.2286,31.7,0.00372371,130.307,125.86953600705425
1000.0,0.0,0.1016,39.6,0.00146332,130.781,126.77122946613338
2500.0,4.0,0.2286,55.5,0.0042862,122.384,126.35020461619204
2000.0,0.0,0.3048,71.3,0.00266337,127.461,127.6773645572458
6300.0,1.5,0.3048,39.6,0.00392107,114.751,119.64371499682838
2000.0,5.3,0.2286,71.3,0.0051942,125.89,127.2039966265435
630.0,5.4,0.1524,71.3,0.00401199,128.971,129.53944126816475
8000.0,0.0,0.0254,39.6,0.000428464,135.866,129.87153763161857
5000.0,2.0,0.2286,55.5,0.00313525,120.472,125.23598202786864
1000.0,4.0,0.2286,39.6,0.00473801,129.969,126.29994146702458
2000.0,0.0,0.1016,39.6,0.00146332,133.251,129.85786229599097
315.0,15.4,0.0508,31.7,0.0289853,122.845,125.68092894001225
2500.0,0.0,0.3048,31.7,0.00331266,120.755,122.38704510532884
315.0,12.3,0.1016,55.5,0.0368233,135.674,127.29076288824487
400.0,9.9,0.1524,71.3,0.0193001,135.079,128.414384151595
200.0,15.6,0.1016,39.6,0.0528487,123.514,126.96141384479631
800.0,0.0,0.1524,55.5,0.00172668,126.713,129.521293458538
2000.0,4.8,0.0254,31.7,0.000930789,130.148,127.96756681240826
10000.0,0.0,0.0254,39.6,0.000428464,133.376,127.62033556496375
630.0,0.0,0.1016,55.5,0.00131983,126.17,129.8906823015697
800.0,15.4,0.0508,39.6,0.0282593,128.423,127.05420426989743
1000.0,12.6,0.1524,71.3,0.0483159,122.044,122.15281208562723
12500.0,4.8,0.0254,71.3,0.000848633,127.688,127.75800733751126
1000.0,5.4,0.1524,55.5,0.00433288,132.127,128.67072863719994
800.0,0.0,0.2286,31.7,0.0027238,130.725,127.19061859272243
6300.0,4.0,0.2286,55.5,0.0042862,117.154,124.16548797965551
2500.0,0.0,0.1016,31.7,0.00150092,132.003,126.1789478777429
5000.0,12.3,0.1016,55.5,0.0368233,112.014,110.01968930387477
5000.0,8.9,0.1016,71.3,0.0103088,116.723,121.6787406903423
1600.0,0.0,0.2286,39.6,0.00253511,127.095,127.16677294337637
3150.0,0.0,0.2286,55.5,0.00229336,125.16,125.51897162918732
800.0,7.3,0.2286,31.7,0.0132672,123.209,120.97998370514406
630.0,15.4,0.0508,31.7,0.0289853,124.685,126.04260857130014
630.0,3.0,0.3048,39.6,0.00495741,129.292,128.54955417721874
3150.0,15.4,0.0508,39.6,0.0282593,120.513,119.9291342933758
6300.0,0.0,0.2286,71.3,0.00214345,122.044,123.38584183249087
3150.0,3.3,0.1016,71.3,0.00202822,132.114,128.334239191901
400.0,15.4,0.0508,39.6,0.0282593,125.353,128.28034240647082
2500.0,8.9,0.1016,71.3,0.0103088,123.623,125.17686834518604
6300.0,22.2,0.0254,71.3,0.0214178,123.127,123.24933737983224
2500.0,8.4,0.0508,39.6,0.00566229,127.465,126.22034265201037
1600.0,9.9,0.1524,39.6,0.0233328,118.545,120.77842347021789
8000.0,0.0,0.1524,55.5,0.00172668,121.903,125.63675945013156
250.0,19.7,0.0508,39.6,0.036484,127.224,128.05899635453693
1000.0,8.9,0.1016,39.6,0.0124596,129.58,125.90223531335468
1000.0,15.6,0.1016,39.6,0.0528487,119.224,120.49522376351439
6300.0,0.0,0.1016,39.6,0.00146332,125.631,127.75209079334236
200.0,12.3,0.1016,71.3,0.0337792,130.588,126.84255772849889
800.0,3.3,0.1016,31.7,0.00251435,131.362,127.89402212133155
16000.0,2.7,0.1524,71.3,0.00243851,110.364,119.94766481490598
6300.0,2.7,0.1524,39.6,0.00294804,119.209,120.71415481527197
1000.0,3.0,0.3048,71.3,0.00425727,129.004,128.46027389291254
4000.0,7.3,0.2286,71.3,0.0104404,119.208,116.37605244144589
8000.0,0.0,0.0254,55.5,0.00041229,136.163,130.56884056630338
1600.0,0.0,0.2286,71.3,0.00214345,129.134,130.4213328025083
5000.0,9.5,0.0254,71.3,0.00420654,131.186,128.87415430845263
8000.0,1.5,0.3048,39.6,0.00392107,112.251,114.95042839243064
3150.0,0.0,0.1524,71.3,0.0015988,129.377,129.71073411154538
10000.0,0.0,0.1524,55.5,0.00172668,119.253,123.88039454400425
3150.0,5.4,0.1524,71.3,0.00401199,123.311,126.54928862375624
800.0,12.3,0.1016,31.7,0.0418756,120.037,119.89098831152774
8000.0,0.0,0.3048,55.5,0.00283081,116.476,123.00022579058272
8000.0,4.0,0.2286,71.3,0.00400603,112.848,121.26420944788015
500.0,6.7,0.1016,31.7,0.00592927,130.206,126.0546750169498
5000.0,4.2,0.0508,39.6,0.00152689,129.777,126.71797864733011
10000.0,3.3,0.1016,55.5,0.002211,115.659,124.04348889085205
800.0,9.9,0.1524,39.6,0.0233328,126.345,120.85737860874636
4000.0,8.4,0.0508,71.3,0.00529514,126.926,128.52208784694298
10000.0,2.0,0.2286,71.3,0.00293031,113.086,122.38808120900981
1250.0,8.9,0.1016,71.3,0.0103088,132.793,128.63235364070334
1000.0,5.4,0.1524,39.6,0.00485029,130.507,126.99613987244649
1250.0,3.0,0.3048,31.7,0.00529514,124.838,123.60325717787481
2000.0,0.0,0.1524,31.7,0.00209405,128.907,126.823398362879
1250.0,7.2,0.1524,71.3,0.00752039,132.513,130.40816557359622
1000.0,0.0,0.1016,71.3,0.00121072,128.825,127.61553445018507
800.0,6.7,0.1016,71.3,0.00478288,134.478,131.02697821613756
800.0,7.3,0.2286,39.6,0.0123481,126.299,123.57961481089683
5000.0,7.3,0.2286,55.5,0.0111706,113.144,114.70702241013174
315.0,9.9,0.1524,71.3,0.0193001,135.459,126.55685238604514
6300.0,5.4,0.1524,71.3,0.00401199,116.411,122.42983975025135
2500.0,4.0,0.3048,39.6,0.00579636,120.233,120.44765260882365
630.0,2.0,0.2286,55.5,0.00313525,126.842,128.47449783115
4000.0,11.2,0.0508,71.3,0.014072,122.471,124.19487292461648
800.0,12.6,0.1524,71.3,0.0483159,123.054,122.1958219858706
3150.0,15.6,0.1016,39.6,0.0528487,109.254,108.80393239679077
400.0,4.0,0.3048,39.6,0.00579636,128.633,128.11745800558035
5000.0,4.8,0.0254,55.5,0.000873218,135.484,129.56548021549156
1000.0,0.0,0.1524,39.6,0.00193287,130.033,127.65235063748807
630.0,9.5,0.0254,31.7,0.00461377,129.006,127.20077323570409
630.0,9.9,0.1524,39.6,0.0233328,126.465,123.7439753176206
800.0,4.0,0.2286,71.3,0.00400603,130.688,130.17148081285075
1600.0,2.0,0.2286,55.5,0.00313525,126.752,127.98583995589189
400.0,9.5,0.0254,31.7,0.00461377,124.756,127.78264176813599
3150.0,0.0,0.2286,31.7,0.0027238,123.445,122.13588482828457
1000.0,8.9,0.1016,71.3,0.0103088,135.433,129.26526483756803
315.0,9.5,0.0254,31.7,0.00461377,122.766,126.28434977510335
1000.0,17.4,0.0254,71.3,0.016104,125.816,127.65916457916936
12500.0,2.7,0.1524,71.3,0.00243851,113.034,119.3402569716028
400.0,7.3,0.2286,71.3,0.0104404,139.438,129.43954612662748
500.0,4.0,0.2286,39.6,0.00473801,127.039,126.51197117034711
200.0,15.6,0.1016,71.3,0.0437259,130.898,129.46965777188555
3150.0,0.0,0.3048,31.7,0.00331266,119.135,119.35405944909022
6300.0,3.0,0.3048,71.3,0.00425727,116.134,119.17783598556665
800.0,2.0,0.2286,39.6,0.00346574,129.037,129.1921388565894
200.0,17.4,0.0254,39.6,0.0172206,114.044,128.2448164328306
16000.0,4.8,0.0254,55.5,0.000873218,124.394,125.55700179332099
1250.0,15.6,0.1016,71.3,0.0437259,123.178,123.64517896367889
800.0,9.5,0.0254,39.6,0.00449821,129.014,129.81483021941264
1250.0,4.2,0.0508,39.6,0.00152689,128.427,128.43212026294177
16000.0,0.0,0.0254,39.6,0.000428464,124.986,125.25509465158325
5000.0,7.3,0.2286,31.7,0.0132672,111.029,107.42688794141988
10000.0,0.0,0.1524,39.6,0.00193287,115.413,118.48327015201076
5000.0,3.0,0.3048,71.3,0.00425727,118.134,122.10085179417521
1000.0,7.3,0.2286,71.3,0.0104404,126.838,125.52239484884748
5000.0,8.9,0.1016,39.6,0.0124596,113.08,120.10933623836331
5000.0,4.8,0.0254,39.6,0.000907475,135.426,127.98265855839128
2000.0,8.9,0.1016,71.3,0.0103088,124.233,126.03665872328666
16000.0,0.0,0.0254,55.5,0.00041229,125.683,126.96252209310589
16000.0,0.0,0.1524,71.3,0.0015988,113.297,119.56629048696314
500.0,0.0,0.1524,55.5,0.00172668,120.573,128.57339354294146
2000.0,9.9,0.1524,71.3,0.0193001,120.779,122.16143762834557
1600.0,4.0,0.2286,39.6,0.00473801,125.319,123.51240847413155
5000.0,8.4,0.0508,55.5,0.00544854,115.812,127.41800475997013
1600.0,9.5,0.0254,31.7,0.00461377,131.036,127.33457804112837
2500.0,15.4,0.0508,39.6,0.0282593,122.413,121.45846430189195
800.0,4.8,0.0254,39.6,0.000907475,120.766,127.41663309978301
200.0,7.3,0.2286,55.5,0.0111706,135.234,127.2881543275711
2000.0,0.0,0.1524,71.3,0.0015988,128.647,130.81049511906946
630.0,15.6,0.1016,39.6,0.0528487,118.084,120.96258626464696
500.0,4.0,0.2286,31.7,0.00509068,128.939,125.62971268500013
500.0,6.7,0.1016,39.6,0.00578076,130.955,128.2470484558496
3150.0,9.9,0.1524,39.6,0.0233328,113.525,115.5056597812104
20000.0,0.0,0.2286,71.3,0.00214345,114.474,117.42840610529328
1600.0,3.3,0.1016,55.5,0.002211,133.649,130.04799514030344
6300.0,3.0,0.3048,39.6,0.00495741,114.042,113.73999292753206
1250.0,1.5,0.3048,39.6,0.00392107,125.211,126.95288629439312
2000.0,11.2,0.0508,39.6,0.0150478,124.42,126.48654714393956
3150.0,4.8,0.0254,39.6,0.000907475,133.436,129.73385751597758
5000.0,9.5,0.0254,55.5,0.0043284,128.412,129.39887959878095
500.0,0.0,0.3048,39.6,0.00310138,126.959,126.4286467768039
1600.0,8.9,0.1016,71.3,0.0103088,128.763,126.81535273129285
630.0,0.0,0.2286,39.6,0.00253511,128.705,128.46136890540575
3150.0,0.0,0.1524,55.5,0.00172668,127.753,127.75492394813129
3150.0,7.2,0.1524,39.6,0.00909175,111.818,119.9375764547217
800.0,22.2,0.0254,71.3,0.0214178,123.227,130.41628814526493
1000.0,1.5,0.3048,39.6,0.00392107,127.581,126.11495043176373
4000.0,0.0,0.0508,39.6,0.000791822,135.308,129.1033802184658
2500.0,5.4,0.1524,31.7,0.00525474,119.151,122.79610541420337
1250.0,7.3,0.2286,71.3,0.0104404,127.358,124.96226922718441
2500.0,0.0,0.1016,39.6,0.00146332,132.611,129.30481197343732
1250.0,0.0,0.1524,55.5,0.00172668,129.953,129.81067837450263
1250.0,5.4,0.1524,71.3,0.00401199,134.111,127.84224762233401
3150.0,8.4,0.0508,55.5,0.00544854,128.402,129.07666458582005
6300.0,12.7,0.0254,39.6,0.0130253,123.177,122.88227674059486
10000.0,4.8,0.0254,55.5,0.000873218,126.944,127.43346798070064
5000.0,12.3,0.1016,39.6,0.0408268,108.625,105.37069407841213
8000.0,4.0,0.3048,71.3,0.00497773,113.665,116.04444829284296
400.0,6.7,0.1016,39.6,0.00578076,128.295,129.33964462805724
400.0,8.4,0.0508,39.6,0.00566229,120.015,128.03599668437425
3150.0,8.9,0.1016,71.3,0.0103088,123.263,122.42014612932917
250.0,15.4,0.0508,71.3,0.0264269,124.835,127.45474383772535
8000.0,4.2,0.0508,71.3,0.00142788,125.268,128.33136921167682
250.0,4.0,0.3048,39.6,0.00579636,123.543,126.8154820058098
8000.0,5.4,0.1524,55.5,0.00433288,114.927,125.42994406696319
3150.0,19.7,0.0508,39.6,0.036484,113.004,120.66862553168198
2000.0,0.0,0.0508,71.3,0.000740478,131.06,129.54086729240066
5000.0,7.3,0.2286,39.6,0.0123481,111.959,112.6555555254755
1600.0,4.2,0.0508,39.6,0.00152689,130.197,129.1945102895295
1600.0,8.4,0.0508,31.7,0.00580776,129.296,126.63889167766288
2000.0,6.7,0.1016,55.5,0.0052139,129.653,128.6388931366248
400.0,0.0,0.2286,31.7,0.0027238,123.635,127.06930399821613
