x0,x1,x2,x3,x4,"f(x,y)","f*(x,y)"
200.0,11.2,0.0508,39.6,0.0150478,125.01,127.88190048269546
2500.0,7.3,0.2286,39.6,0.0123481,116.559,120.33961730725184
3150.0,15.4,0.0508,71.3,0.0264269,125.715,122.64173089589961
800.0,17.4,0.0254,39.6,0.0172206,135.324,126.57377280339318
6300.0,5.4,0.1524,39.6,0.00485029,116.677,121.39482099888768
1250.0,9.9,0.1524,55.5,0.0208438,121.635,124.23047072223272
2000.0,12.7,0.0254,71.3,0.0121808,134.228,124.71210642084006
800.0,8.4,0.0508,55.5,0.00544854,128.562,127.04232244667269
315.0,12.6,0.1524,39.6,0.0584113,116.02,122.32130333734688
2500.0,5.3,0.2286,71.3,0.0051942,123.74,126.68292607549066
1250.0,6.7,0.1016,39.6,0.00578076,132.395,126.13018994720238
250.0,15.4,0.0508,55.5,0.0271925,124.17,126.79717735910079
630.0,9.5,0.0254,55.5,0.0043284,125.452,127.19133549016743
2000.0,0.0,0.1524,39.6,0.00193287,129.633,125.87341667202391
4000.0,7.3,0.2286,55.5,0.0111706,117.284,122.20424927992133
5000.0,2.7,0.1524,71.3,0.00243851,124.364,126.54085430880794
4000.0,12.3,0.1016,39.6,0.0408268,110.905,108.73309319293163
2500.0,8.4,0.0508,31.7,0.00580776,125.576,126.88596237465948
800.0,9.9,0.1524,55.5,0.0208438,126.565,125.56938268664626
12500.0,0.0,0.3048,71.3,0.00266337,112.241,124.7193213104327
5000.0,4.2,0.0508,71.3,0.00142788,132.828,126.67942891054118
4000.0,3.0,0.3048,55.5,0.00452492,118.689,125.39718798606066
2500.0,12.3,0.1016,39.6,0.0408268,113.315,115.00740009980512
4000.0,15.4,0.0508,39.6,0.0282593,118.113,116.25485658673534
16000.0,0.0,0.2286,71.3,0.00214345,114.984,124.45709933410721
400.0,19.7,0.0508,71.3,0.0341183,123.865,126.11587884645506
2500.0,2.7,0.1524,71.3,0.00243851,128.334,127.19867599870933
3150.0,8.4,0.0508,31.7,0.00580776,122.086,125.96955005879761
1250.0,3.0,0.3048,39.6,0.00495741,125.802,123.81166049620383
1250.0,9.9,0.1524,31.7,0.0252785,118.619,119.0713650752408
2000.0,0.0,0.3048,31.7,0.00331266,122.375,122.36732293332904
3150.0,12.6,0.1524,71.3,0.0483159,113.334,117.64019862393788
2000.0,0.0,0.1524,55.5,0.00172668,129.673,127.12865277850776
