x0,x1,x2,x3,x4,"f(x,y)","f*(x,y)"
6300.0,2.0,0.2286,55.5,0.00313525,118.712,122.72757847672494
2500.0,15.4,0.0508,31.7,0.0289853,119.945,119.76304598261422
400.0,15.4,0.0508,39.6,0.0282593,125.353,123.52822006408161
10000.0,0.0,0.0254,31.7,0.000439472,134.227,129.34850059331728
400.0,9.9,0.1524,31.7,0.0252785,128.939,121.83846174807331
4000.0,0.0,0.1524,55.5,0.00172668,127.233,127.29912561711109
1000.0,12.3,0.1016,31.7,0.0418756,119.777,120.5242706692409
630.0,2.0,0.2286,39.6,0.00346574,127.417,126.40202529746017
315.0,4.0,0.3048,71.3,0.00497773,128.175,128.34208847227228
400.0,2.0,0.2286,31.7,0.00372371,123.417,125.00425312791457
630.0,15.6,0.1016,71.3,0.0437259,122.288,126.25173236918991
400.0,3.0,0.3048,55.5,0.00452492,126.159,124.43334696720655
800.0,19.7,0.0508,39.6,0.036484,119.174,121.50899412928135
5000.0,5.3,0.2286,71.3,0.0051942,118.05,124.95512344164072
8000.0,0.0,0.0254,55.5,0.00041229,136.163,133.52200531641972
6300.0,4.0,0.2286,55.5,0.0042862,117.154,122.07351335152467
1000.0,4.8,0.0254,39.6,0.000907475,122.956,129.5548022450869
10000.0,0.0,0.1016,39.6,0.00146332,119.561,123.36229587593388
1000.0,8.4,0.0508,39.6,0.00566229,130.195,126.75946280962609
2000.0,4.8,0.0254,39.6,0.000907475,128.916,129.42135003920455
500.0,15.4,0.0508,39.6,0.0282593,125.963,123.36581029396666
630.0,7.3,0.2286,71.3,0.0104404,133.768,127.62270684649113
12500.0,2.7,0.1524,71.3,0.00243851,113.034,122.62389590090577
800.0,7.3,0.2286,55.5,0.0111706,128.444,124.0296657811555
6300.0,0.0,0.2286,55.5,0.00229336,118.41,121.58657684627079
630.0,15.4,0.0508,31.7,0.0289853,124.685,122.87813282169468
6300.0,1.5,0.3048,71.3,0.00336729,118.122,122.44862326245672
1250.0,15.6,0.1016,39.6,0.0528487,118.214,119.16774799347384
2500.0,4.2,0.0508,39.6,0.00152689,133.847,128.8297486385752
400.0,8.4,0.0508,55.5,0.00544854,121.582,128.24016129801197
1250.0,3.3,0.1016,39.6,0.00245138,133.211,128.24574888114435
630.0,2.0,0.2286,55.5,0.00313525,126.842,127.17179535172494
4000.0,4.2,0.0508,39.6,0.00152689,131.807,128.46033976760748
2000.0,9.5,0.0254,31.7,0.00461377,130.496,125.8963069404336
3150.0,8.4,0.0508,39.6,0.00566229,123.965,125.58889324231839
1600.0,15.6,0.1016,71.3,0.0437259,121.528,123.84183901691718
1600.0,2.7,0.1524,71.3,0.00243851,130.644,128.27916377324618
200.0,12.6,0.1524,39.6,0.0584113,114.75,122.19138035335422
4000.0,2.0,0.2286,71.3,0.00293031,124.086,125.45106964505194
3150.0,7.3,0.2286,39.6,0.0123481,114.309,120.6203748688786
5000.0,2.0,0.2286,31.7,0.00372371,118.267,120.72198662791456
5000.0,0.0,0.2286,31.7,0.0027238,120.505,119.50107792150325
5000.0,4.8,0.0254,55.5,0.000873218,135.484,131.0693278174515
3150.0,2.0,0.2286,71.3,0.00293031,126.116,126.07376052005193
10000.0,0.0,0.0254,71.3,0.000400682,130.787,126.79303548862997
