x0,x1,x2,x3,x4,"f(x,y)","f*(x,y)"
8000.0,0.0,0.1016,31.7,0.00150092,120.193,122.96807096751311
12500.0,2.7,0.1524,39.6,0.00294804,108.649,121.56529953639827
3150.0,4.0,0.2286,55.5,0.0042862,122.394,125.17701826177401
3150.0,19.7,0.0508,39.6,0.036484,113.004,113.18254085545166
4000.0,22.2,0.0254,71.3,0.0214178,123.917,123.44398528130483
3150.0,0.0,0.0254,55.5,0.00041229,130.503,126.59122440350956
1600.0,8.9,0.1016,71.3,0.0103088,128.763,127.81735640611747
200.0,12.3,0.1016,39.6,0.0408268,128.545,121.50145605079729
5000.0,9.9,0.1524,55.5,0.0208438,112.065,121.52159927541945
4000.0,12.3,0.1016,39.6,0.0408268,110.905,110.79868196607207
315.0,7.3,0.2286,55.5,0.0111706,136.284,126.56575393169818
2500.0,12.6,0.1524,39.6,0.0584113,106.88,109.50223920958626
3150.0,5.4,0.1524,71.3,0.00401199,123.311,128.19127421711573
3150.0,7.3,0.2286,39.6,0.0123481,114.309,121.1355693708105
2500.0,12.7,0.0254,71.3,0.0121808,134.058,125.70987632350803
1600.0,22.2,0.0254,39.6,0.0229028,122.216,120.52105735780465
200.0,9.9,0.1524,71.3,0.0193001,134.319,128.6037447361694
315.0,19.7,0.0508,39.6,0.036484,129.864,121.9080640963509
3150.0,9.9,0.1524,31.7,0.0252785,112.209,115.0343216211481
315.0,15.4,0.0508,31.7,0.0289853,122.845,125.1865043097125
5000.0,0.0,0.1524,55.5,0.00172668,125.203,125.52664371639561
4000.0,4.2,0.0508,39.6,0.00152689,131.807,125.7565476252206
1000.0,3.0,0.3048,31.7,0.00529514,126.838,124.48734831642943
8000.0,0.0,0.0508,55.5,0.00076193,130.156,126.21282996433038
4000.0,5.3,0.2286,71.3,0.0051942,120.33,126.85192921818413
630.0,4.8,0.0254,31.7,0.000930789,120.078,125.66671518292097
400.0,7.2,0.1524,71.3,0.00752039,130.123,129.13080368173456
3150.0,0.0,0.3048,55.5,0.00283081,123.236,124.24504940529401
630.0,22.2,0.0254,71.3,0.0214178,120.657,126.36260951052233
2000.0,0.0,0.0254,55.5,0.00041229,127.623,126.62675153792961
