x0,x1,x2,x3,x4,"f(x,y)","f*(x,y)"
6300.0,9.9,0.1524,39.6,0.0233328,109.885,125.20104542506738
8000.0,3.3,0.1016,71.3,0.00202822,121.234,124.49402112125968
1000.0,5.4,0.1524,55.5,0.00433288,132.127,125.48625521812546
630.0,4.0,0.3048,39.6,0.00579636,131.073,125.19532672063622
400.0,5.3,0.2286,71.3,0.0051942,127.7,128.42134223132888
4000.0,0.0,0.0508,39.6,0.000791822,135.308,125.52087935547166
2500.0,19.7,0.0508,39.6,0.036484,116.184,122.46352840998478
500.0,2.0,0.2286,55.5,0.00313525,124.692,125.81561412390012
800.0,22.2,0.0254,39.6,0.0229028,137.076,123.95018660596756
6300.0,0.0,0.1016,39.6,0.00146332,125.631,125.56276154458718
1000.0,0.0,0.1524,71.3,0.0015988,127.307,129.58130140799
1000.0,3.3,0.1016,55.5,0.002211,131.129,125.02995301028997
4000.0,15.4,0.0508,55.5,0.0271925,120.92,123.29171375923694
2500.0,0.0,0.0508,31.7,0.000812164,134.87,123.40390600060742
250.0,22.2,0.0254,39.6,0.0229028,117.386,123.83946934077123
1250.0,9.5,0.0254,31.7,0.00461377,131.446,125.70292095743169
6300.0,4.0,0.2286,71.3,0.00400603,118.618,121.65054557139383
800.0,2.7,0.1524,39.6,0.00294804,128.829,124.11141627083757
2000.0,2.7,0.1524,39.6,0.00294804,128.139,124.14356390458579
4000.0,0.0,0.2286,39.6,0.00253511,123.465,125.52092559030098
4000.0,0.0,0.1524,31.7,0.00209405,123.807,123.14388756451102
12500.0,1.5,0.3048,39.6,0.00392107,106.111,124.9507242901814
10000.0,3.3,0.1016,71.3,0.00202822,116.694,123.0732457830006
3150.0,0.0,0.1016,55.5,0.00131983,131.78,125.44633233030758
6300.0,7.3,0.2286,39.6,0.0123481,110.839,124.26125974627158
1000.0,9.5,0.0254,71.3,0.00420654,129.556,128.7762338884961
1000.0,12.7,0.0254,39.6,0.0130253,130.947,120.99323156001745
3150.0,5.4,0.1524,39.6,0.00485029,119.137,125.12086162120372
800.0,3.3,0.1016,39.6,0.00245138,129.991,127.03292632076594
400.0,7.3,0.2286,71.3,0.0104404,139.438,128.37895345511254
5000.0,0.0,0.3048,31.7,0.00331266,115.645,122.96598461468747
5000.0,2.7,0.1524,71.3,0.00243851,124.364,126.85135991648272
