x0,x1,x2,x3,x4,"f(x,y)","f*(x,y)"
1000.0,4.8,0.0254,39.6,0.000907475,122.956,127.13780205007077
3150.0,0.0,0.1016,55.5,0.00131983,131.78,127.81683379552364
1000.0,8.4,0.0508,39.6,0.00566229,130.195,126.1024253587716
2000.0,4.8,0.0254,39.6,0.000907475,128.916,124.90205833941441
500.0,15.4,0.0508,39.6,0.0282593,125.963,120.30460758150191
630.0,7.3,0.2286,71.3,0.0104404,133.768,123.04237492283556
12500.0,2.7,0.1524,71.3,0.00243851,113.034,124.30259814269766
800.0,7.3,0.2286,55.5,0.0111706,128.444,124.32881545322846
6300.0,0.0,0.2286,55.5,0.00229336,118.41,126.28199308938164
630.0,15.4,0.0508,31.7,0.0289853,124.685,122.27741386330804
6300.0,1.5,0.3048,71.3,0.00336729,118.122,123.75568276738781
3150.0,0.0,0.1016,39.6,0.00146332,130.961,123.87861052619857
2500.0,4.2,0.0508,39.6,0.00152689,133.847,127.22668435610503
400.0,8.4,0.0508,55.5,0.00544854,121.582,127.53711520774868
1600.0,3.3,0.1016,39.6,0.00245138,133.071,123.69965389934342
630.0,2.0,0.2286,55.5,0.00313525,126.842,126.24489790745449
4000.0,4.2,0.0508,39.6,0.00152689,131.807,124.26670713864743
2000.0,9.5,0.0254,39.6,0.00449821,131.274,124.3595303892644
3150.0,8.4,0.0508,39.6,0.00566229,123.965,123.86306239558915
500.0,12.3,0.1016,31.7,0.0418756,118.667,119.06933687754851
1600.0,2.7,0.1524,71.3,0.00243851,130.644,125.34141149699296
200.0,12.6,0.1524,39.6,0.0584113,114.75,120.52971618498141
4000.0,2.0,0.2286,71.3,0.00293031,124.086,124.27249018435876
3150.0,7.3,0.2286,39.6,0.0123481,114.309,120.97780611807107
200.0,15.6,0.1016,39.6,0.0528487,123.514,121.18167784838494
5000.0,0.0,0.2286,31.7,0.0027238,120.505,124.01680376010721
5000.0,4.8,0.0254,55.5,0.000873218,135.484,129.56339601829802
3150.0,2.0,0.2286,71.3,0.00293031,126.116,124.48857303294983
10000.0,0.0,0.0254,71.3,0.000400682,130.787,126.11048042250808
800.0,15.4,0.0508,31.7,0.0289853,125.555,122.13323235250799
800.0,0.0,0.2286,55.5,0.00229336,127.53,126.2820036676614
3150.0,0.0,0.0254,55.5,0.00041229,130.503,128.94302027442058
3150.0,9.9,0.1524,71.3,0.0193001,116.849,122.47295766518702
8000.0,0.0,0.1524,55.5,0.00172668,121.903,127.63417470498649
1250.0,4.8,0.0254,39.6,0.000907475,125.026,127.47254394512676
8000.0,3.0,0.3048,39.6,0.00495741,110.652,121.86438941560893
800.0,22.2,0.0254,39.6,0.0229028,137.076,121.97976312059106
1600.0,8.4,0.0508,55.5,0.00544854,133.032,127.50838915677127
2500.0,8.4,0.0508,31.7,0.00580776,125.576,127.66064676126274
4000.0,0.0,0.3048,55.5,0.00283081,121.106,125.31440967221836
10000.0,4.0,0.3048,71.3,0.00497773,110.905,122.0924878848761
2000.0,3.0,0.3048,31.7,0.00529514,120.088,122.39886733915411
2500.0,0.0,0.3048,55.5,0.00283081,124.106,128.27438688967595
1000.0,0.0,0.1016,71.3,0.00121072,128.825,128.48831984279144
4000.0,15.4,0.0508,71.3,0.0264269,122.675,123.02200725775171
500.0,5.3,0.2286,39.6,0.00614329,132.251,121.01959808812423
315.0,12.3,0.1016,39.6,0.0408268,129.415,122.21188389142961
250.0,9.5,0.0254,31.7,0.00461377,120.136,126.36482399339641
1000.0,0.0,0.1016,31.7,0.00150092,131.313,126.9965668508339
200.0,9.9,0.1524,31.7,0.0252785,127.299,123.36589446587323
2500.0,22.2,0.0254,71.3,0.0214178,126.097,126.5534296890223
500.0,4.8,0.0254,31.7,0.000930789,116.128,124.92238636890443
800.0,0.0,0.0508,71.3,0.000740478,130.96,126.98782641936667
1250.0,3.0,0.3048,39.6,0.00495741,125.802,123.96401636823128
800.0,3.0,0.3048,39.6,0.00495741,129.552,121.39429242380054
630.0,12.6,0.1524,39.6,0.0584113,116.55,118.72543370387523
5000.0,0.0,0.0508,71.3,0.000740478,134.43,127.70075818337158
500.0,19.7,0.0508,71.3,0.0341183,126.995,122.30837193968328
3150.0,0.0,0.0254,39.6,0.000428464,133.276,124.97200626648952
6300.0,3.0,0.3048,31.7,0.00529514,109.718,122.39961842215595
630.0,12.3,0.1016,31.7,0.0418756,119.287,120.04550107904969
1250.0,15.6,0.1016,39.6,0.0528487,118.214,121.80293780090945
630.0,5.3,0.2286,71.3,0.0051942,131.8,124.10535579445877
630.0,7.2,0.1524,39.6,0.00909175,133.198,122.33401374678961
1600.0,4.8,0.0254,55.5,0.000873218,121.474,128.81740339925287
6300.0,7.3,0.2286,39.6,0.0123481,110.839,120.982176453599
800.0,4.0,0.3048,71.3,0.00497773,131.755,123.37870590421986
4000.0,0.0,0.0254,71.3,0.000400682,138.557,127.17623467945306
2500.0,0.0,0.2286,31.7,0.0027238,123.445,126.04338545116113
