x0,x1,x2,x3,x4,"f(x,y)","f*(x,y)"
2000.0,2.0,0.2286,39.6,0.00346574,122.797,98.57808546160815
12500.0,0.0,0.0508,31.7,0.000812164,119.07,105.56192005645534
250.0,9.9,0.1524,31.7,0.0252785,128.559,108.65355921312418
1600.0,15.4,0.0508,39.6,0.0282593,124.843,100.86024520753375
6300.0,0.0,0.0254,31.7,0.000439472,138.537,104.78901026728812
12500.0,0.0,0.0254,39.6,0.000428464,129.116,101.18626802838027
400.0,12.6,0.1524,39.6,0.0584113,115.91,99.5561539241477
12500.0,0.0,0.1016,55.5,0.00131983,119.91,147.31807207313227
3150.0,15.4,0.0508,39.6,0.0282593,120.513,100.86024520753375
630.0,6.7,0.1016,71.3,0.00478288,131.448,145.96742107530406
630.0,0.0,0.3048,31.7,0.00331266,129.095,113.29101794812745
3150.0,0.0,0.1524,31.7,0.00209405,124.207,108.65355921312418
4000.0,0.0,0.1016,39.6,0.00146332,127.801,100.20819956584073
1000.0,7.3,0.2286,71.3,0.0104404,126.838,140.74917923431673
1250.0,12.7,0.0254,71.3,0.0121808,133.048,149.0983661798965
1600.0,4.0,0.2286,31.7,0.00509068,125.229,110.97228858062581
630.0,9.9,0.1524,31.7,0.0252785,126.049,108.65355921312418
12500.0,0.0,0.0508,71.3,0.000740478,125.22,148.054717811699
8000.0,4.0,0.3048,71.3,0.00497773,113.665,137.6182341297243
800.0,5.4,0.1524,31.7,0.00525474,131.491,108.65355921312418
630.0,17.4,0.0254,39.6,0.0172206,124.514,101.18626802838027
250.0,12.7,0.0254,71.3,0.0121808,119.698,149.0983661798965
1250.0,0.0,0.1524,71.3,0.0015988,128.927,143.88012433890913
3150.0,12.6,0.1524,71.3,0.0483159,113.334,143.88012433890913
2000.0,4.0,0.3048,71.3,0.00497773,124.395,137.6182341297243
800.0,4.8,0.0254,31.7,0.000930789,122.648,104.78901026728812
800.0,3.3,0.1016,55.5,0.002211,129.119,147.31807207313227
800.0,3.0,0.3048,31.7,0.00529514,128.708,113.29101794812745
1250.0,9.5,0.0254,55.5,0.0043284,132.202,145.20890902498397
5000.0,12.6,0.1524,71.3,0.0483159,108.034,143.88012433890913
200.0,12.6,0.1524,39.6,0.0584113,114.75,99.5561539241477
400.0,2.0,0.2286,31.7,0.00372371,123.417,110.97228858062581
250.0,0.0,0.3048,39.6,0.00310138,119.319,97.60001699906861
