x,y,"f(x,y)","f*(x,y)"
6.26,13.04,3.0665231180703776,1.85632
-28.06,26.78,1.761820477601303,1.84933
-39.88,2.9,-0.07769757658451093,1.70713
-16.74,35.6,1.5293260554819441,1.90506
44.08,-36.24,3.423009245859858,1.97345
21.94,13.56,2.303159842521524,1.84884
15.52,-25.52,1.3216553843316743,1.86642
-4.66,-12.32,1.8998140708924594,1.88395
-47.54,13.8,3.7795434312418954,1.84902
-30.34,-12.78,3.8894085800964664,1.80495
-48.8,47.3,2.185319841883219,2.03525
40.7,-14.18,1.2564121617762896,1.88965
1.46,16.12,0.7582386450715652,1.85184
-22.7,-17.26,0.2577053773896836,1.84563
14.44,16.98,1.8381142521028762,1.86038
37.0,-46.76,3.5850617357828067,1.95152
17.38,-39.78,3.142151233844827,1.86594
-2.1,10.02,1.4186745258509146,1.84361
31.86,-25.68,3.081784902928322,1.87166
15.28,-37.5,3.779369788115461,1.86617
12.72,31.3,2.651458986575674,1.86672
12.0,41.78,1.8848551137857583,1.86807
-3.58,10.04,3.1280624652948026,1.84363
-39.9,43.1,2.343133044966753,1.98143
17.16,38.76,1.3720339083323712,1.87284
1.1,15.68,4.001636088361668,1.85137
-7.0,31.48,2.5422863119535677,1.86324
19.36,13.38,1.949651992721689,1.84988
-24.76,0.24,0.9684377115295606,1.65964
-34.58,17.22,3.091564318933223,1.84902
-27.2,14.34,3.0082917765047195,1.8488
46.9,-38.32,2.2321820181562204,1.99563
-46.44,7.24,2.3480699055815637,1.84869
34.1,-48.98,2.565417535638616,1.94722
27.38,-27.12,1.446209983986325,1.86574
-30.42,-17.02,0.06482123294595654,1.70417
-11.84,22.38,2.543127821597003,1.84904
45.34,6.16,3.1129987008125344,1.86859
-6.4,8.78,1.3570527880842138,1.84247
27.68,-48.08,4.075040974947015,1.91468
-13.84,10.14,1.36429100141127,1.84482
27.0,40.5,2.530648649368256,1.8829
10.96,23.62,0.8755746573176906,1.86334
14.1,21.66,2.2178523260213607,1.8662
18.06,-30.3,1.8755911066397046,1.86609
-23.24,9.58,0.16802708527116783,1.84658
23.36,-43.7,2.97781431571671,1.87786
-18.42,-32.38,3.9464991678371506,1.91744
-49.34,-48.18,3.220993261514094,2.1861
18.68,36.48,3.2663428125752096,1.87396
40.28,-19.66,2.932724307447194,1.90621
-9.16,-0.46,2.2607826339937978,1.81885
-46.48,-22.38,0.8295181512948842,1.73156
-39.86,-32.62,3.512523676218686,2.14154
-3.46,-18.38,3.015258271808322,1.86822
20.16,9.18,2.767795221478507,1.8487
-45.66,-18.2,1.480883106817438,1.82372
-18.56,-19.14,0.9312486718249631,1.80639
-40.38,-38.36,2.8079459115616183,2.08858
-14.9,-10.64,1.137811209139182,1.82651
-23.02,-35.74,2.074425515071818,2.01571
47.34,-20.66,2.3308646137718925,1.9609
34.66,32.74,0.3049870227846816,1.86732
29.1,38.46,1.7268644150375607,1.87985
-38.04,-43.42,2.2579111444648077,1.7863
-16.24,-40.24,2.1327023560201996,1.90133
-23.36,-8.78,2.6235334348884405,1.83305
1.74,-13.66,2.5552831177180875,1.86787
42.98,-25.4,1.0261865638198775,1.94225
-39.0,5.0,2.265736714580127,1.84606
39.26,-28.46,3.126882013122003,1.92256
43.3,-26.78,2.0648494698231894,1.94841
19.12,38.24,1.644462679804783,1.87477
39.38,-43.18,2.976748285305734,1.9481
-12.0,6.7,1.7847426831232047,1.84193
-27.42,34.3,3.8603379764973944,1.89246
49.74,-30.94,2.09802839019494,2.00867
-12.1,16.5,2.004252242883536,1.84872
37.68,-14.84,3.2213660486581968,1.87044
-34.0,-9.52,2.263180559636013,1.91852
-26.82,-22.72,2.5879744053634184,1.96733
8.38,2.86,-0.026109489809842845,1.84031
6.38,15.54,1.8571739872148951,1.85695
-7.66,44.5,2.8920763796667286,1.99412
-20.5,21.82,4.051923636764751,1.84901
17.12,-10.28,2.5372839440026977,1.85937
46.62,45.94,1.0506909636622779,1.87698
-20.78,36.02,2.8393320629556844,1.90946
14.62,10.96,1.7288242735159398,1.85099
49.7,-48.06,0.009318923116317768,2.02927
-23.86,9.76,1.8618652832532714,1.84685
32.6,-13.52,3.790385581833453,1.84936
-38.96,-0.48,1.9934243939953826,1.67011
-36.84,-20.4,1.3932805237694241,1.68549
11.18,-30.74,0.17464539843326543,1.86668
16.34,2.18,3.1579845838756375,1.84503
-5.9,-37.98,2.154148998005282,1.868
12.66,23.0,3.0027920025860224,1.86498
-42.94,5.64,1.5955230089856556,1.84736
27.24,36.96,1.0465569197255125,1.87913
-41.04,-15.3,2.075730579647329,1.84837
-24.7,36.0,2.7905102426304325,1.90943
-11.26,22.84,0.689043367551202,1.84907
45.56,47.26,2.2198265046603045,1.8797
-27.08,-9.54,1.0794128405193097,1.85093
46.22,49.32,2.7220213083376468,1.88215
-41.94,-46.8,0.11545628555774967,1.86184
-38.12,-39.64,1.3618489469430022,1.93334
36.3,7.34,1.8685176932163732,1.84925
1.2,22.26,2.402120333760947,1.85274
-2.46,-2.72,1.9943740519416653,1.71396
-14.72,19.84,2.5580280043426833,1.8489
2.52,-2.74,1.9583750103952164,1.86805
26.88,-23.24,2.0106616058807725,1.8666
14.26,-17.92,2.6124198443770563,1.86669
4.88,-42.7,2.1032668794160703,1.86696
-9.74,28.02,1.9420183758060388,1.84935
49.1,-12.2,0.26336943119955847,1.94256
-37.36,-31.16,3.6789398759449714,2.15162
3.16,24.92,3.16843448243831,1.85536
46.18,-9.4,1.6258760170343267,1.91141
-22.76,40.2,2.6193115247028813,1.95155
25.62,-4.8,3.9868591480116136,1.84891
27.82,31.68,0.21500676298690746,1.8711
45.04,27.64,0.5356596462812471,1.93103
38.9,38.08,2.4952872732077407,1.87169
5.78,-20.32,2.6884120316132636,1.86738
-39.74,38.86,0.4119098990003143,1.94719
27.34,-6.84,1.1426284388840218,1.84902
12.7,23.58,2.265684931407727,1.86514
-34.28,-14.52,1.3049684245360802,1.80149
18.42,13.46,3.945548716883723,1.85124
-47.22,-36.84,4.018258486040862,2.10508
24.82,49.02,3.5216040054776387,1.88286
-18.14,30.32,2.5306068334284877,1.85206
33.06,46.78,3.7258728796489686,1.8885
15.02,-37.56,3.1397853667015,1.86619
-22.26,7.72,0.7491222211146862,1.8449
-28.92,15.7,2.2154932611777873,1.84888
-2.24,27.56,2.4760294089406263,1.85008
41.42,-46.92,2.3698683013304693,1.9721
-9.42,-38.62,1.9432451141411677,1.8683
-43.26,28.16,1.434227506641073,1.8746
4.4,23.86,2.245376230686766,1.85648
0.06,14.4,2.1584790131533986,1.85001
17.76,3.54,0.14834340967770143,1.84623
-20.84,23.5,0.8913007322947974,1.84911
35.6,-37.68,1.8014559642859824,1.90929
32.86,21.58,0.9136851104435939,1.84937
-42.38,40.94,0.7229019705703785,1.96995
14.72,26.68,2.4492653337095356,1.86786
48.48,-14.72,1.6121685557760284,1.94734
46.52,49.42,3.295884978121694,1.88206
-27.66,18.02,0.37370634174508277,1.84896
-46.0,-25.78,1.942163505750452,1.64547
-22.34,22.08,3.3511172681695403,1.84905
39.42,24.22,1.7121506248665173,1.88331
20.08,34.44,2.360101521490656,1.875
-31.62,2.7,1.8672275128898803,1.81872
-37.06,33.42,0.7153189263684989,1.89866
-4.68,16.9,2.2633385386117117,1.84874
-9.28,35.1,2.024680499133955,1.89972
-10.08,0.16,2.003007238423799,1.81594
-34.56,4.52,3.6198036479264766,1.84479
-2.36,-11.7,2.0012558772238536,1.86827
-27.26,-11.8,3.3373603220953303,1.79855
-3.02,6.0,2.9334024188076144,1.83985
11.52,5.44,3.3971564170665935,1.84299
-49.72,-7.7,4.039186027909642,2.04413
-9.22,37.16,0.8862449558410503,1.92042
48.16,20.14,1.602170685627168,1.9277
6.06,-23.14,0.24086138749713903,1.86729
26.54,7.46,2.0767865091309936,1.8489
-36.1,-11.92,1.6608974913521208,1.88141
44.84,-30.98,2.8817620254453735,1.96157
31.66,-7.68,2.64930254833918,1.8492
4.06,-0.82,1.6790698589410002,1.84447
12.84,2.0,3.2790132213141407,1.84272
9.7,3.28,1.9316303297682658,1.84124
-12.52,-20.74,2.655757529066463,1.94117
-4.64,35.94,1.510334145450018,1.90796
-27.9,37.14,0.13050632761412762,1.92102
48.1,-24.42,2.5306173468592057,1.9786
0.22,-4.96,2.0512923035214436,1.8682
-28.28,26.44,1.882841313667226,1.84932
-25.18,4.64,2.1647088788818674,1.84302
47.5,36.14,0.7460525813522176,1.86921
12.62,10.16,2.7707972224517725,1.85192
-22.74,-17.5,2.563439728623197,1.85617
-11.7,-39.68,2.7713589748961445,1.87113
-6.72,-18.46,2.351403337430364,1.88685
-9.24,8.6,2.946452718933824,1.84261
3.6,4.98,2.2289824419457953,1.85114
38.94,12.88,1.3791416515898267,1.84944
-24.1,-48.12,1.8299201017143452,1.9288
15.32,14.82,0.6211080560867015,1.8566
21.9,17.02,1.6089538593296993,1.85404
26.06,36.88,3.306611464766603,1.87973
-46.12,-25.98,2.546488139810226,1.64185
-6.84,-11.5,2.9835519812317743,1.91311
35.82,1.98,1.0548107693915432,1.84921
36.12,29.82,2.350109332869118,1.86195
-20.54,-42.94,4.072694621013834,1.89587
15.64,38.7,3.344526433127413,1.87125
-3.1,-47.54,1.0339289449618336,1.86755
-28.64,48.7,1.0866387385424336,2.03723
-27.22,-12.36,2.271991209117156,1.78475
34.5,-27.7,1.5453556836297686,1.89356
14.84,10.56,2.8838457780825517,1.8499
28.46,38.8,0.653144009268463,1.88083
-15.34,-42.38,3.5022308030375697,1.89694
-29.78,-3.92,3.3447134740891595,1.919
-11.36,9.7,3.1665422945587443,1.84391
34.02,-20.98,2.0858906190292252,1.8621
-8.34,-34.88,3.701491478696228,1.86829
0.34,45.52,1.1017752408847712,1.93313
47.4,40.7,0.048513683508043526,1.86886
27.2,39.64,2.704411713437797,1.88216
18.48,-10.54,0.25469398594107173,1.8521
-17.48,7.76,0.8814081896929578,1.84397
-6.24,-12.92,3.177305821289222,1.90083
-1.34,33.26,3.474504929451886,1.85214
7.26,-9.12,2.0044069710993715,1.86749
-21.08,36.92,0.6170261991972832,1.91852
0.84,40.86,2.2324817102485888,1.88749
0.52,-25.3,3.274421856196065,1.86773
43.32,-43.56,2.4516860114446537,1.9751
47.2,0.94,-0.04260144533547905,1.88306
-44.36,40.14,0.5223140021331629,1.96899
44.42,36.26,3.83803025206818,1.86447
-35.58,27.9,0.40331132688032945,1.85263
9.08,1.86,3.1790876410666407,1.84044
-6.76,32.58,2.500439364743809,1.87429
44.72,-13.42,0.09221333863457115,1.91566
-10.1,-9.46,2.034793801803238,1.84171
43.48,-48.0,2.0346159237676025,1.98567
49.02,41.9,2.98065157227724,1.86932
6.62,-43.1,1.749263365776324,1.8668
20.96,-31.34,0.6784005776053119,1.86581
